scenario,paper_f_bnd,our_f_bnd_parent,difference_f_bnd,paper_f_capt,our_f_capt_parent,difference_f_capt
Ma_xp_A2000_n65_r16_v00_90000.hdf5,0.466,0.44605825519449555,-0.01994174480550448,0.368,0.40376677474172656,0.03576677474172657
