run_rows,fragment_orbit_rows,eccentricity_proxy_min,eccentricity_proxy_median,eccentricity_proxy_max,fragmented_share,moderate_fragmentation_share,strong_fragmentation_share,bmf_ge_0p1_share
489,0,1.0,1.0,1.8547278357780135,0.9120654396728016,0.8834355828220859,0.7689161554192229,0.30265848670756645
