fragment_rows_with_mass,min_fragment_mass_kg,median_fragment_mass_kg,mean_fragment_mass_kg,p90_fragment_mass_kg,p99_fragment_mass_kg,max_fragment_mass_kg
208155,19798636037918.207,2217163962842105.2,1.8538920914437056e+17,7.763631700435923e+16,3.1612469492053453e+18,3.8878763457606785e+20
