iter	RMSE
133	0.01192499805
134	0.01186633854
135	0.01184295004
136	0.0117693803
137	0.01170761947
138	0.01163684646
139	0.01156848276
140	0.01146928719
141	0.01138854217
142	0.01134209489
143	0.01130978492
144	0.01123002192
145	0.01116978276
146	0.01112437534
147	0.01106766207
148	0.01100009343
149	0.01094492669
150	0.01087797657
151	0.0108447832
152	0.01077024498
153	0.01072225511
154	0.01067717194
155	0.01062381051
156	0.01059334429
157	0.01058676793
158	0.01054748251
159	0.01049797466
160	0.01044866686
161	0.01034825376
162	0.01033300876
163	0.01026478436
164	0.01021985586
165	0.01019899513
166	0.01016864012
167	0.01011438124
168	0.0100455437
169	0.010002915
170	0.009960248919
171	0.009910010408
172	0.009850676126
173	0.009822763114
174	0.009770416674
175	0.009741871707
176	0.009712519594
177	0.009666487063
178	0.009625959097
179	0.009565604486
180	0.009509707164
181	0.009477675293
182	0.009449764536
183	0.00942379897
184	0.009399200111
185	0.009302070102
186	0.009249213081
187	0.00921963738
188	0.009190511877
189	0.009169558581
190	0.009144044416
191	0.009126152689
192	0.009093043843
193	0.009040261827
194	0.009025036288
195	0.009001222451
196	0.008962569244
197	0.008954497263
198	0.00888847409
199	0.00880594489
200	0.008787977571
201	0.00877947066
202	0.008753216236
203	0.008683416999
204	0.008667570104
205	0.008633208773
206	0.008623172347
207	0.008618734415
208	0.008584057408
209	0.008577232866
210	0.008542805345
211	0.008481542021
212	0.008457901324
213	0.008453643676
214	0.008416179611
215	0.008378321856
216	0.008374995149
217	0.008299281014
218	0.00827109692
219	0.00824340729
220	0.00823898042
221	0.008214002009
222	0.008202815064
223	0.008182763937
224	0.008151990376
225	0.008144519561
226	0.008106753772
227	0.008077624279
228	0.008064971945
229	0.00801432409
230	0.007988072094
231	0.007961921189
232	0.007936268146
233	0.007887040499
234	0.007863628229
235	0.007830376374
236	0.007759850704
237	0.007746803517
238	0.007722937192
239	0.007701661043
240	0.007685267154
241	0.00765798798
242	0.007620218685
243	0.007591482131
244	0.007542353748
245	0.00752333644
246	0.007502850867
247	0.007441991692
248	0.007426161875
249	0.00738043048
250	0.007347552734
251	0.0073221116
252	0.007299535606
253	0.007279296431
254	0.007259970426
255	0.007239634252
256	0.007216188183
257	0.007202663689
258	0.00716831855
259	0.007165531618
260	0.00715220721
261	0.007147392797
262	0.007106569917
263	0.007088869825
264	0.007075796089
265	0.007039307243
266	0.007011553682
267	0.006994691686
268	0.006975290275
269	0.006958292996
270	0.006914367173
271	0.006897978797
272	0.006894669464
273	0.00687944071
274	0.006812480923
275	0.006758707812
276	0.006745613047
277	0.00670793854
278	0.006692109468
279	0.006667603304
280	0.006639490625
281	0.006622012408
282	0.006594588446
283	0.006562416037
284	0.006530947931
285	0.006528784627
286	0.00651293427
287	0.006496286712
288	0.006485631246
289	0.00647598094
290	0.006444732118
291	0.006424842913
292	0.00637752581
293	0.006371533686
294	0.006360956033
295	0.006351427893
296	0.006346872764
297	0.006330348296
298	0.00631706254
299	0.006306772196
300	0.006292675443
301	0.006270588716
302	0.00626184088
303	0.006246762571
304	0.006228470547
305	0.006207905369
306	0.00617689344
307	0.006145652834
308	0.006116361265
309	0.006106321235
310	0.006099160617
311	0.006076165919
312	0.006070695288
313	0.006059469751
314	0.006050038561
315	0.006039004499
316	0.006026255287
317	0.006007883212
318	0.005996816913
319	0.005977604942
320	0.005966616023
321	0.005954153726
322	0.005947101953
323	0.00592140855
324	0.00591073691
325	0.005898363018
326	0.005888191989
327	0.005882139222
328	0.005863607001
329	0.005845530496
330	0.005834914955
331	0.005823691168
332	0.005821629738
333	0.005803824731
334	0.005786585444
335	0.005775236348
336	0.005769856778
337	0.005766265042
338	0.005760471847
339	0.005728172329
340	0.005692757551
341	0.005683064652
342	0.005674923789
343	0.00564896125
344	0.005636956173
345	0.005620711393
346	0.005591034689
347	0.005574573003
348	0.005547277825
349	0.005535088893
350	0.005522971392
351	0.005504790387
352	0.00549311261
353	0.0054642742
354	0.005448963856
355	0.005433565955
356	0.00543057434
357	0.005420819977
358	0.005406901532
359	0.005394964508
360	0.005369870281
361	0.00535648511
362	0.005332476409
363	0.005331558386
364	0.005317310167
365	0.005307021626
366	0.005294311344
367	0.005279305597
368	0.00525651049
369	0.005239696771
370	0.005234666632
371	0.005227878039
372	0.005221163522
373	0.005208579149
374	0.005196737157
375	0.005195189694
376	0.005187036587
377	0.00517863341
378	0.005161032706
379	0.005152921668
380	0.005145250024
381	0.00513701883
382	0.005120299139
383	0.005109156979
384	0.005107508416
385	0.005103097823
386	0.00509029853
387	0.005077086726
388	0.005066914301
389	0.005057024744
390	0.005035863247
391	0.005034577381
392	0.0050181311
393	0.005010123969
394	0.004997991091
395	0.004989331972
396	0.004981190165
397	0.004971807826
398	0.004955893588
399	0.004947569111
400	0.004940555613
401	0.00493012457
402	0.00491406895
403	0.00490735568
404	0.004889906863
405	0.004876466222
406	0.00486823566
407	0.004861360645
408	0.004859279079
409	0.004853463116
410	0.004837009728
411	0.00482993753
412	0.004821696925
413	0.004803335321
414	0.004796421977
415	0.004787617177
416	0.004776726117
417	0.004770154589
418	0.004764640534
419	0.004748218458
420	0.004738851156
421	0.00473102213
422	0.004720550118
423	0.004713522322
424	0.004701813219
425	0.004690697359
426	0.004682991295
427	0.004676631483
428	0.004668202414
429	0.00465910702
430	0.004650757265
431	0.00464102583
432	0.004631266267
433	0.004626164351
434	0.004625397432
435	0.004616075092
436	0.004598915328
437	0.004598451288
438	0.004589070968
439	0.004580624315
440	0.004568566467
441	0.004560383771
442	0.004552916541
443	0.004546252363
444	0.004529091512
445	0.004515265927
446	0.00447598831
447	0.004453391702
448	0.004448417532
449	0.004434654079
450	0.004425023129
451	0.004416258494
452	0.00440767113
453	0.004402223364
454	0.004396681618
455	0.004390252389
456	0.004381684273
457	0.004374755388
458	0.004369878828
459	0.004359647706
460	0.004350963589
461	0.004349321885
462	0.004344470755
463	0.004328520199
464	0.004319384422
465	0.004314813794
466	0.004306629367
467	0.00430156717
468	0.004299151142
469	0.004277542974
470	0.004270243402
471	0.004266845656
472	0.004261182682
473	0.004257499137
474	0.004251477843
475	0.00423663807
476	0.00423302218
477	0.004231659951
478	0.004227978716
479	0.00421506164
480	0.004205936187
481	0.004199889035
482	0.004190927785
483	0.004190622899
484	0.00418497298
485	0.004180233913
486	0.004174566028
487	0.004168040982
488	0.004161920267
489	0.004158034683
490	0.004152710555
491	0.00414331271
492	0.004136272427
493	0.004119537682
494	0.004117021453
495	0.004110103173
496	0.004103164728
497	0.004100575609
498	0.004096238898
499	0.004092219222
