mass_log10_kg,spin_axis,spin_period_hr,resolution_value,fof_linking_length,special_case_code,timestep,v_inf_kms,periapsis_Rm,has_explicit_spin,target_mass_kg,particle_log10,encounter_eccentricity_proxy,v_inf_squared,periapsis_inverse,spin_frequency_hr_inv,angular_momentum_proxy,asteroid_radius_km,time_within_2_mars_radii_hr,time_within_tidal_disruption_hr,has_spin,particle_mass_proxy,mass_resolution_interaction,spin_period_filled,is_exact_observed,interpolation_class,inside_parameter_ranges,inside_convex_hull,nearest_distance,distance_k3_mean,distance_k5_mean,local_support_count,nearest_supporting_physical_files,pred_gradient_boosting,pred_random_forest,pred_ridge,predicted_bmf,prediction_mean,prediction_min,prediction_max,prediction_std,prediction_range,local_prediction_variability,near_zero_boundary,trust_level,source
19.5,none,,65,0.002,none,90000,0.0,2.4,False,3.162277660168379e+19,1.8129133566428555,1.0,0.0,0.4166666666666667,,0.0,140.87995649532473,0.0,1.143154556939899,0,4.865042554105199e+17,17.687086643357144,0.0,False,boundary interpolation,True,True,1.0038959298585104,1.0944463519077074,1.2621555938413238,3,Ma_xp_A2000_n65_r24_v00_90000.hdf5; Ma_xp_A2000_n65_r22_v00_90000.hdf5; Ma_xp_A1900_n65_r26_v00_90000.hdf5,-0.009406086876937069,0.001938053075208409,-0.08888762437854095,-0.009406086876937069,-0.03211855272675653,-0.08888762437854095,0.001938053075208409,0.04040806850096104,0.09082567745374935,0.009108914455279395,False,low,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.0,2.6,False,3.162277660168379e+19,1.8129133566428555,1.0,0.0,0.3846153846153846,,0.0,140.87995649532473,0.0,0.8106534669459369,0,4.865042554105199e+17,17.687086643357144,0.0,False,extrapolation,True,False,1.0038959298585104,1.2058457951630634,1.4769813836769028,2,Ma_xp_A1900_n65_r26_v00_90000.hdf5; Ma_xp_A2000_n65_r24_v00_90000.hdf5; Ma_xp_A2000_n65_r22_v00_90000.hdf5,0.0028615225667398374,0.001938053075208409,-0.1096163151701843,0.0028615225667398374,-0.03493891317607869,-0.1096163151701843,0.0028615225667398374,0.052806243162574276,0.11247783773692414,0.009062278180241549,False,low,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.0,2.8,False,3.162277660168379e+19,1.8129133566428555,1.0,0.0,0.35714285714285715,,0.0,140.87995649532473,0.0,0.0,0,4.865042554105199e+17,17.687086643357144,0.0,False,extrapolation,True,False,1.1397215629323059,1.492073144751516,1.664034889956947,1,Ma_xp_A1900_n65_r26_v00_90000.hdf5; Ma_xp_A2000_n65_r24_v00_90000.hdf5; Ma_xp_A2000_s030z_n65_r28_v00_90000.hdf5,-0.02118642221410248,0.001938053075208409,-0.13571372017089794,-0.02118642221410248,-0.05165402976993067,-0.13571372017089794,0.001938053075208409,0.060184211673169674,0.13765177324610636,0.00882796460049963,False,low,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.0,3.0,False,3.162277660168379e+19,1.8129133566428555,1.0,0.0,0.3333333333333333,,0.0,140.87995649532473,0.0,0.0,0,4.865042554105199e+17,17.687086643357144,0.0,False,extrapolation,True,False,1.4739198926983736,1.747096475197899,1.8430432721924248,0,Ma_xp_A1900_n65_r26_v00_90000.hdf5; Ma_xp_A2000_s030z_n65_r30_v00_90000.hdf5; Ma_xp_A2000_n65_r24_v00_90000.hdf5,-0.02118642221410248,0.001938053075208409,-0.15218044672482905,-0.02118642221410248,-0.05714293862124104,-0.15218044672482905,0.001938053075208409,0.06786153205489423,0.15411849980003747,0.004492691471425727,False,low,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.4,1.1,False,3.162277660168379e+19,1.8129133566428555,1.0139288980645307,0.16000000000000003,0.9090909090909091,,0.44000000000000006,140.87995649532473,0.9870751454384346,1.5862117481185343,0,4.865042554105199e+17,17.687086643357144,0.0,False,extrapolation,True,False,1.0181922913444776,1.0324090829854586,1.0792850890730157,5,Ma_xp_A1950_n65_r12_v00_90000.hdf5; Ma_xp_A1900_n65_r12_v04_90000.hdf5; Ma_xp_A2000_n65_r12_v04_90000.hdf5,0.07292290461761919,0.05910848055104495,0.027707158327877367,0.07292290461761919,0.053246181165513835,0.027707158327877367,0.07292290461761919,0.018918964800763178,0.04521574628974182,0.024731582458514523,True,low,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.4,1.2,False,3.162277660168379e+19,1.8129133566428555,1.0151951615249424,0.16000000000000003,0.8333333333333334,,0.48,140.87995649532473,0.9744710491123042,1.5990893158984896,0,4.865042554105199e+17,17.687086643357144,0.0,False,sparse interpolation,True,True,0.9817973270470459,0.9965297289213556,1.0449146670213314,5,Ma_xp_A1950_n65_r12_v00_90000.hdf5; Ma_xp_A1900_n65_r12_v04_90000.hdf5; Ma_xp_A2000_n65_r12_v04_90000.hdf5,0.029581341700507403,0.056888904280856835,0.020062022437017164,0.029581341700507403,0.03551075613946047,0.020062022437017164,0.056888904280856835,0.015608187451391888,0.03682688184383967,0.04361539410335196,True,medium,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.4,1.3,False,3.162277660168379e+19,1.8129133566428555,1.0164614249853543,0.16000000000000003,0.7692307692307692,,0.52,140.87995649532473,0.9525041703105734,1.6063577089447005,0,4.865042554105199e+17,17.687086643357144,0.0,False,sparse interpolation,True,True,1.0181922913444779,1.0324090829854589,1.0572687651933355,5,Ma_xp_A1950_n65_r12_v00_90000.hdf5; Ma_xp_A2000_n65_r14_v04_90000.hdf5; Ma_xp_A2000_n65_r12_v04_90000.hdf5,0.01992708681655993,0.05399845489459016,0.012329016319706128,0.01992708681655993,0.028751519343618737,0.012329016319706128,0.05399845489459016,0.018119758733768476,0.04166943857488403,0.042451247857320545,True,medium,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.4,1.4,False,3.162277660168379e+19,1.8129133566428555,1.0177276884457662,0.16000000000000003,0.7142857142857143,,0.5599999999999999,140.87995649532473,0.9197360561827731,1.60765336228713,0,4.865042554105199e+17,17.687086643357144,0.0,False,sparse interpolation,True,True,1.0038959298585104,1.0796266927337006,1.0947728453087384,5,Ma_xp_A2000_n65_r14_v04_90000.hdf5; Ma_xp_A1900_n65_r14_v06_90000.hdf5; Ma_xp_A2000_n65_r14_v06_90000.hdf5,0.007917908198388396,0.0382136527899903,0.004302058770269082,0.007917908198388396,0.01681120658621593,0.004302058770269082,0.0382136527899903,0.015205637537895824,0.03391159401972122,0.03994972447994339,True,medium,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.4,1.5,False,3.162277660168379e+19,1.8129133566428555,1.0189939519061781,0.16000000000000003,0.6666666666666666,,0.6000000000000001,140.87995649532473,0.8741491737172696,1.6025517094303097,0,4.865042554105199e+17,17.687086643357144,0.0,False,sparse interpolation,True,True,1.0181922913444779,1.0324090829854589,1.0572687651933355,5,Ma_xp_A1950_n65_r16_v00_90000.hdf5; Ma_xp_A2000_n65_r16_v04_90000.hdf5; Ma_xp_A1900_n65_r16_v04_90000.hdf5,0.010350990746585728,0.018373095837993816,-0.004229566904771859,0.010350990746585728,0.008164839893269228,-0.004229566904771859,0.018373095837993816,0.00935608651915583,0.022602662742765674,0.040272884709790756,False,medium,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.4,1.6,False,3.162277660168379e+19,1.8129133566428555,1.02026021536659,0.16000000000000003,0.625,,0.6400000000000001,140.87995649532473,0.8127298954070143,1.5905508285215892,0,4.865042554105199e+17,17.687086643357144,0.0,False,sparse interpolation,True,True,0.9817973270470459,0.9965297289213556,1.0449146670213314,5,Ma_xp_A1950_n65_r16_v00_90000.hdf5; Ma_xp_A2000_n65_r16_v04_90000.hdf5; Ma_xp_A1900_n65_r16_v04_90000.hdf5,0.01583028646488285,0.008280732368448285,-0.013516048154611354,0.01583028646488285,0.0035316568929065935,-0.013516048154611354,0.01583028646488285,0.012442323665728592,0.029346334619494204,0.02628343466477499,False,medium,mass19.5_peri
19.5,none,,65,0.002,none,90000,0.4,1.7,False,3.162277660168379e+19,1.8129133566428555,1.0215264788270018,0.16000000000000003,0.5882352941176471,,0.68,140.87995649532473,0.7305467702270013,1.5710488116430121,0,4.865042554105199e+17,17.687086643357144,0.0,False,sparse interpolation,True,True,1.0181922913444776,1.0324090829854586,1.035252441313655,5,Ma_xp_A1950_n65_r16_v00_90000.hdf5; Ma_xp_A2000_n65_r16_v04_90000.hdf5; Ma_xp_A1900_n65_r16_v04_90000.hdf5,0.00256079214364512,0.008903862886401423,-0.023908829208628773,0.00256079214364512,-0.00414805805952741,-0.023908829208628773,0.008903862886401423,0.014210904121302307,0.032812692095030196,0.010149143851796135,False,medium,mass19.5_peri
