fof_file,physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,largest_fragment_particle_count,total_fragment_mass_kg,bound_fragment_count,energy_bound_mass_kg,energy_bound_mass_fraction,bound_mass_kg,bound_mass_fraction,largest_bound_fragment_mass_kg,unbound_fragment_count,unbound_mass_kg,unbound_mass_fraction,largest_unbound_fragment_mass_kg,target_mass_kg,captured_mass_kg,captured_mass_fraction,raw_hdf5_path,method,unresolved_handling,simulation_id,filename,file_path,file_size_bytes,mass_value,special_case_code,spin_value,spin_axis,has_explicit_spin,resolution_value,periapsis_value,velocity_value,chunk_index,parttype_group,particle_count_total,n_fof_groups,fragment_count_min_particles,mass_metrics_available,mass_unit,total_particle_mass_kg,largest_fragment_mass_kg,fragment_mass_fraction,particle_count_metrics_are_proxies,excluded_group_ids,min_particles,bound_mass_kg_existing_fof_csv,bound_mass_fraction_existing_fof_csv,unbound_mass_kg_existing_fof_csv,unbound_mass_fraction_existing_fof_csv
Ma_xp_A1900_s047z_n65_r12_v06_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r12_v06_90000.hdf5,A1900,n65,r12,v06,s047z,90000,0.002,150426,9.715809510336877e+18,0.0,1.99252020498e+18,0.199046573991,1.52501753758e+18,0.152344510922,0.0,341.0,8.48530399182e+18,0.847655489078,4.7617941054843296e+17,1.00103215294e+19,1.52501753758e+18,0.152344510922,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r12_v06_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r12_v06_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v06_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v06_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,12,6,0,PartType0,3162280,341,341,True,kg,9.715809510336877e+18,4.761798012390642e+17,1.0,True,"-1,2147483647",20,0.0,0.0,9.715809252167664e+18,1.0
Ma_xp_A1900_s047z_n65_r12_v08_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r12_v08_90000.hdf5,A1900,n65,r12,v08,s047z,90000,0.002,116001,9.991404504370338e+18,0.0,4.21175000155e+17,0.0420740731371,1.90081136673e+17,0.018988514616,0.0,314.0,9.820240392727001e+18,0.981011485384,3.6720572110542656e+17,1.00103215294e+19,1.90081136673e+17,0.018988514616,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r12_v08_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r12_v08_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v08_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v08_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,12,8,0,PartType0,3162280,314,314,True,kg,9.991404504370338e+18,3.672056923192628e+17,1.0,True,"-1,2147483647",20,0.0,0.0,9.991404266739606e+18,1.0
,Ma_xp_A1900_s047z_n65_r12_v10_89000.hdf5,A1900,n65,r12,v10,s047z,89000,0.002,131608,9.994190181618686e+18,,,,,,,,,,,,,,,,,Ma_xp_A1900_s047z_n65_r12_v10_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v10_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v10_89000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,12,10,0,PartType0,3162280,262,262,True,kg,9.994190181618686e+18,4.166107211264152e+17,1.0,True,"-1,2147483647",20,,,,
Ma_xp_A1900_s047z_n65_r12_v15_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r12_v15_90000.hdf5,A1900,n65,r12,v15,s047z,90000,0.002,169000,9.99638073991469e+18,0.0,0.0,0.0,0.0,0.0,0.0,207.0,1.00103215294e+19,1.0,5.349761369889384e+17,1.00103215294e+19,0.0,0.0,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r12_v15_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r12_v15_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v15_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v15_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,12,15,0,PartType0,3162280,207,207,True,kg,9.99638073991469e+18,5.349726380151776e+17,1.0,True,"-1,2147483647",20,0.0,0.0,9.996380494481265e+18,1.0
Ma_xp_A1900_s047z_n65_r12_v20_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r12_v20_90000.hdf5,A1900,n65,r12,v20,s047z,90000,0.002,225088,9.999403828155156e+18,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1.00103215294e+19,1.0,7.125249036813028e+17,1.00103215294e+19,0.0,0.0,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r12_v20_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r12_v20_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v20_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v20_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,12,20,0,PartType0,3162280,129,129,True,kg,9.999403828155156e+18,7.125245475863699e+17,1.0,True,"-1,2147483647",20,0.0,0.0,9.99940358448657e+18,1.0
,Ma_xp_A1900_s047z_n65_r13_v00_89000.hdf5,A1900,n65,r13,v00,s047z,89000,0.002,121028,9.989837582860409e+18,,,,,,,,,,,,,,,,,Ma_xp_A1900_s047z_n65_r13_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r13_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r13_v00_89000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,13,0,0,PartType0,3162280,375,375,True,kg,9.989837582860409e+18,3.831191246914436e+17,1.0,True,"-1,2147483647",20,,,,
Ma_xp_A1900_s047z_n65_r14_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r14_v00_90000.hdf5,A1900,n65,r14,v00,s047z,90000,0.002,101685,9.81955030603207e+18,24.0,5.05917119577e+18,0.505398670571,4.18070555791e+18,0.417642129363,6.7473469585102136e+16,323.0,5.82955266069e+18,0.5823578706370001,3.218878608856421e+17,1.00102582186e+19,4.18070555791e+18,0.417642129363,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r14_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r14_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r14_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r14_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,14,0,0,PartType0,3162260,347,347,True,kg,9.81955030603207e+18,3.218877668135065e+17,1.0,True,"-1,2147483647",20,5.032352747058096e+17,0.05124830150722,9.316315030486491e+18,0.94875169849278
Ma_xp_A1900_s047z_n65_r15_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r15_v00_90000.hdf5,A1900,n65,r15,v00,s047z,90000,0.002,98692,9.992297203436796e+18,25.0,5.01530948362e+18,0.501013825468,4.34578526541e+18,0.434130437532,9.92491527985624e+16,289.0,5.664536263990001e+18,0.565869562468,3.12413401844163e+17,1.00103215294e+19,4.34578526541e+18,0.434130437532,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r15_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r15_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r15_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r15_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,15,0,0,PartType0,3162280,314,314,True,kg,9.992297203436796e+18,3.124131915264155e+17,1.0,True,"-1,2147483647",20,4.6428331396238746e+17,0.0464641229479887,9.528013634849049e+18,0.953535877052011
Ma_xp_A1900_s047z_n65_r16_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r16_v00_90000.hdf5,A1900,n65,r16,v00,s047z,90000,0.002,111566,9.991948984012886e+18,15.0,5.09492596185e+18,0.508967264126,4.38751656963e+18,0.438299265087,1.0979356411396749e+17,291.0,5.62280495977e+18,0.561700734913,3.531665544335389e+17,1.00103215294e+19,4.38751656963e+18,0.438299265087,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r16_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r16_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,16,0,0,PartType0,3162280,306,306,True,kg,9.991948984012886e+18,3.531669267427772e+17,1.0,True,"-1,2147483647",20,3.075637956785839e+17,0.030781162283483,9.68438494381462e+18,0.9692188377165172
,Ma_xp_A1900_s047z_n65_r16_v02_89000.hdf5,A1900,n65,r16,v02,s047z,89000,0.002,138582,9.990141459233784e+18,,,,,,,,,,,,,,,,,Ma_xp_A1900_s047z_n65_r16_v02_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r16_v02_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r16_v02_89000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,16,2,0,PartType0,3162280,325,325,True,kg,9.990141459233784e+18,4.386856602409407e+17,1.0,True,"-1,2147483647",20,,,,
Ma_xp_A1900_s047z_n65_r16_v04_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r16_v04_90000.hdf5,A1900,n65,r16,v04,s047z,90000,0.002,130158,9.98180660121724e+18,0.0,3.53312169239e+18,0.352948207889,2.69850510452e+18,0.269572526379,0.0,316.0,7.31180692828e+18,0.730427473621,4.1202026058094266e+17,1.00103120328e+19,2.69850510452e+18,0.269572526379,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r16_v04_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r16_v04_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r16_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r16_v04_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,16,4,0,PartType0,3162277,316,316,True,kg,9.98180660121724e+18,4.120192338594366e+17,1.0,True,"-1,2147483647",20,0.0,0.0,9.98180635166848e+18,1.0
Ma_xp_A1900_s047z_n65_r16_v06_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r16_v06_90000.hdf5,A1900,n65,r16,v06,s047z,90000,0.002,127310,9.993677372992848e+18,0.0,1.81210979078e+18,0.181024134485,1.19602620657e+18,0.119479299746,0.0,272.0,8.81429532283e+18,0.880520700254,4.030048047339221e+17,1.00103215294e+19,1.19602620657e+18,0.119479299746,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r16_v06_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r16_v06_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r16_v06_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r16_v06_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,16,6,0,PartType0,3162280,272,272,True,kg,9.993677372992848e+18,4.030034178125801e+17,1.0,True,"-1,2147483647",20,0.0,0.0,9.993677123941466e+18,1.0
Ma_xp_A1900_s047z_n65_r17_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r17_v00_90000.hdf5,A1900,n65,r17,v00,s047z,90000,0.002,127425,9.995947082318516e+18,9.0,5.12963926551e+18,0.512435015242,4.1980590442e+18,0.419373047295,1.4882466333913222e+17,272.0,5.812262485200001e+18,0.580626952705,4.033688417502168e+17,1.00103215294e+19,4.1980590442e+18,0.419373047295,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r17_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r17_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r17_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r17_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,17,0,0,PartType0,3162280,281,281,True,kg,9.995947082318516e+18,4.033682738171432e+17,1.0,True,"-1,2147483647",20,2.425594467257166e+17,0.0242657800406891,9.753387368871793e+18,0.9757342199593112
,Ma_xp_A1900_s047z_n65_r18_v00_89000.hdf5,A1900,n65,r18,v00,s047z,89000,0.002,153070,9.99708031869879e+18,,,,,,,,,,,,,,,,,Ma_xp_A1900_s047z_n65_r18_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r18_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r18_v00_89000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,18,0,0,PartType0,3162280,250,250,True,kg,9.99708031869879e+18,4.845495055051077e+17,1.0,True,"-1,2147483647",20,,,,
,Ma_xp_A1900_s047z_n65_r19_v00_89000.hdf5,A1900,n65,r19,v00,s047z,89000,0.002,284818,9.998618775070632e+18,,,,,,,,,,,,,,,,,Ma_xp_A1900_s047z_n65_r19_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r19_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r19_v00_89000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,19,0,0,PartType0,3162280,240,240,True,kg,9.998618775070632e+18,9.016033394438386e+17,1.0,True,"-1,2147483647",20,,,,
Ma_xp_A1900_s047z_n65_r20_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r20_v00_90000.hdf5,A1900,n65,r20,v00,s047z,90000,0.002,652341,9.99773241941338e+18,0.0,5.09651189703e+18,0.509125694119,3.78920432289e+18,0.378529731713,0.0,202.0,6.22111720651e+18,0.621470268287,2.0650110543253435e+18,1.00103215294e+19,3.78920432289e+18,0.378529731713,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r20_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r20_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r20_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r20_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,20,0,0,PartType0,3162280,202,202,True,kg,9.99773241941338e+18,2.0650130465920852e+18,1.0,True,"-1,2147483647",20,0.0,0.0,9.997732179748305e+18,1.0
Ma_xp_A1900_s047z_n65_r20_v02_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r20_v02_90000.hdf5,A1900,n65,r20,v02,s047z,90000,0.002,601886,1.0002262313473638e+19,0.0,4.1554034025e+18,0.415111881301,3.03972491374e+18,0.303659068773,0.0,178.0,6.97059661566e+18,0.696340931227,1.9052937703468964e+18,1.00103215294e+19,3.03972491374e+18,0.303659068773,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r20_v02_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r20_v02_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r20_v02_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r20_v02_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,20,2,0,PartType0,3162280,178,178,True,kg,1.0002262313473638e+19,1.9052955145144005e+18,1.0,True,"-1,2147483647",20,0.0,0.0,1.0002262066449392e+19,1.0
Ma_xp_A1900_s047z_n65_r20_v04_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r20_v04_90000.hdf5,A1900,n65,r20,v04,s047z,90000,0.002,722623,1.0001265168572991e+19,0.0,2.60832838728e+18,0.260563896935,1.74746314777e+18,0.174566135826,0.0,156.0,8.262858381630001e+18,0.825433864174,2.287491485453542e+18,1.00103215294e+19,1.74746314777e+18,0.174566135826,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r20_v04_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r20_v04_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r20_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r20_v04_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,20,4,0,PartType0,3162280,156,156,True,kg,1.0001265168572991e+19,2.2874938376956972e+18,1.0,True,"-1,2147483647",20,0.0,0.0,1.0001264921588773e+19,1.0
Ma_xp_A1900_s047z_n65_r20_v06_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r20_v06_90000.hdf5,A1900,n65,r20,v06,s047z,90000,0.002,733883,1.000161971255313e+19,0.0,6.39131875658e+17,0.0638472874002,0.0,0.0,0.0,140.0,1.00103215294e+19,1.0,2.323135457658424e+18,1.00103215294e+19,0.0,0.0,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r20_v06_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r20_v06_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r20_v06_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r20_v06_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,20,6,0,PartType0,3162280,140,140,True,kg,1.000161971255313e+19,2.323137866419392e+18,1.0,True,"-1,2147483647",20,0.0,0.0,1.0001619461991789e+19,1.0
Ma_xp_A1900_s047z_n65_r22_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r22_v00_90000.hdf5,A1900,n65,r22,v00,s047z,90000,0.002,2321572,1.001032178095046e+19,0.0,5.75423815037e+18,0.574830502043,0.0,0.0,0.0,2.0,1.00103215294e+19,1.0,7.349027338742925e+18,1.00103215294e+19,0.0,0.0,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r22_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r22_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r22_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r22_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,22,0,0,PartType0,3162280,2,2,True,kg,1.001032178095046e+19,7.34902480388174e+18,1.0,True,"-1,2147483647",20,0.0,0.0,1.001032152915326e+19,1.0
Ma_xp_A1900_s047z_n65_r24_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s047z_n65_r24_v00_90000.hdf5,A1900,n65,r24,v00,s047z,90000,0.002,3082655,1.0001705178857548e+19,0.0,5.12295997764e+18,0.51176777515,3.85363254369e+17,0.0384965910672,0.0,175.0,9.624958275031001e+18,0.9615034089328,9.758265464423983e+18,1.00103215294e+19,3.85363254369e+17,0.0384965910672,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r24_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s047z_n65_r24_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r24_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r24_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,24,0,0,PartType0,3162280,175,175,True,kg,1.0001705178857548e+19,9.75826555329218e+18,1.0,True,"-1,2147483647",20,0.0,0.0,1.00017049310674e+19,1.0
,Ma_xp_A1900_s047z_n65_r26_v00_89000.hdf5,A1900,n65,r26,v00,s047z,89000,0.002,3162280,1.0010321780937175e+19,,,,,,,,,,,,,,,,,Ma_xp_A1900_s047z_n65_r26_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r26_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r26_v00_89000_fof_0.002_0000.hdf5,462775112,1900,,47.0,z,True,65,26,0,0,PartType0,3162280,1,1,True,kg,1.0010321780937175e+19,1.0010321780937175e+19,1.0,True,"-1,2147483647",20,,,,
Ma_xp_A1900_s086mz_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s086mz_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s086mz,90000,0.002,983549,9.99404337728031e+18,0.0,4.28682100891e+18,0.428576939971,3.16332627859e+18,0.316255027627,0.0,146.0,6.83912744471e+18,0.683744972373,3.111018850384888e+18,1.00024537233e+19,3.16332627859e+18,0.316255027627,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086mz_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s086mz_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s086mz_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s086mz_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,86.0,mz,True,65,12,0,0,PartType0,3162277,146,146,True,kg,9.99404337728031e+18,3.111019688903262e+18,1.0,True,"-1,2147483647",20,0.0,0.0,9.994043162004857e+18,1.0
Ma_xp_A1900_s086x_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s086x_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s086x,90000,0.002,280253,9.747252431087106e+18,0.0,5.21910278336e+18,0.521782247412,4.16176016974e+18,0.416073923948,0.0,750.0,5.840693553559999e+18,0.583926076052,8.864554443819674e+17,1.00024537233e+19,4.16176016974e+18,0.416073923948,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086x_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Ma_xp_A1900_s086x_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s086x_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s086x_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,1900,,86.0,x,True,65,12,0,0,PartType0,3162277,750,750,True,kg,9.747252431087106e+18,8.86455381226332e+17,1.0,True,"-1,2147483647",20,0.0,0.0,9.74725217978432e+18,1.0
