fof_file,physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,n_fragments,total_fragment_mass_kg,bound_fragment_count,bound_mass_kg,bound_mass_fraction,largest_bound_fragment_mass_kg,unbound_fragment_count,unbound_mass_kg,unbound_mass_fraction,largest_unbound_fragment_mass_kg
Ma_xp_A2000_n65_r12_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v06_90000.hdf5,A2000,n65,r12,v06,,90000,0.004,294,9.98761445252154e+19,43,7.387442639907464e+18,0.0739660373858582,1.8590552223201265e+18,251,9.248870188530791e+19,0.9260339626141416,8.296916970829479e+18
Ma_xp_A2000_n65_r12_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v08_90000.hdf5,A2000,n65,r12,v08,,90000,0.004,314,9.9879334467943e+19,4,8.907682593562328e+17,0.0089184440815645,8.008304586062333e+17,310,9.898856620858678e+19,0.9910815559184356,8.636382616158863e+18
Ma_xp_A2000_n65_r12_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v10_90000.hdf5,A2000,n65,r12,v10,,90000,0.004,274,9.989258976366952e+19,0,0.0,0.0,0.0,274,9.989258976366952e+19,1.0,1.06859672290339e+19
Ma_xp_A2000_n65_r12_v12_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v12_90000.hdf5,A2000,n65,r12,v12,,90000,0.004,225,9.989934129274384e+19,0,0.0,0.0,0.0,225,9.989934129274384e+19,1.0,1.0940264502431164e+19
Ma_xp_A2000_n65_r12_v14_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v14_90000.hdf5,A2000,n65,r12,v14,,90000,0.004,211,9.98869531656673e+19,0,0.0,0.0,0.0,211,9.98869531656673e+19,1.0,2.3438614685712937e+19
Ma_xp_A2000_n65_r12_v16_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v16_90000.hdf5,A2000,n65,r12,v16,,90000,0.004,165,9.990875626883205e+19,0,0.0,0.0,0.0,165,9.990875626883205e+19,1.0,2.1712855708059087e+19
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r14_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r14_v00_90000.hdf5,A2000,n65,r14,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r14_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r14_v02_90000.hdf5,A2000,n65,r14,v02,,90000,0.004,322,9.987035307592068e+19,88,1.587572519980698e+19,0.1589633430827903,1.9516564703374676e+18,234,8.39946278761137e+19,0.8410366569172097,1.101285892562483e+19
Ma_xp_A2000_n65_r14_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r14_v04_90000.hdf5,A2000,n65,r14,v04,,90000,0.004,294,9.987998484453772e+19,67,1.118833674205635e+19,0.1120178057642969,2.5810971943188884e+18,227,8.869164810248138e+19,0.8879821942357031,8.124691037641202e+18
Ma_xp_A2000_n65_r14_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r14_v06_90000.hdf5,A2000,n65,r14,v06,,90000,0.004,273,9.987633034710391e+19,29,5.422035348793983e+18,0.0542874906391792,1.545140088573045e+18,244,9.445429499830996e+19,0.9457125093608209,1.3752740935478583e+19
Ma_xp_A2000_n65_r14_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r14_v08_90000.hdf5,A2000,n65,r14,v08,,90000,0.004,239,9.988456845135117e+19,0,0.0,0.0,0.0,239,9.988456845135117e+19,1.0,1.612181533914729e+19
Ma_xp_A2000_n65_r14_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r14_v10_90000.hdf5,A2000,n65,r14,v10,,90000,0.004,216,9.989426216050056e+19,0,0.0,0.0,0.0,216,9.989426216050056e+19,1.0,2.241495279585789e+19
Ma_xp_A2000_n65_r15_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r15_v00_90000.hdf5,A2000,n65,r15,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r16_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r16_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r16_v02_90000.hdf5,A2000,n65,r16,v02,,90000,0.004,253,9.988240052900348e+19,42,1.3190381918254498e+19,0.1320591200090783,2.9722832691372964e+18,211,8.669201861074896e+19,0.8679408799909215,2.548884967522687e+19
Ma_xp_A2000_n65_r16_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r16_v04_90000.hdf5,A2000,n65,r16,v04,,90000,0.004,209,9.988320575722504e+19,23,7.171889233150896e+18,0.0718027538141177,3.1905930341119585e+18,186,9.271131652407414e+19,0.9281972461858824,2.8642588031982055e+19
Ma_xp_A2000_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,,90000,0.004,191,9.988927593926487e+19,0,0.0,0.0,0.0,191,9.988927593926487e+19,1.0,3.2079054413197554e+19
Ma_xp_A2000_n65_r16_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r16_v08_90000.hdf5,A2000,n65,r16,v08,,90000,0.004,152,9.989413827884818e+19,0,0.0,0.0,0.0,152,9.989413827884818e+19,1.0,3.876399735106134e+19
Ma_xp_A2000_n65_r16_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r16_v10_90000.hdf5,A2000,n65,r16,v10,,90000,0.004,232,9.944596682037058e+19,0,0.0,0.0,0.0,232,9.944596682037058e+19,1.0,5.663157849245583e+19
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r17_v00_90000.hdf5,A2000,n65,r17,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r18_v00_90000.hdf5,A2000,n65,r18,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r18_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r18_v02_90000.hdf5,A2000,n65,r18,v02,,90000,0.004,97,9.988116171551374e+19,0,0.0,0.0,0.0,97,9.988116171551374e+19,1.0,7.2068980794618e+19
Ma_xp_A2000_n65_r18_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r18_v04_90000.hdf5,A2000,n65,r18,v04,,90000,0.004,85,9.99283295083374e+19,0,0.0,0.0,0.0,85,9.99283295083374e+19,1.0,7.47499262911025e+19
Ma_xp_A2000_n65_r18_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r18_v06_90000.hdf5,A2000,n65,r18,v06,,90000,0.004,111,9.984882870426778e+19,0,0.0,0.0,0.0,111,9.984882870426778e+19,1.0,8.128376505202008e+19
Ma_xp_A2000_n65_r18_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r18_v08_90000.hdf5,A2000,n65,r18,v08,,90000,0.004,107,9.950716416638435e+19,0,0.0,0.0,0.0,107,9.950716416638435e+19,1.0,8.255992793688279e+19
Ma_xp_A2000_n65_r18_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r18_v10_90000.hdf5,A2000,n65,r18,v10,,90000,0.004,8,9.99000226383038e+19,0,0.0,0.0,0.0,8,9.99000226383038e+19,1.0,8.066810611914172e+19
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r20_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r20_v02_90000.hdf5,A2000,n65,r20,v02,,90000,0.004,5,9.996131289576995e+19,0,0.0,0.0,0.0,5,9.996131289576995e+19,1.0,8.786734214213947e+19
Ma_xp_A2000_n65_r20_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r20_v04_90000.hdf5,A2000,n65,r20,v04,,90000,0.004,2,9.995750354677098e+19,0,0.0,0.0,0.0,2,9.995750354677098e+19,1.0,8.941111953673616e+19
Ma_xp_A2000_n65_r20_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r20_v06_90000.hdf5,A2000,n65,r20,v06,,90000,0.004,82,9.95568715252344e+19,0,0.0,0.0,0.0,82,9.95568715252344e+19,1.0,9.01262860983352e+19
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.001,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Ma_xp_A2000_s030mz_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030mz,90000,0.004,1,9.95093669198358e+19,0,0.0,0.0,0.0,1,9.95093669198358e+19,1.0,9.95093669198358e+19
Ma_xp_A2000_s030x_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030x,90000,0.004,4145,9.454978501317504e+19,1950,1.9942548445460296e+19,0.2109211400394131,3.075960966415753e+17,2195,7.460723656771474e+19,0.789078859960587,1.3714223103666245e+18
Ma_xp_A2000_s030x_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s030x,90000,0.004,522,9.803526573456931e+19,66,6.127723324294966e+18,0.0625052962154026,3.933579791760219e+18,456,9.190754241027436e+19,0.9374947037845976,2.3073923910854517e+19
Ma_xp_A2000_s030x_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s030x,90000,0.004,432,9.811531938882948e+19,0,0.0,0.0,0.0,432,9.811531938882948e+19,1.0,2.3564284010496967e+19
Ma_xp_A2000_s030x_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s030x,90000,0.004,3,9.949083249159876e+19,0,0.0,0.0,0.0,3,9.949083249159876e+19,1.0,6.910704074870025e+19
Ma_xp_A2000_s030y_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030y,90000,0.004,820,9.734278903818165e+19,208,2.365434437133895e+19,0.2430004790807955,2.676510853802325e+18,612,7.368844466684271e+19,0.7569995209192046,6.311368420978631e+18
Ma_xp_A2000_s030y_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s030y,90000,0.004,4583,9.19492370214666e+19,1755,1.9517609551441097e+19,0.212265051714181,1.2589255282189317e+18,2828,7.24316274700255e+19,0.7877349482858188,5.537044415851135e+18
Ma_xp_A2000_s030y_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s030y,90000,0.004,3754,9.320089352688271e+19,586,7.594744298775898e+18,0.0814878914930711,1.5320016332476526e+18,3168,8.560614922810684e+19,0.918512108506929,1.1829249049381585e+19
Ma_xp_A2000_s030y_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s030y,90000,0.004,60,9.940747473520904e+19,0,0.0,0.0,0.0,60,9.940747473520904e+19,1.0,7.697977010223256e+19
Ma_xp_A2000_s030z_n65_r11_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,s030z,90000,0.004,424,9.931665915126351e+19,179,2.72080469172164e+19,0.2739524985005524,2.221425968932632e+18,245,7.210861223404713e+19,0.7260475014994475,2.442611949831137e+18
Ma_xp_A2000_s030z_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030z,90000,0.004,370,9.93912059699561e+19,128,2.7398111410691146e+19,0.2756593115388199,2.0706330794076687e+18,242,7.199309455926495e+19,0.72434068846118,3.1563292969279375e+18
Ma_xp_A2000_s030z_n65_r12_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v02_90000.hdf5,A2000,n65,r12,v02,s030z,90000,0.004,367,9.938148247186932e+19,132,2.476080922557276e+19,0.2491491232542389,1.9298154290269903e+18,235,7.462067324629656e+19,0.7508508767457609,3.170363860518836e+18
Ma_xp_A2000_s030z_n65_r12_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v04_90000.hdf5,A2000,n65,r12,v04,s030z,90000,0.004,374,9.93959890499291e+19,139,2.174369272981876e+19,0.2187582510889484,1.920438074878735e+18,235,7.765229632011035e+19,0.7812417489110516,3.686621820770594e+18
Ma_xp_A2000_s030z_n65_r12_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v06_90000.hdf5,A2000,n65,r12,v06,s030z,90000,0.004,366,9.937276593798552e+19,131,1.5881178602696751e+19,0.1598141950945347,1.5427006279134472e+18,235,8.349158733528875e+19,0.8401858049054651,2.883158789007329e+18
Ma_xp_A2000_s030z_n65_r12_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v08_90000.hdf5,A2000,n65,r12,v08,s030z,90000,0.004,319,9.941741850689526e+19,72,8.693593986216262e+18,0.0874453804653286,1.0352850720724552e+18,247,9.0723824520679e+19,0.9125546195346717,3.082097154526749e+18
Ma_xp_A2000_s030z_n65_r12_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v10_90000.hdf5,A2000,n65,r12,v10,s030z,90000,0.004,278,9.921973884660992e+19,28,2.276714597249457e+18,0.0229461861492013,3.630735307468571e+17,250,9.694302424936048e+19,0.9770538138507988,3.58985885430868e+18
Ma_xp_A2000_s030z_n65_r12_v12_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v12_90000.hdf5,A2000,n65,r12,v12,s030z,90000,0.004,275,9.944284435303363e+19,0,0.0,0.0,0.0,275,9.944284435303363e+19,1.0,3.1915101087992934e+18
Ma_xp_A2000_s030z_n65_r12_v14_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v14_90000.hdf5,A2000,n65,r12,v14,s030z,90000,0.004,257,9.943972905750184e+19,0,0.0,0.0,0.0,257,9.943972905750184e+19,1.0,3.756007947940844e+18
Ma_xp_A2000_s030z_n65_r12_v16_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r12_v16_90000.hdf5,A2000,n65,r12,v16,s030z,90000,0.004,245,9.945014484346633e+19,0,0.0,0.0,0.0,245,9.945014484346633e+19,1.0,3.598103373727549e+18
Ma_xp_A2000_s030z_n65_r13_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,s030z,90000,0.004,400,9.938050697530014e+19,134,2.6590242910529528e+19,0.2675599442971066,1.9958030520098468e+18,266,7.279026406477061e+19,0.7324400557028933,2.8210731523148554e+18
Ma_xp_A2000_s030z_n65_r14_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r14_v00_90000.hdf5,A2000,n65,r14,v00,s030z,90000,0.004,391,9.802975889874328e+19,146,2.3654501709498274e+19,0.2412991929719162,1.85161836507258e+18,245,7.437525718924498e+19,0.7587008070280835,2.927905760815082e+18
Ma_xp_A2000_s030z_n65_r15_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r15_v00_90000.hdf5,A2000,n65,r15,v00,s030z,90000,0.004,369,9.941059003089078e+19,131,2.5429842536129933e+19,0.2558061724432767,1.860114625542476e+18,238,7.398074749476082e+19,0.744193827556723,3.155825814826022e+18
Ma_xp_A2000_s030z_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s030z,90000,0.004,377,9.934932255261971e+19,156,2.5106701429591687e+19,0.2527113500577126,2.296098658173604e+18,221,7.424262112302803e+19,0.7472886499422872,3.1980868437555666e+18
Ma_xp_A2000_s030z_n65_r16_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r16_v02_90000.hdf5,A2000,n65,r16,v02,s030z,90000,0.004,366,9.93919926607542e+19,129,2.2855003599281e+19,0.229948137545546,1.59597532782283e+18,237,7.653698906147317e+19,0.7700518624544539,2.9210143495451116e+18
Ma_xp_A2000_s030z_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s030z,90000,0.004,341,9.913178681692951e+19,112,1.4313366804950086e+19,0.1443872572516334,1.1109332578858968e+18,229,8.481842001197944e+19,0.8556127427483665,3.459047910704721e+18
Ma_xp_A2000_s030z_n65_r16_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r16_v08_90000.hdf5,A2000,n65,r16,v08,s030z,90000,0.004,303,9.943157894099434e+19,62,7.387372608048296e+18,0.0742960404202389,7.315280264579997e+17,241,9.204420633294604e+19,0.925703959579761,3.208785838421274e+18
Ma_xp_A2000_s030z_n65_r16_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r16_v10_90000.hdf5,A2000,n65,r16,v10,s030z,90000,0.004,280,9.942997409177718e+19,21,1.6391174504308987e+18,0.0164851440966678,3.2732630151055526e+17,259,9.779085664134627e+19,0.983514855903332,3.794304055317803e+18
Ma_xp_A2000_s030z_n65_r17_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r17_v00_90000.hdf5,A2000,n65,r17,v00,s030z,90000,0.004,382,9.917669112691964e+19,147,2.5040273259769627e+19,0.2524814346520673,1.808381839570222e+18,235,7.413641786715e+19,0.7475185653479326,2.6670705643914066e+18
Ma_xp_A2000_s030z_n65_r18_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r18_v00_90000.hdf5,A2000,n65,r18,v00,s030z,90000,0.004,347,9.941732410398188e+19,126,2.408913263398049e+19,0.2423031684979305,1.940073876853605e+18,221,7.532819147000142e+19,0.7576968315020697,3.3457015025109606e+18
Ma_xp_A2000_s030z_n65_r19_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,s030z,90000,0.004,350,9.939671280541929e+19,129,2.3250457322707595e+19,0.2339157570353769,1.9074734107543017e+18,221,7.614625548271169e+19,0.7660842429646231,4.1770448556678047e+18
Ma_xp_A2000_s030z_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s030z,90000,0.004,354,9.930208963789768e+19,146,2.193448097881489e+19,0.2208863988542271,1.6154537916408502e+18,208,7.736760865908279e+19,0.7791136011457728,3.2094466586800384e+18
Ma_xp_A2000_s030z_n65_r20_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r20_v02_90000.hdf5,A2000,n65,r20,v02,s030z,90000,0.004,346,9.940479998665856e+19,130,2.1967301718333866e+19,0.2209883398113789,1.6936193879638904e+18,216,7.74374982683247e+19,0.7790116601886209,3.761420380536437e+18
Ma_xp_A2000_s030z_n65_r20_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r20_v04_90000.hdf5,A2000,n65,r20,v04,s030z,90000,0.004,315,9.940612162717988e+19,100,1.6647446894187278e+19,0.1674690312999344,1.6442466743443855e+18,215,8.275867473299261e+19,0.8325309687000657,4.229406994267032e+18
Ma_xp_A2000_s030z_n65_r20_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r20_v06_90000.hdf5,A2000,n65,r20,v06,s030z,90000,0.004,299,9.94252539470155e+19,72,1.0735402715289045e+19,0.1079746069445296,1.0714728481479368e+18,227,8.868985123172645e+19,0.8920253930554704,4.673446740526268e+18
Ma_xp_A2000_s030z_n65_r20_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r20_v08_90000.hdf5,A2000,n65,r20,v08,s030z,90000,0.004,272,9.944111363325985e+19,33,4.025905822212733e+18,0.0404853251851173,7.469786334606619e+17,239,9.541520781104711e+19,0.9595146748148828,3.851543676779338e+18
Ma_xp_A2000_s030z_n65_r20_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r20_v10_90000.hdf5,A2000,n65,r20,v10,s030z,90000,0.004,225,9.944190032397006e+19,0,0.0,0.0,0.0,225,9.944190032397006e+19,1.0,5.008388208831103e+18
Ma_xp_A2000_s030z_n65_r22_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,s030z,90000,0.004,307,9.941678915419764e+19,112,2.068968441708127e+19,0.2081105675721543,1.924560334588203e+18,195,7.872710473711637e+19,0.7918894324278457,6.243681545901244e+18
Ma_xp_A2000_s030z_n65_r24_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,s030z,90000,0.004,261,9.941927509710207e+19,74,1.4199139303077329e+19,0.1428207889185384,1.5916327946937723e+18,187,8.522013579402476e+19,0.8571792110814614,1.7094979547614806e+19
Ma_xp_A2000_s030z_n65_r26_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r26_v00_90000.hdf5,A2000,n65,r26,v00,s030z,90000,0.004,164,9.942226452245108e+19,6,7.247341648450499e+18,0.0728945541852342,6.693259595287863e+18,158,9.217492287400056e+19,0.9271054458147656,4.326579039982779e+19
Ma_xp_A2000_s030z_n65_r28_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r28_v00_90000.hdf5,A2000,n65,r28,v00,s030z,90000,0.004,2,9.950927252202729e+19,0,0.0,0.0,0.0,2,9.950927252202729e+19,1.0,7.97581102104505e+19
Ma_xp_A2000_s030z_n65_r30_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r30_v00_90000.hdf5,A2000,n65,r30,v00,s030z,90000,0.004,132,9.941033828511452e+19,0,0.0,0.0,0.0,132,9.941033828511452e+19,1.0,9.474771640976209e+19
Ma_xp_A2000_s036mz_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s036mz,90000,0.004,1,1.0016129079298584e+20,0,0.0,0.0,0.0,1,1.0016129079298584e+20,1.0,1.0016129079298584e+20
Ma_xp_A2000_s036x_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s036x,90000,0.004,2250,9.675258617988742e+19,830,2.1410582351396487e+19,0.2212920935424798,7.83705275996451e+17,1420,7.534200382849093e+19,0.7787079064575202,4.458058193882082e+18
Ma_xp_A2000_s036x_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s036x,90000,0.004,492,9.862853139228044e+19,120,1.267925101718916e+19,0.1285556100065944,5.158207938290663e+18,372,8.594928037509128e+19,0.8714443899934056,2.5487319451798303e+19
Ma_xp_A2000_s036x_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s036x,90000,0.004,538,9.86025905354716e+19,0,0.0,0.0,0.0,538,9.86025905354716e+19,1.0,3.2015103275343974e+19
Ma_xp_A2000_s036x_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s036x,90000,0.004,6,1.0014694255137078e+20,0,0.0,0.0,0.0,6,1.0014694255137078e+20,1.0,7.690048236742104e+19
Ma_xp_A2000_s036y_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s036y,90000,0.004,2223,9.457361755211778e+19,614,2.352252918051535e+19,0.2487218929481313,3.0653287475400904e+18,1609,7.1051088371602416e+19,0.7512781070518686,4.118799930486456e+18
Ma_xp_A2000_s036y_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s036y,90000,0.004,4671,9.060976593875205e+19,2006,1.5719430753326782e+19,0.1734849504406884,1.3774943399379878e+18,2665,7.489033518542525e+19,0.8265150495593114,9.6369808090847e+18
Ma_xp_A2000_s036y_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s036y,90000,0.004,3299,9.36062991540688e+19,566,5.423792901279525e+18,0.0579426058961307,1.5987993055196552e+18,2733,8.818250625278928e+19,0.9420573941038692,1.672450434278276e+19
Ma_xp_A2000_s036y_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s036y,90000,0.004,86,1.0000884470709684e+20,0,0.0,0.0,0.0,86,1.0000884470709684e+20,1.0,9.608540888534196e+19
Ma_xp_A2000_s036z_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s036z,90000,0.004,451,9.945154387591953e+19,218,2.59823178776775e+19,0.2612560536022877,1.5954102070056666e+18,233,7.3469225998242e+19,0.7387439463977122,2.928149442268271e+18
Ma_xp_A2000_s036z_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s036z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s036z,90000,0.004,346,1.000635137113286e+20,125,2.5419252417087058e+19,0.2540311795408124,2.1106482025855985e+18,221,7.464426129424151e+19,0.7459688204591873,3.6420139498222454e+18
