simulation_id,filename,file_path,file_size_bytes,mass_code,mass_value,special_case_code,spin_code,spin_value,spin_axis,has_explicit_spin,resolution_code,resolution_value,periapsis_code,periapsis_value,velocity_code,velocity_value,timestep,fof_linking_length,chunk_index
Ma_xp_A1900_n65_r20_v04_89000_fof_0.002_0000,Ma_xp_A1900_n65_r20_v04_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r20_v04_89000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r20,20,v04,4,89000,0.002,0
Ma_xp_A1900_n65_r20_v06_90000_fof_0.002_0000,Ma_xp_A1900_n65_r20_v06_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r20_v06_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r20,20,v06,6,90000,0.002,0
Ma_xp_A1900_n65_r22_v00_89000_fof_0.002_0000,Ma_xp_A1900_n65_r22_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r22_v00_89000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r22,22,v00,0,89000,0.002,0
Ma_xp_A1900_n65_r24_v00_89000_fof_0.002_0000,Ma_xp_A1900_n65_r24_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r24_v00_89000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r24,24,v00,0,89000,0.002,0
Ma_xp_A1900_n65_r26_v00_90000_fof_0.002_0000,Ma_xp_A1900_n65_r26_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r26_v00_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r26,26,v00,0,90000,0.002,0
Ma_xp_A1900_n70_r12_v00_90000_fof_0.001_0000,Ma_xp_A1900_n70_r12_v00_90000_fof_0.001_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n70_r12_v00_90000_fof_0.001_0000.hdf5,1098212512,A1900,1900,,,,,False,n70,70,r12,12,v00,0,90000,0.001,0
Ma_xp_A1900_n70_r16_v00_89000_fof_0.001_0000,Ma_xp_A1900_n70_r16_v00_89000_fof_0.001_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n70_r16_v00_89000_fof_0.001_0000.hdf5,1098212512,A1900,1900,,,,,False,n70,70,r16,16,v00,0,89000,0.001,0
Ma_xp_A1900_s030mz_n65_r12_v00_89000_fof_0.002_0000,Ma_xp_A1900_s030mz_n65_r12_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030mz_n65_r12_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030mz,30,mz,True,n65,65,r12,12,v00,0,89000,0.002,0
Ma_xp_A1900_s030x_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030x_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030x_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030x,30,x,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r11_v00_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r11_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r11_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r11,11,v00,0,89000,0.002,0
Ma_xp_A1900_s030z_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r12_v02_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r12_v02_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r12_v02_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r12,12,v02,2,89000,0.002,0
Ma_xp_A1900_s030z_n65_r12_v04_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r12_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r12_v04_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r12,12,v04,4,90000,0.002,0
Ma_xp_A1900_s030z_n65_r12_v06_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r12_v06_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r12_v06_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r12,12,v06,6,90000,0.002,0
Ma_xp_A1900_s030z_n65_r12_v08_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r12_v08_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r12_v08_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r12,12,v08,8,90000,0.002,0
Ma_xp_A1900_s030z_n65_r12_v10_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r12_v10_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r12_v10_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r12,12,v10,10,89000,0.002,0
Ma_xp_A1900_s030z_n65_r12_v15_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r12_v15_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r12_v15_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r12,12,v15,15,89000,0.002,0
Ma_xp_A1900_s030z_n65_r12_v20_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r12_v20_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r12_v20_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r12,12,v20,20,90000,0.002,0
Ma_xp_A1900_s030z_n65_r13_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r13_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r13_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r13,13,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r14_v00_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r14_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r14_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r14,14,v00,0,89000,0.002,0
Ma_xp_A1900_s030z_n65_r15_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r15_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r15_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r15,15,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r16_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r16_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r16,16,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r16_v02_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r16_v02_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r16_v02_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r16,16,v02,2,90000,0.002,0
Ma_xp_A1900_s030z_n65_r16_v04_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r16_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r16_v04_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r16,16,v04,4,90000,0.002,0
Ma_xp_A1900_s030z_n65_r16_v06_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r16_v06_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r16_v06_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r16,16,v06,6,89000,0.002,0
Ma_xp_A1900_s030z_n65_r17_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r17_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r17_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r17,17,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r18_v00_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r18_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r18_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r18,18,v00,0,89000,0.002,0
Ma_xp_A1900_s030z_n65_r19_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r19_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r19_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r19,19,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r20_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r20_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r20_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r20,20,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r20_v02_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r20_v02_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r20_v02_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r20,20,v02,2,90000,0.002,0
Ma_xp_A1900_s030z_n65_r20_v04_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r20_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r20_v04_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r20,20,v04,4,90000,0.002,0
Ma_xp_A1900_s030z_n65_r20_v06_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r20_v06_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r20_v06_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r20,20,v06,6,89000,0.002,0
Ma_xp_A1900_s030z_n65_r22_v00_90000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r22_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r22_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r22,22,v00,0,90000,0.002,0
Ma_xp_A1900_s030z_n65_r24_v00_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r24_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r24_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r24,24,v00,0,89000,0.002,0
Ma_xp_A1900_s030z_n65_r26_v00_89000_fof_0.002_0000,Ma_xp_A1900_s030z_n65_r26_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s030z_n65_r26_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s030z,30,z,True,n65,65,r26,26,v00,0,89000,0.002,0
Ma_xp_A1900_s035mz_n65_r12_v00_89000_fof_0.002_0000,Ma_xp_A1900_s035mz_n65_r12_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s035mz_n65_r12_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s035mz,35,mz,True,n65,65,r12,12,v00,0,89000,0.002,0
Ma_xp_A1900_s035x_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s035x_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s035x_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s035x,35,x,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s035y_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s035y_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s035y_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s035y,35,y,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s035z_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s035z_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s035z_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s035z,35,z,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s035z_n65_r16_v00_90000_fof_0.002_0000,Ma_xp_A1900_s035z_n65_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s035z_n65_r16_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s035z,35,z,True,n65,65,r16,16,v00,0,90000,0.002,0
Ma_xp_A1900_s035z_n65_r20_v00_90000_fof_0.002_0000,Ma_xp_A1900_s035z_n65_r20_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s035z_n65_r20_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s035z,35,z,True,n65,65,r20,20,v00,0,90000,0.002,0
Ma_xp_A1900_s047mz_n65_r12_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047mz_n65_r12_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047mz_n65_r12_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047mz,47,mz,True,n65,65,r12,12,v00,0,89000,0.002,0
Ma_xp_A1900_s047x_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047x_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047x_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047x,47,x,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s047y_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047y_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047y_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047y,47,y,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r11_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r11_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r11_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r11,11,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r12_v02_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v02_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v02_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r12,12,v02,2,89000,0.002,0
Ma_xp_A1900_s047z_n65_r12_v04_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v04_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r12,12,v04,4,90000,0.002,0
Ma_xp_A1900_s047z_n65_r12_v06_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v06_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v06_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r12,12,v06,6,90000,0.002,0
Ma_xp_A1900_s047z_n65_r12_v08_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v08_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v08_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r12,12,v08,8,90000,0.002,0
Ma_xp_A1900_s047z_n65_r12_v10_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v10_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v10_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r12,12,v10,10,89000,0.002,0
Ma_xp_A1900_s047z_n65_r12_v15_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v15_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v15_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r12,12,v15,15,90000,0.002,0
Ma_xp_A1900_s047z_n65_r12_v20_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r12_v20_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r12_v20_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r12,12,v20,20,90000,0.002,0
Ma_xp_A1900_s047z_n65_r13_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r13_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r13_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r13,13,v00,0,89000,0.002,0
Ma_xp_A1900_s047z_n65_r14_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r14_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r14_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r14,14,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r15_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r15_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r15_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r15,15,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r16_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r16_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r16,16,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r16_v02_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r16_v02_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r16_v02_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r16,16,v02,2,89000,0.002,0
Ma_xp_A1900_s047z_n65_r16_v04_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r16_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r16_v04_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r16,16,v04,4,90000,0.002,0
Ma_xp_A1900_s047z_n65_r16_v06_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r16_v06_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r16_v06_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r16,16,v06,6,90000,0.002,0
Ma_xp_A1900_s047z_n65_r17_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r17_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r17_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r17,17,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r18_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r18_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r18_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r18,18,v00,0,89000,0.002,0
Ma_xp_A1900_s047z_n65_r19_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r19_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r19_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r19,19,v00,0,89000,0.002,0
Ma_xp_A1900_s047z_n65_r20_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r20_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r20_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r20,20,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r20_v02_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r20_v02_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r20_v02_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r20,20,v02,2,90000,0.002,0
Ma_xp_A1900_s047z_n65_r20_v04_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r20_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r20_v04_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r20,20,v04,4,90000,0.002,0
Ma_xp_A1900_s047z_n65_r20_v06_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r20_v06_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r20_v06_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r20,20,v06,6,90000,0.002,0
Ma_xp_A1900_s047z_n65_r22_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r22_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r22_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r22,22,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r24_v00_90000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r24_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r24_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r24,24,v00,0,90000,0.002,0
Ma_xp_A1900_s047z_n65_r26_v00_89000_fof_0.002_0000,Ma_xp_A1900_s047z_n65_r26_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s047z_n65_r26_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s047z,47,z,True,n65,65,r26,26,v00,0,89000,0.002,0
