simulation_id,filename,file_path,file_size_bytes,mass_code,mass_value,special_case_code,spin_code,spin_value,spin_axis,has_explicit_spin,resolution_code,resolution_value,periapsis_code,periapsis_value,velocity_code,velocity_value,timestep,fof_linking_length,chunk_index
Ma_xp_A1900_s086mz_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s086mz_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s086mz_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s086mz,86,mz,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s086x_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s086x_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s086x_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s086x,86,x,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s086y_n65_r12_v00_89100_fof_0.002_0000,Ma_xp_A1900_s086y_n65_r12_v00_89100_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s086y_n65_r12_v00_89100_fof_0.002_0000.hdf5,462775112,A1900,1900,,s086y,86,y,True,n65,65,r12,12,v00,0,89100,0.002,0
Ma_xp_A1900_s086z_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s086z_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s086z_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s086z,86,z,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s086z_n65_r16_v00_90000_fof_0.002_0000,Ma_xp_A1900_s086z_n65_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s086z_n65_r16_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s086z,86,z,True,n65,65,r16,16,v00,0,90000,0.002,0
Ma_xp_A1900_s086z_n65_r20_v00_89000_fof_0.002_0000,Ma_xp_A1900_s086z_n65_r20_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s086z_n65_r20_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s086z,86,z,True,n65,65,r20,20,v00,0,89000,0.002,0
Ma_xp_A1900_s170mz_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s170mz_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s170mz_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s170mz,170,mz,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s170x_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s170x_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s170x_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s170x,170,x,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s170y_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s170y_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s170y_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s170y,170,y,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s170z_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_s170z_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s170z_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s170z,170,z,True,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1900_s170z_n65_r16_v00_90000_fof_0.002_0000,Ma_xp_A1900_s170z_n65_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s170z_n65_r16_v00_90000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s170z,170,z,True,n65,65,r16,16,v00,0,90000,0.002,0
Ma_xp_A1900_s170z_n65_r20_v00_89000_fof_0.002_0000,Ma_xp_A1900_s170z_n65_r20_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_s170z_n65_r20_v00_89000_fof_0.002_0000.hdf5,462775112,A1900,1900,,s170z,170,z,True,n65,65,r20,20,v00,0,89000,0.002,0
Ma_xp_A1950_n65_r12_v00_90000_fof_0.0020_0000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r12_v00_90000_fof_0.0020_0000.hdf5,462775088,A1950,1950,,,,,False,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1950_n65_r12_v00_90000_fof_0.0027_0000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.0027_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r12_v00_90000_fof_0.0027_0000.hdf5,462775088,A1950,1950,,,,,False,n65,65,r12,12,v00,0,90000,0.0027,0
Ma_xp_A1950_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775096,A1950,1950,,,,,False,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A1950_n65_r12_v00_90000_fof_0.0034_0000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.0034_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r12_v00_90000_fof_0.0034_0000.hdf5,462775088,A1950,1950,,,,,False,n65,65,r12,12,v00,0,90000,0.0034,0
Ma_xp_A1950_n65_r12_v00_90000_fof_0.003_0000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.003_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r12_v00_90000_fof_0.003_0000.hdf5,462775096,A1950,1950,,,,,False,n65,65,r12,12,v00,0,90000,0.003,0
Ma_xp_A1950_n65_r16_v00_90000_fof_0.0020_0000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r16_v00_90000_fof_0.0020_0000.hdf5,462775088,A1950,1950,,,,,False,n65,65,r16,16,v00,0,90000,0.002,0
Ma_xp_A1950_n65_r16_v00_90000_fof_0.0027_0000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.0027_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r16_v00_90000_fof_0.0027_0000.hdf5,462775088,A1950,1950,,,,,False,n65,65,r16,16,v00,0,90000,0.0027,0
Ma_xp_A1950_n65_r16_v00_90000_fof_0.002_0000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r16_v00_90000_fof_0.002_0000.hdf5,462775096,A1950,1950,,,,,False,n65,65,r16,16,v00,0,90000,0.002,0
Ma_xp_A1950_n65_r16_v00_90000_fof_0.0034_0000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.0034_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r16_v00_90000_fof_0.0034_0000.hdf5,462775088,A1950,1950,,,,,False,n65,65,r16,16,v00,0,90000,0.0034,0
Ma_xp_A1950_n65_r16_v00_90000_fof_0.003_0000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.003_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r16_v00_90000_fof_0.003_0000.hdf5,462775096,A1950,1950,,,,,False,n65,65,r16,16,v00,0,90000,0.003,0
Ma_xp_A2000_n50_r12_v00_90000_fof_0.0126_0000,Ma_xp_A2000_n50_r12_v00_90000_fof_0.0126_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n50_r12_v00_90000_fof_0.0126_0000.hdf5,50119221,A2000,2000,,,,,False,n50,50,r12,12,v00,0,90000,0.0126,0
Ma_xp_A2000_n50_r14_v00_90000_fof_0.0126_0000,Ma_xp_A2000_n50_r14_v00_90000_fof_0.0126_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n50_r14_v00_90000_fof_0.0126_0000.hdf5,50119221,A2000,2000,,,,,False,n50,50,r14,14,v00,0,90000,0.0126,0
Ma_xp_A2000_n50_r16_v00_90000_fof_0.0126_0000,Ma_xp_A2000_n50_r16_v00_90000_fof_0.0126_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n50_r16_v00_90000_fof_0.0126_0000.hdf5,50119221,A2000,2000,,,,,False,n50,50,r16,16,v00,0,90000,0.0126,0
Ma_xp_A2000_n55_r12_v00_90000_fof_0.0086_0000,Ma_xp_A2000_n55_r12_v00_90000_fof_0.0086_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n55_r12_v00_90000_fof_0.0086_0000.hdf5,71407395,A2000,2000,,,,,False,n55,55,r12,12,v00,0,90000,0.0086,0
Ma_xp_A2000_n55_r14_v00_90000_fof_0.0086_0000,Ma_xp_A2000_n55_r14_v00_90000_fof_0.0086_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n55_r14_v00_90000_fof_0.0086_0000.hdf5,71407193,A2000,2000,,,,,False,n55,55,r14,14,v00,0,90000,0.0086,0
Ma_xp_A2000_n55_r16_v00_90000_fof_0.0086_0000,Ma_xp_A2000_n55_r16_v00_90000_fof_0.0086_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n55_r16_v00_90000_fof_0.0086_0000.hdf5,71407395,A2000,2000,,,,,False,n55,55,r16,16,v00,0,90000,0.0086,0
Ma_xp_A2000_n60_r12_v00_90000_fof_0.0059_0000,Ma_xp_A2000_n60_r12_v00_90000_fof_0.0059_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n60_r12_v00_90000_fof_0.0059_0000.hdf5,140435643,A2000,2000,,,,,False,n60,60,r12,12,v00,0,90000,0.0059,0
Ma_xp_A2000_n60_r14_v00_90000_fof_0.0059_0000,Ma_xp_A2000_n60_r14_v00_90000_fof_0.0059_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n60_r14_v00_90000_fof_0.0059_0000.hdf5,140435239,A2000,2000,,,,,False,n60,60,r14,14,v00,0,90000,0.0059,0
Ma_xp_A2000_n60_r16_v00_90000_fof_0.0059_0000,Ma_xp_A2000_n60_r16_v00_90000_fof_0.0059_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n60_r16_v00_90000_fof_0.0059_0000.hdf5,140435643,A2000,2000,,,,,False,n60,60,r16,16,v00,0,90000,0.0059,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.001,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0020_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0020_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.002,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0030_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0030_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0030_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.003,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0035_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0035_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0035_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.0035,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0040_0000.hdf5,462775104,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.004,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0045_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0045_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0045_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.0045,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0050_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0050_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0050_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.005,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0060_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0060_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0060_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.006,0
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0080_0000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0080_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000_fof_0.0080_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r11,11,v00,0,90000,0.008,0
Ma_xp_A2000_n65_r12_v00_102000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v00_102000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_102000_fof_0.0040_0000.hdf5,462775096,A2000,2000,,,,,False,n65,65,r12,12,v00,0,102000,0.004,0
Ma_xp_A2000_n65_r12_v00_108000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v00_108000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_108000_fof_0.0040_0000.hdf5,462775096,A2000,2000,,,,,False,n65,65,r12,12,v00,0,108000,0.004,0
Ma_xp_A2000_n65_r12_v00_66000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v00_66000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_66000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,66000,0.004,0
Ma_xp_A2000_n65_r12_v00_72000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v00_72000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_72000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,72000,0.004,0
Ma_xp_A2000_n65_r12_v00_78000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v00_78000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_78000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,78000,0.004,0
Ma_xp_A2000_n65_r12_v00_84000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v00_84000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_84000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,84000,0.004,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.001,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0020_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0020_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.002,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0030_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0030_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0030_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.003,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0035_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0035_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0035_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.0035,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.004,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0045_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0045_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0045_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.0045,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0050_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0050_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0050_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.005,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0060_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0060_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0060_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.006,0
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0080_0000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0080_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000_fof_0.0080_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,90000,0.008,0
Ma_xp_A2000_n65_r12_v00_96000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v00_96000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_96000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v00,0,96000,0.004,0
Ma_xp_A2000_n65_r12_v02_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v02_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v02_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v02,2,90000,0.004,0
Ma_xp_A2000_n65_r12_v04_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v04_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v04_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v04,4,90000,0.004,0
Ma_xp_A2000_n65_r12_v06_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v06_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v06_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v06,6,90000,0.004,0
Ma_xp_A2000_n65_r12_v08_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v08_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v08_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v08,8,90000,0.004,0
Ma_xp_A2000_n65_r12_v10_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v10_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v10_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v10,10,90000,0.004,0
Ma_xp_A2000_n65_r12_v12_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v12_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v12_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v12,12,90000,0.004,0
Ma_xp_A2000_n65_r12_v14_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v14_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v14_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v14,14,90000,0.004,0
Ma_xp_A2000_n65_r12_v16_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r12_v16_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v16_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r12,12,v16,16,90000,0.004,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.001,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0020_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0020_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.002,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0030_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0030_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0030_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.003,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0035_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0035_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0035_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.0035,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.004,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0045_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0045_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0045_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.0045,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0050_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0050_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0050_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.005,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0060_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0060_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0060_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.006,0
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0080_0000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0080_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000_fof_0.0080_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r13,13,v00,0,90000,0.008,0
Ma_xp_A2000_n65_r14_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r14_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r14_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r14,14,v00,0,90000,0.001,0
