task,dataset,feature_set,target,model,rows,unique_physical_files,train_accuracy,test_accuracy,accuracy_gap,train_balanced_accuracy,test_balanced_accuracy,balanced_accuracy_gap,train_f1,test_f1,f1_gap,train_roc_auc,test_roc_auc,roc_auc_gap,train_mae,test_mae,mae_gap,train_rmse,test_rmse,rmse_gap,train_r2,test_r2,r2_gap
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,407,279,,,,,,,,,,,,,72.45640266920124,95.44444907984364,22.988046410642397,197.85980707687406,242.3574169647845,44.49760988791044,0.44340727377733713,0.16490670977173916,0.278500564005598
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,407,279,,,,,,,,,,,,,112.59902455807926,116.38408374434147,3.7850591862622025,233.28357741096497,243.27566326517504,9.992085854210075,0.22626775347216588,0.15856670166176356,0.06770105181040231
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,dummy_mean,407,279,,,,,,,,,,,,,121.8034398034398,124.51415291390751,2.710713110467708,265.2093420036238,267.690050357929,2.480708354305193,0.0,-0.018795041898805875,0.018795041898805875
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,225,160,,,,,,,,,,,,,50.019370545873876,92.67071832180166,42.65134777592778,140.0724481349915,239.23311944795472,99.16067131296322,0.827077393685571,0.49558389902482225,0.33149349466074873
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,225,160,,,,,,,,,,,,,45.07627217547618,94.89526803999296,49.81899586451678,120.02032156396518,244.6545537900165,124.63423222605132,0.8730432178130756,0.4724629798415865,0.4005802379714891
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,ridge,225,160,,,,,,,,,,,,,163.31536321943707,173.6049346907089,10.289571471271813,274.8596440985337,296.6644370825882,21.80479298405453,0.3341624341050152,0.22432943660449167,0.10983299750052355
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,225,160,,,,,,,,,,,,,182.97619753086423,183.92370370370375,0.9475061728395247,336.84246188447656,338.2024649288509,1.3600030443743094,0.0,-0.008091310971516608,0.008091310971516608
regression,positive_bound_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,225,160,,,,,,,,,,,,,109.97849735814192,145.65675189652015,35.678254538378226,250.6298271408023,320.32575327401054,69.69592613320825,0.4463799075797329,0.09566352757339702,0.35071638000633587
regression,positive_bound_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,225,160,,,,,,,,,,,,,102.28220442621715,146.16088729899548,43.87868287277833,240.32611883341337,321.49015177440765,81.16403294099428,0.4909642549751859,0.089076970686777,0.4018872842884089
regression,positive_bound_runs,without_fof_linking_length,bound_fragment_count,ridge,225,160,,,,,,,,,,,,,152.5202649175342,163.13862763570026,10.618362718166054,290.31277375828995,309.9602757019545,19.647501943664565,0.25718848972392483,0.15324374907690175,0.10394474064702308
regression,positive_bound_runs,without_fof_linking_length,bound_fragment_count,dummy_mean,225,160,,,,,,,,,,,,,182.97619753086423,183.92370370370375,0.9475061728395247,336.84246188447656,338.2024649288509,1.3600030443743094,0.0,-0.008091310971516608,0.008091310971516608
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,407,279,,,,,,,,,,,,,0.007500461568290976,0.018393835746728145,0.010893374178437169,0.013417978481142205,0.02984416839918514,0.016426189918042934,0.9792050930859756,0.8971269153614542,0.08207817772452142
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,407,279,,,,,,,,,,,,,0.014014702179025413,0.022750379689608313,0.0087356775105829,0.02014468922667968,0.031689090840589476,0.011544401613909797,0.9531290298993127,0.8840148582812355,0.0691141716180772
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,407,279,,,,,,,,,,,,,0.04246158967542434,0.04350587349449202,0.0010442838190676748,0.05168210987550119,0.05324873063744105,0.001566620761939863,0.6914942459680833,0.6725075311196393,0.018986714848443942
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,407,279,,,,,,,,,,,,,0.08429764513533226,0.08547816585918852,0.001180520723856257,0.0930483338058637,0.09426536057663217,0.001217026770768459,0.0,-0.026330097028252064,0.026330097028252064
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,407,279,,,,,,,,,,,,,0.011849131204346205,0.020770964126030838,0.008921832921684632,0.02582453838867544,0.036917866493093025,0.011093328104417585,0.9229721221358604,0.8425814207672061,0.08039070136865434
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,407,279,,,,,,,,,,,,,0.016390496139776882,0.024421184872556245,0.008030688732779363,0.02861021870628302,0.03747515929655198,0.008864940590268957,0.9054579197658048,0.8377929321812201,0.06766498758458472
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,407,279,,,,,,,,,,,,,0.04287268176030985,0.04386249051257463,0.00098980875226478,0.05227996704644769,0.053729914290103764,0.0014499472436560745,0.684315390853629,0.6665619986449092,0.017753392208719854
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,407,279,,,,,,,,,,,,,0.08429764513533226,0.08547816585918852,0.001180520723856257,0.0930483338058637,0.09426536057663217,0.001217026770768459,0.0,-0.026330097028252064,0.026330097028252064
regression,positive_bound_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,225,160,,,,,,,,,,,,,0.009200223121986813,0.019336320339722886,0.010136097217736072,0.012088652950697904,0.02802036768632949,0.015931714735631586,0.9775375411045167,0.8793161557726992,0.09822138533181757
