task,dataset,feature_set,target,model,group_column,group_value,count,mean_residual,mean_absolute_error,underprediction_rate
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.2,20,1.2213391135579612,29.938781993442586,0.55
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.4,21,5.564198842714376,19.45469818607823,0.5714285714285714
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.6,35,4.3873462327126695,51.48911358521125,0.6857142857142857
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.8,14,-6.958492932726437,20.765396307474564,0.35714285714285715
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,1.0,13,-15.416583229686498,20.87239276806445,0.23076923076923078
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,1.2,3,-18.068035659699024,18.068035659699024,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,1.4,3,-21.085463246904833,21.085463246904833,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,1.5,1,43.06552977003838,43.06552977003838,1.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,1.6,3,-23.5766080487118,23.5766080487118,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,2.0,2,14.165371552267931,14.165371552267931,1.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.0,292,-1.60160445985194,110.75930405153153,0.17465753424657535
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.2,20,-1.8688733815854555,15.012136903711479,0.25
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.4,21,-4.140640892899366,12.896713629686387,0.3333333333333333
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.6,35,-29.567759613931464,42.37875466596937,0.2571428571428571
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.8,14,-10.111841864348682,14.187904789518752,0.21428571428571427
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,1.0,13,-12.135311861215714,14.718143363047215,0.15384615384615385
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,1.2,3,-5.254064814814815,5.254064814814815,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,1.4,3,-4.348443121693121,4.348443121693121,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,1.5,1,-1.6558333333333328,1.6558333333333328,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,1.6,3,-2.8552795414462087,2.8552795414462087,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,2.0,2,-6.972359788359792,6.972359788359792,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.0,292,3.7361526194622847,138.09006864665386,0.3321917808219178
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.2,20,-21.369445765053953,50.36930807119673,0.35
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.4,21,-3.8503834525612937,46.91344277630436,0.47619047619047616
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.6,35,-6.111238903386119,89.27662396557533,0.5142857142857142
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.8,14,-23.63418779656326,37.4836907345163,0.35714285714285715
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,1.0,13,-2.655376413244802,45.001578080425354,0.38461538461538464
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,1.2,3,-61.908013044761844,61.908013044761844,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,1.4,3,-38.95776939219292,38.95776939219292,0.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,1.5,1,113.86271518970885,113.86271518970885,1.0
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,1.6,3,1.0502476893576613,21.00906838191533,0.6666666666666666
regression,all_successful_runs,without_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,2.0,2,169.74614381375358,169.74614381375358,1.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,0.0,292,0.012093047808635305,0.09107668991942704,0.4589041095890411
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,0.2,20,0.028031189898639806,0.09427232294956661,0.55
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,0.4,21,-0.0048519059846304806,0.07348161756372765,0.42857142857142855
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,0.6,35,-0.03674497972406298,0.05892113268606905,0.22857142857142856
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,0.8,14,-0.05382128746582422,0.054829631873177076,0.07142857142857142
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,1.0,13,-0.07644093009345165,0.07644093009345165,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,1.2,3,-0.07294725759811999,0.07294725759811999,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,1.4,3,-0.07934445429107828,0.07934445429107828,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,1.5,1,-0.08149206051339392,0.08149206051339392,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,1.6,3,-0.08428287367812186,0.08428287367812186,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,2.0,2,-0.07592861086014666,0.07592861086014666,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,0.0,292,-0.000971156496851516,0.02731534887260873,0.5513698630136986
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,0.2,20,0.003047569127896654,0.013823468355200551,0.4
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,0.4,21,-0.0028614026711420272,0.016726471135236485,0.47619047619047616
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,0.6,35,-0.0011773702657933993,0.0198572009181682,0.42857142857142855
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,0.8,14,-0.006613555071300316,0.020627025005172096,0.35714285714285715
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,1.0,13,-0.006460956866414569,0.017878367719121616,0.3076923076923077
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,1.2,3,-0.008966666101406503,0.010143318930012484,0.3333333333333333
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,1.4,3,-0.009325305272770226,0.009325305272770226,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,1.5,1,0.010793863913736502,0.010793863913736502,1.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,1.6,3,-0.009364304107682235,0.010168176852095498,0.3333333333333333
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,v_inf_kms,2.0,2,0.009855840874707726,0.009855840874707726,1.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,0.0,292,-0.0017602636142625408,0.02301139126306703,0.4041095890410959
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,0.2,20,0.006699365708538038,0.010412502063046291,0.45
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,0.4,21,-0.009097295881553242,0.014111893683378491,0.19047619047619047
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,0.6,35,0.002175926236393603,0.0192954948178607,0.37142857142857144
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,0.8,14,-0.017842297682250992,0.021964503175968073,0.14285714285714285
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,1.0,13,-0.014040228524206423,0.015572937971602533,0.15384615384615385
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,1.2,3,-0.004852602786829002,0.004852602786829002,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,1.4,3,-0.003765667098025182,0.003765667098025182,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,1.5,1,-0.0007203339871915369,0.0007203339871915369,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,1.6,3,-0.002852574072414973,0.002852574072414973,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,random_forest_regressor,v_inf_kms,2.0,2,-0.004714959644298368,0.004714959644298368,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,0.0,292,-0.0017100340863132018,0.046089533239376056,0.5273972602739726
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,0.2,20,0.02719279769921893,0.041675320358138125,0.75
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,0.4,21,0.016969409315474575,0.03916623169085146,0.6666666666666666
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,0.6,35,0.005268810565027625,0.028584238069867287,0.4
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,0.8,14,-0.022344088913631665,0.03267220924262488,0.21428571428571427
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,1.0,13,-0.01996866949244249,0.0416780275232822,0.3076923076923077
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,1.2,3,-0.06591071113768321,0.06591071113768321,0.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,1.4,3,-0.042698717980754884,0.04625489576244061,0.3333333333333333
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,1.5,1,0.05398934141699864,0.05398934141699864,1.0
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,1.6,3,-0.013183050229835694,0.03526852250702638,0.3333333333333333
regression,all_successful_runs,without_fof_linking_length,bound_mass_fraction,ridge,v_inf_kms,2.0,2,0.12096365538310214,0.12096365538310214,1.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.0,292,3.4581677313773536e+17,2.1328866847343414e+18,0.4178082191780822
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.2,20,-3.735908451882122e+17,1.0766718314036562e+18,0.45
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.4,21,-4.4509317653434586e+17,1.1153359265731625e+18,0.47619047619047616
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.6,35,-8.147883344375228e+17,9.594011868275162e+17,0.22857142857142856
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.8,14,-1.1874434508898703e+18,1.1874434508898703e+18,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,1.0,13,-1.5412660425117394e+18,1.5412660425117394e+18,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,1.2,3,-1.3764094439715533e+18,1.3764094439715533e+18,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,1.4,3,-1.501987896958767e+18,1.501987896958767e+18,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,1.5,1,-1.7375850295215885e+18,1.7375850295215885e+18,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,1.6,3,-1.697173762042622e+18,1.697173762042622e+18,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,dummy_mean,v_inf_kms,2.0,2,-1.5156761167919237e+18,1.5156761167919237e+18,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.0,292,-5.842623156025012e+16,9.871972866710266e+17,0.410958904109589
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.2,20,6.270696987230315e+16,3.205890855964e+17,0.4
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.4,21,4.2829026696176776e+16,3.366440315722038e+17,0.3333333333333333
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.6,35,-8.697970215704549e+16,6.629149783255745e+17,0.5714285714285714
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.8,14,-2.481081701977651e+16,2.7284073238132854e+17,0.6428571428571429
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,1.0,13,-9.955864632001733e+16,3.24327952333408e+17,0.38461538461538464
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,1.2,3,-1.8332976268029363e+17,1.8332976268029363e+17,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,1.4,3,-2.466398033731677e+17,2.466398033731677e+17,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,1.5,1,1.3093205349568654e+17,1.3093205349568654e+17,1.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,1.6,3,-2.102682495768032e+17,2.102682495768032e+17,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,2.0,2,1.2287754982772947e+17,1.2287754982772947e+17,1.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.0,292,1.4106053072873494e+17,8.131527175817165e+17,0.3698630136986301
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.2,20,1.0664674154993684e+16,1.6403619838117933e+17,0.35
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.4,21,4.479405281865082e+16,1.2643001202329883e+17,0.3333333333333333
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.6,35,4.3753352306295384e+16,4.0863525696121926e+17,0.3142857142857143
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.8,14,-1.7684444054645587e+17,2.2794412473078627e+17,0.21428571428571427
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,1.0,13,-1.4288223699510784e+17,2.3610149681483635e+17,0.23076923076923078
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,1.2,3,-4.8329210121990376e+16,4.8329210121990376e+16,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,1.4,3,-5.313756492445865e+16,5.313756492445865e+16,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,1.5,1,-1413460716051965.5,1413460716051965.5,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,1.6,3,-3.589101399101008e+16,3.589101399101008e+16,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,2.0,2,-1.0186073906533598e+16,1.0186073906533598e+16,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,0.0,292,1.048030826813802e+17,2.0613501971630372e+18,0.386986301369863
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,0.2,20,-1.7487752984513533e+17,9.858776166501669e+17,0.45
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,0.4,21,3.123368117111676e+17,9.682164942087443e+17,0.5238095238095238
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,0.6,35,7.575170272499955e+16,8.429349202973556e+17,0.4857142857142857
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,0.8,14,-4.184686575709808e+17,9.891288958422848e+17,0.35714285714285715
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,1.0,13,-6.50951652637047e+17,9.197620029167007e+17,0.23076923076923078
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,1.2,3,-1.2901932439001277e+18,1.2901932439001277e+18,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,1.4,3,-9.122134983062921e+17,9.122134983062921e+17,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,1.5,1,2.8438880359285345e+18,2.8438880359285345e+18,1.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,1.6,3,-5.906580688768918e+17,5.906580688768918e+17,0.0
regression,all_successful_runs,without_fof_linking_length,largest_bound_fragment_mass_kg,ridge,v_inf_kms,2.0,2,3.875648999897134e+18,3.875648999897134e+18,1.0
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.0,169,1.7713599087581706e+16,1.455783697055186e+17,0.33136094674556216
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.2,14,-5.3536100852570696e+16,7.142123616193166e+16,0.14285714285714285
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.4,13,-5.042126451029966e+16,6.878323158027388e+16,0.23076923076923078
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.6,18,-4.343589728332221e+16,8.70241502033108e+16,0.2777777777777778
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,v_inf_kms,0.8,7,-3.909638311536732e+16,6.032656049727532e+16,0.2857142857142857
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,v_inf_kms,1.0,4,-1.3327389058101347e+17,1.3327389058101347e+17,0.0
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.0,169,-1422031794513876.0,9.134841650445173e+16,0.44970414201183434
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.2,14,-414904637793548.56,3.0611515342363904e+16,0.42857142857142855
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.4,13,4567280368651828.0,2.140188599157467e+16,0.3076923076923077
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.6,18,-2036438465283712.0,7.0807113926127544e+16,0.3333333333333333
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,0.8,7,-1.3906862170550492e+16,2.242070863266817e+16,0.2857142857142857
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,v_inf_kms,1.0,4,-2.015611155531365e+16,4.045636473586884e+16,0.25
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.0,169,1.949391227546808e+16,7.47746334416022e+16,0.47337278106508873
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.2,14,-7749015093904759.0,2.472659140173043e+16,0.35714285714285715
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.4,13,2113715970643725.0,1.844299329925372e+16,0.3076923076923077
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.6,18,-8302205888802654.0,7.103729627185803e+16,0.4444444444444444
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,0.8,7,1497184453704548.5,1.0866469875316416e+16,0.2857142857142857
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,v_inf_kms,1.0,4,-4.242128688216147e+16,4.242128688216147e+16,0.0
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,v_inf_kms,0.0,169,1546891432331153.5,1.1579637683014376e+17,0.40828402366863903
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,v_inf_kms,0.2,14,-1.7735400393511716e+16,5.470705397546313e+16,0.35714285714285715
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,v_inf_kms,0.4,13,1.6520864458389138e+16,6.2832398559502296e+16,0.5384615384615384
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,v_inf_kms,0.6,18,-1.1993268764047736e+16,6.7283109071771704e+16,0.3888888888888889
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,v_inf_kms,0.8,7,1.8854379157402084e+16,5.917280193564237e+16,0.5714285714285714
regression,positive_bound_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,v_inf_kms,1.0,4,-3.324617065841606e+16,5.783671015959171e+16,0.5
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,v_inf_kms,0.0,169,31.735502958579872,203.62123602892834,0.1952662721893491
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,v_inf_kms,0.2,14,-87.00515873015873,87.00515873015873,0.0
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,v_inf_kms,0.4,13,-109.19487179487182,109.19487179487182,0.0
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,v_inf_kms,0.6,18,-60.191975308641986,149.50000000000003,0.1111111111111111
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,v_inf_kms,0.8,7,-140.0404761904762,140.0404761904762,0.0
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,v_inf_kms,1.0,4,-165.48888888888888,165.48888888888888,0.0
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.0,169,3.125219846968228,114.30012023006545,0.4378698224852071
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.2,14,1.7568284785893635,24.376699243896173,0.6428571428571429
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.4,13,-4.495853143820795,20.45587841531206,0.38461538461538464
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.6,18,-28.480102814753902,63.996270244166695,0.5
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,0.8,7,-8.081678013435361,20.117069565488215,0.2857142857142857
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,v_inf_kms,1.0,4,-33.69060748758375,33.69060748758375,0.0
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.0,169,9.263114331318477,107.82356071815538,0.47928994082840237
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.2,14,0.6628911181411193,17.89554898276326,0.42857142857142855
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.4,13,-9.903316087758402,17.74478889273121,0.3076923076923077
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.6,18,-70.5498725749559,105.70992487039712,0.2777777777777778
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,0.8,7,-7.046764859479142,18.100734006733997,0.5714285714285714
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,v_inf_kms,1.0,4,-29.506533489658487,29.506533489658487,0.0
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.0,169,5.060784190350813,205.01088407320165,0.3431952662721893
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.2,14,-27.040577464405747,86.22932775014097,0.35714285714285715
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.4,13,7.204068648605551,73.46533283645493,0.6153846153846154
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.6,18,35.926590532223045,99.70813955538222,0.6111111111111112
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,0.8,7,9.248591478643732,47.152660371825355,0.5714285714285714
regression,positive_bound_runs,with_fof_linking_length,bound_fragment_count,ridge,v_inf_kms,1.0,4,14.781074101353283,31.79896176571738,0.75
regression,positive_bound_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,0.0,169,0.014315475862369044,0.06922540115106685,0.6686390532544378
regression,positive_bound_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,v_inf_kms,0.2,14,0.010605168452150182,0.06623633487549467,0.7142857142857143
