task,dataset,feature_set,target,model,group_column,group_value,count,mean_residual,mean_absolute_error,underprediction_rate
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.1,11,-4.9367996673009464e+16,4.9367996673009464e+16,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.2,74,-4.440593746042246e+16,1.1436052613048547e+17,0.25675675675675674
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.3,11,-3.563292500726003e+16,3.638943243159553e+16,0.09090909090909091
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.4,18,4.511964123195517e+16,1.1848268689636624e+17,0.16666666666666666
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.5,12,-3.6782028124830376e+16,5.933805968950477e+16,0.5833333333333334
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.6,66,3.605673192478494e+16,1.8567019447857376e+17,0.4090909090909091
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.7,12,6.2399281371857384e+16,1.615939792622121e+17,0.5833333333333334
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.8,3,1.7475754856727984e+17,1.8770878875355338e+17,0.3333333333333333
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,1.9,3,-7.678699270647938e+16,7.678699270647938e+16,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,2.0,12,-4.594320650273123e+16,6.2344419211171576e+16,0.16666666666666666
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,2.2,1,-2862985066522656.0,2862985066522656.0,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,2.4,1,-2.4012943841850016e+16,2.4012943841850016e+16,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,dummy_mean,periapsis_Rm,2.6,1,1.0060273617376477e+18,1.0060273617376477e+18,1.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.1,11,-5424683303040810.0,8274348885446012.0,0.18181818181818182
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.2,74,259524199565766.06,5.616806785570143e+16,0.527027027027027
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.3,11,-4957009372024860.0,1.7036671967897656e+16,0.18181818181818182
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.4,18,-1.4929698532139176e+16,2.883960670706092e+16,0.6111111111111112
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.5,12,1.4762390944635608e+16,1.7643346215581976e+16,0.75
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.6,66,1.754084128967249e+16,1.2133411674986106e+17,0.36363636363636365
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.7,12,-1.4190660834239918e+17,1.4371201419277586e+17,0.08333333333333333
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.8,3,1.4469549434329674e+17,1.5209120723234173e+17,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,1.9,3,-1.373733306403808e+16,1.373733306403808e+16,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,2.0,12,-7934099043896701.0,2.700327865061475e+16,0.25
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,2.2,1,1906253422070208.0,1906253422070208.0,1.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,2.4,1,-9.927210010372531e+17,9.927210010372531e+17,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,gradient_boosting_regressor,periapsis_Rm,2.6,1,1.0235271709956114e+18,1.0235271709956114e+18,1.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.1,11,-3168585635729657.5,1.1998767737056542e+16,0.45454545454545453
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.2,74,-1.0995168735107546e+16,4.078153307351518e+16,0.40540540540540543
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.3,11,4018715376392300.5,7897146485258304.0,0.7272727272727273
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.4,18,-4.179325888247346e+16,5.045773659098992e+16,0.3333333333333333
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.5,12,1.4070834997168418e+16,1.5053996726314358e+16,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.6,66,4.5946529171091096e+16,1.1114874969637118e+17,0.42424242424242425
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.7,12,4.719296545530477e+16,6.109628283217196e+16,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.8,3,1.1844062352570466e+17,1.3104903168249434e+17,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,1.9,3,-1.5268982576324114e+16,1.5268982576324114e+16,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,2.0,12,-1.7528060556150618e+16,3.7488445709165816e+16,0.25
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,2.2,1,-1.2574086445235178e+17,1.2574086445235178e+17,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,2.4,1,-3.08923297785948e+17,3.08923297785948e+17,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,random_forest_regressor,periapsis_Rm,2.6,1,1.029237862984113e+18,1.029237862984113e+18,1.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.1,11,-2.442229895330101e+16,6.238622115680906e+16,0.45454545454545453
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.2,74,2.6193112478561348e+16,9.171831224249696e+16,0.6351351351351351
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.3,11,-2.347343575886312e+16,5.054970967672153e+16,0.45454545454545453
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.4,18,-8.70053551795769e+16,9.540975622985533e+16,0.16666666666666666
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.5,12,-4.6174233357953976e+16,5.8463030345232856e+16,0.25
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.6,66,1.1124788490910228e+16,1.2921231628796546e+17,0.30303030303030304
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.7,12,1.7893085270113258e+16,8.544215709589325e+16,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.8,3,1.1764592645750382e+17,1.806364601484781e+17,0.3333333333333333
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,1.9,3,-8.045032039234336e+16,8.045032039234336e+16,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,2.0,12,-7.641046410854077e+16,8.430904867986952e+16,0.08333333333333333
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,2.2,1,-1.0457585620706998e+17,1.0457585620706998e+17,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,2.4,1,-2.134926306579796e+17,2.134926306579796e+17,0.0
regression,all_successful_runs,with_fof_linking_length,average_bound_fragment_mass_kg,ridge,periapsis_Rm,2.6,1,8.94221544507871e+17,8.94221544507871e+17,1.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.1,12,142.94714802579833,165.98638666037436,0.8333333333333334
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.2,116,27.792877089062827,144.03788888708075,0.27586206896551724
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.3,13,111.40646168366789,144.54354666569859,0.7692307692307693
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.4,24,24.96268208274343,103.97616013843007,0.5
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.5,14,41.37587810962043,128.13836715431808,0.21428571428571427
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.6,101,24.52764922740504,144.16299151009954,0.25742574257425743
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.7,14,-24.200480010786773,78.14329670329671,0.21428571428571427
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.8,20,-79.81256252949504,83.16164228409627,0.1
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,1.9,13,-84.78633608015392,94.86444258902965,0.15384615384615385
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,2.0,47,-81.5571202795377,86.40811984778044,0.0851063829787234
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,2.2,14,-93.95628665812715,98.27760533944583,0.07142857142857142
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,2.4,12,-96.20455875412932,96.20455875412932,0.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,2.6,3,-89.17228252320278,89.17228252320278,0.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,2.8,2,-105.6963190184049,105.6963190184049,0.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,dummy_mean,periapsis_Rm,3.0,2,-93.61310051911279,93.61310051911279,0.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.1,12,2.703747232496435,127.19138988866064,0.08333333333333333
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.2,116,-2.3242128534074644,108.25053895319955,0.35344827586206895
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.3,13,25.886520411531087,74.41238919939431,0.46153846153846156
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.4,24,-2.321102738544937,54.214954107313815,0.08333333333333333
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.5,14,-6.317553002464443,42.330694265190075,0.14285714285714285
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.6,101,0.8354711814965845,95.44216458817229,0.37623762376237624
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.7,14,-58.641868973008414,78.3879679086509,0.2857142857142857
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.8,20,-4.839502475365684,47.759744965483165,0.55
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,1.9,13,-19.66449745874449,62.87582640144079,0.9230769230769231
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,2.0,47,-10.791274195602854,67.02854120446338,0.723404255319149
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,2.2,14,-4.981735465265933,49.726361008807594,0.8571428571428571
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,2.4,12,-26.441992491469463,57.917861148169266,0.8333333333333334
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,2.6,3,1.071669508302146,51.275285677007304,0.3333333333333333
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,2.8,2,-41.83506117476073,41.83506117476073,0.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,gradient_boosting_regressor,periapsis_Rm,3.0,2,-34.483471100172586,36.497932019951854,0.5
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.1,12,-6.349772206188846,81.64642712842713,0.25
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.2,116,5.325400862706903,91.07317375297116,0.3793103448275862
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.3,13,29.891394670144642,72.32579190254185,0.7692307692307693
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.4,24,2.792340302829897,31.2724685395623,0.4583333333333333
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.5,14,-15.533235544217733,34.521136526832876,0.14285714285714285
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.6,101,7.731538963603308,83.55270354013423,0.26732673267326734
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.7,14,-19.895038737717307,27.775755479969764,0.21428571428571427
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.8,20,-12.66405603655603,16.84004201539202,0.15
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,1.9,13,-6.923403818403816,13.42436050986051,0.23076923076923078
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,2.0,47,-63.85338376418699,71.102628823698,0.1702127659574468
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,2.2,14,-2.369473544973544,9.822407218442933,0.07142857142857142
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,2.4,12,-6.010773148148147,14.519147486772487,0.08333333333333333
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,2.6,3,-14.461986772486773,14.461986772486773,0.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,2.8,2,-17.55194035594035,17.55194035594035,0.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,random_forest_regressor,periapsis_Rm,3.0,2,-18.30565476190476,18.30565476190476,0.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.1,12,-9.905941984544697,236.38688341612138,0.08333333333333333
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.2,116,-3.8333968639413984,139.34792249412598,0.31896551724137934
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.3,13,23.30842892724915,177.16998231148156,0.15384615384615385
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.4,24,-5.041172752516682,118.35974668278389,0.16666666666666666
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.5,14,-3.5125247687794747,141.27647028005393,0.14285714285714285
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.6,101,41.08787889702704,123.30831243518836,0.4752475247524752
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.7,14,-44.92070248713212,73.36573984579819,0.14285714285714285
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.8,20,-44.87199384665748,66.8945422573647,0.3
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,1.9,13,-59.381066012292344,80.91114955981541,0.3076923076923077
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,2.0,47,-39.67439051806851,95.66841399201896,0.5531914893617021
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,2.2,14,-0.7253336599291208,52.292244978993764,0.5
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,2.4,12,13.152640287504857,57.49669861191481,0.5
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,2.6,3,57.342130053369885,59.0695003011834,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,2.8,2,63.67749374241372,63.67749374241372,1.0
regression,all_successful_runs,with_fof_linking_length,bound_fragment_count,ridge,periapsis_Rm,3.0,2,96.84198873777974,96.84198873777974,1.0
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.1,12,0.11241640674016183,0.12795759505605167,0.8333333333333334
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.2,116,0.012772134129872988,0.09103268096122266,0.4396551724137931
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.3,13,0.09612056050722735,0.12108414094189847,0.7692307692307693
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.4,24,0.05226323539498571,0.09549733252668167,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.5,14,0.05853823397717197,0.09154814271876359,0.7142857142857143
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.6,101,-0.0010039493021397764,0.07564094134432453,0.4158415841584158
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.7,14,0.018734605621419733,0.0516598829943412,0.7142857142857143
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.8,20,-0.05447843985610047,0.08358109168874042,0.1
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,1.9,13,-0.0486643487135428,0.09143483345298331,0.15384615384615385
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,2.0,47,-0.04927629447309916,0.07772568065430646,0.1702127659574468
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,2.2,14,-0.06618880069072981,0.0857088457572612,0.07142857142857142
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,2.4,12,-0.0713774526452632,0.08253070603477115,0.08333333333333333
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,2.6,3,-0.053569264070981525,0.053569264070981525,0.0
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,2.8,2,-0.0809395150636263,0.0809395150636263,0.0
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,dummy_mean,periapsis_Rm,3.0,2,-0.07869666454744231,0.07869666454744231,0.0
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.1,12,0.007241980861837326,0.014779212419999797,0.8333333333333334
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.2,116,0.0037257720535318057,0.020335411297191713,0.47413793103448276
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.3,13,0.014185791398305959,0.02231291671710068,0.8461538461538461
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.4,24,0.00010649838825553248,0.02012638806051934,0.5416666666666666
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.5,14,-0.009649680406743378,0.018488737900222256,0.2857142857142857
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.6,101,-0.0036112420006211795,0.017392071222309357,0.48514851485148514
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.7,14,-0.021182360409317962,0.03306516237836364,0.21428571428571427
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.8,20,-0.009077899801411994,0.03695342804290124,0.45
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,1.9,13,-0.008029892788595276,0.031800385708569814,0.3076923076923077
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,2.0,47,-0.004510953823718767,0.02859647223707189,0.44680851063829785
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,2.2,14,0.0016645603864286274,0.022758812021308302,0.7142857142857143
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,2.4,12,0.015979762059255137,0.03316565126096804,0.75
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,2.6,3,0.009427636707597166,0.05153022015797326,0.3333333333333333
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,2.8,2,-0.013775656296875282,0.02796660641373624,0.5
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,gradient_boosting_regressor,periapsis_Rm,3.0,2,-0.02026090085418465,0.024024209542494453,0.5
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.1,12,0.01006354951382271,0.017183143883572873,0.9166666666666666
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.2,116,0.005173314228899459,0.017702252462898662,0.3706896551724138
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.3,13,0.004555588939686119,0.00926851051233324,0.8461538461538461
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.4,24,-0.00029427381239787516,0.01516457628273854,0.5416666666666666
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.5,14,-0.00732425855443441,0.015061167264469004,0.35714285714285715
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.6,101,-0.005455944935268037,0.021501599133511975,0.38613861386138615
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.7,14,-0.0058221188895042275,0.01927543433023784,0.35714285714285715
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.8,20,-0.0035155764419386158,0.018694119235472213,0.15
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,1.9,13,0.006134723646321599,0.007873980926569378,0.23076923076923078
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,2.0,47,-0.010055479661276621,0.023241076760502875,0.1702127659574468
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,2.2,14,-0.003267850759435277,0.015121731619055206,0.07142857142857142
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,2.4,12,0.003366712861479737,0.009747853997605383,0.08333333333333333
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,2.6,3,-0.008999130337711473,0.008999130337711473,0.0
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,2.8,2,-0.04034126863185646,0.04034126863185646,0.0
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,random_forest_regressor,periapsis_Rm,3.0,2,-0.042442285474603096,0.042442285474603096,0.0
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.1,12,-0.0025375574687589698,0.039749317695097375,0.75
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.2,116,-0.008296675753451437,0.04553503764053548,0.4482758620689655
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.3,13,0.020160593648569234,0.05583094622355614,0.7692307692307693
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.4,24,0.016016069623136616,0.040169664754136386,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.5,14,0.01854233448037444,0.044644244574128134,0.7142857142857143
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.6,101,0.014573561158268801,0.039016503957060314,0.5643564356435643
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.7,14,0.000706169704932145,0.0275727566437655,0.42857142857142855
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.8,20,-0.024962394419919046,0.062381813341055095,0.35
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,1.9,13,-0.03167924106982541,0.06005686410779595,0.23076923076923078
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,2.0,47,-0.012044359596287468,0.04784195732476294,0.3404255319148936
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,2.2,14,-0.01553609016008818,0.03314344858080018,0.2857142857142857
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,2.4,12,0.007537322086690408,0.0257099552551576,0.6666666666666666
regression,all_successful_runs,with_fof_linking_length,bound_mass_fraction,ridge,periapsis_Rm,2.6,3,0.044122925650250916,0.06689843524456542,0.6666666666666666
