dataset,feature_set,target,model,importance_type,rank,feature,importance
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,12,num__mass_log10_kg,0.0
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,1,spin_axis,289.26660163115747
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,2,periapsis_Rm,134.12737635104546
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,3,spin_period_hr,88.17265541974359
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,4,v_inf_kms,19.753626502419156
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,5,has_explicit_spin,0.4493278432079393
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,6,timestep,-2.5579538487363607e-14
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,7,particle_log10,-2.842170943040401e-14
clean_subset,without_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,8,mass_log10_kg,-3.126388037344441e-14
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,1,cat__spin_axis_y,625.1306760276192
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,2,cat__spin_axis_mz,407.0216724352705
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,3,cat__spin_axis_z,360.4859481658403
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,4,num__spin_period_hr,235.25056580228554
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,5,cat__spin_axis_x,212.7195806425582
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,6,num__has_explicit_spin,172.06672203055317
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,7,num__periapsis_Rm,170.56659712318893
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,8,cat__spin_axis_none,70.34263606909425
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,9,num__v_inf_kms,37.123505528073885
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,10,num__timestep,0.0
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,11,num__particle_log10,0.0
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,12,num__mass_log10_kg,0.0
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,1,spin_axis,168.71746799924463
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,2,has_explicit_spin,90.33733979799715
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,3,periapsis_Rm,69.4854606939402
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,4,spin_period_hr,39.04868640219289
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,5,v_inf_kms,27.491584691140588
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,6,timestep,0.0
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,7,particle_log10,0.0
clean_subset,without_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,8,mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,1,num__periapsis_Rm,0.3951060996014505
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,2,cat__spin_axis_mz,0.25962834874993496
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,3,cat__spin_axis_z,0.20924514835484279
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,4,num__spin_period_hr,0.12075580316740946
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,5,num__v_inf_kms,0.004810620870606067
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,6,cat__spin_axis_y,0.004282969076028197
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,7,cat__spin_axis_none,0.00395743764027703
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,8,num__has_explicit_spin,0.0015202473777299092
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,9,cat__spin_axis_x,0.0006933251617210498
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,10,num__timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,11,num__particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,12,num__mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,1,periapsis_Rm,2.7033214367990915e+19
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,2,spin_axis,8.465145172674722e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,3,spin_period_hr,3.948308115395464e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,4,v_inf_kms,1.188333676963106e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,5,has_explicit_spin,7008244133617357.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,6,timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,7,particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,8,mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,1,num__periapsis_Rm,0.41878400723318915
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,2,cat__spin_axis_mz,0.24876504613162054
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,3,cat__spin_axis_z,0.1795874611826221
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,4,num__spin_period_hr,0.12029308263183698
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,5,num__v_inf_kms,0.021943892740552067
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,6,num__has_explicit_spin,0.00435467963917147
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,7,cat__spin_axis_none,0.0033444636797552085
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,8,cat__spin_axis_x,0.0016366310300938772
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,9,cat__spin_axis_y,0.0012907357311587157
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,10,num__timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,11,num__particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,model_feature_importance,12,num__mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,1,periapsis_Rm,2.3397312048135434e+19
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,2,spin_axis,7.952687537705066e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,3,spin_period_hr,3.535187155627913e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,4,v_inf_kms,1.5427798489645898e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,5,has_explicit_spin,1.0552916042605998e+17
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,6,mass_log10_kg,-1945.6
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,7,timestep,-2355.2
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,random_forest,permutation_importance,8,particle_log10,-2867.2
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,1,cat__spin_axis_mz,4.143994047644272e+19
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,2,cat__spin_axis_z,2.9008320277372346e+19
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,3,num__periapsis_Rm,2.1752551987450032e+19
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,4,cat__spin_axis_y,6.53485739232587e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,5,cat__spin_axis_x,6.179063905669713e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,6,num__has_explicit_spin,6.905431390142036e+17
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,7,num__spin_period_hr,6.73538353892305e+17
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,8,cat__spin_axis_none,2.823010989238185e+17
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,9,num__v_inf_kms,1.888426944430874e+17
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,10,num__timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,11,num__particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,absolute_coefficient,12,num__mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,1,periapsis_Rm,1.8048258066347223e+19
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,2,spin_axis,4.329915547180249e+18
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,3,spin_period_hr,5.6002309468565096e+16
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,4,timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,5,particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,6,mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,7,has_explicit_spin,-614.4
clean_subset,without_fof_linking_length,largest_fragment_mass_kg,ridge,permutation_importance,8,v_inf_kms,-6.5122417313106536e+16
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,1,num__periapsis_Rm,0.39584317011731956
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,2,cat__spin_axis_mz,0.25611353125759134
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,3,cat__spin_axis_z,0.20525137855763845
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,4,num__spin_period_hr,0.12277579274710257
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,5,num__v_inf_kms,0.006495145402988576
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,6,cat__spin_axis_y,0.0052835150355854685
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,7,num__has_explicit_spin,0.004045218903656259
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,8,cat__spin_axis_none,0.0033396409855198273
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,9,cat__spin_axis_x,0.0008526069925980652
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,10,num__timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,11,num__particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,12,num__mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,1,periapsis_Rm,838289.0439876867
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,2,spin_axis,255497.05758568464
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,3,spin_period_hr,116748.55866927347
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,4,v_inf_kms,35911.45831971581
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,5,has_explicit_spin,6041.556127661606
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,6,timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,7,particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,8,mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,1,num__periapsis_Rm,0.4189769373856025
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,2,cat__spin_axis_mz,0.24535833175964228
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,3,cat__spin_axis_z,0.1847299264930396
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,4,num__spin_period_hr,0.11804352881813604
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,5,num__v_inf_kms,0.021762336833534707
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,6,cat__spin_axis_none,0.004392013428638555
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,7,num__has_explicit_spin,0.0037004161553620333
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,8,cat__spin_axis_x,0.0017960204983827831
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,9,cat__spin_axis_y,0.0012404886276615398
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,10,num__timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,11,num__particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,12,num__mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,1,periapsis_Rm,750579.7449436113
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,2,spin_axis,262626.6886486291
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,3,spin_period_hr,111008.47079994847
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,4,v_inf_kms,49631.10343126522
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,5,has_explicit_spin,1241.9368789212488
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,6,timestep,-1.1641532182693482e-11
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,7,particle_log10,-2.9103830456733704e-11
clean_subset,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,8,mass_log10_kg,-2.9103830456733704e-11
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,1,cat__spin_axis_mz,1311394.8258017998
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,2,cat__spin_axis_z,919672.2556889981
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,3,num__periapsis_Rm,692825.2623501787
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,4,cat__spin_axis_y,207538.591575541
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,5,cat__spin_axis_x,196768.11254763417
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,6,num__has_explicit_spin,30782.336428674167
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,7,num__spin_period_hr,21319.669210159096
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,8,cat__spin_axis_none,12584.134010330712
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,9,num__v_inf_kms,6148.0347642869265
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,10,num__timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,11,num__particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,12,num__mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,1,periapsis_Rm,574317.9157564893
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,2,spin_axis,136330.35808588672
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,3,spin_period_hr,1772.6543796282263
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,4,timestep,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,5,particle_log10,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,6,mass_log10_kg,0.0
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,7,has_explicit_spin,-1.1641532182693482e-11
clean_subset,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,8,v_inf_kms,-2120.150248629495
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,1,num__fof_linking_length,0.5497652758774397
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,2,num__mass_log10_kg,0.12681356919551742
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,3,num__periapsis_Rm,0.11333361812011435
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,4,num__spin_period_hr,0.08247489503270808
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,5,cat__spin_axis_y,0.07908900316877518
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,6,cat__spin_axis_x,0.03562851534976142
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,7,num__v_inf_kms,0.004273152728188137
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,8,num__particle_log10,0.003614658301148868
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,9,cat__spin_axis_z,0.0022839964382298824
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,10,cat__spin_axis_mz,0.0021153720448943377
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,11,num__timestep,0.00023579774961713428
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,12,cat__spin_axis_none,0.00020701705257231197
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,model_feature_importance,13,num__has_explicit_spin,0.0001651289410331082
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,1,mass_log10_kg,713.1837546109999
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,2,fof_linking_length,682.3327502070063
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,3,periapsis_Rm,134.12727701565808
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,4,spin_axis,80.67297554564988
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,5,spin_period_hr,30.726544678316323
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,6,particle_log10,21.59104197991002
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,7,v_inf_kms,5.683727558238948
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,8,timestep,0.6786872208188157
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,permutation_importance,9,has_explicit_spin,0.3703504940808756
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,1,num__fof_linking_length,0.32828715382928164
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,2,num__mass_log10_kg,0.2613899089184843
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,3,num__periapsis_Rm,0.1702096973010104
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,4,num__spin_period_hr,0.09389143645015867
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,5,cat__spin_axis_y,0.08692195176260269
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,6,cat__spin_axis_x,0.03517660491805897
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,7,num__particle_log10,0.008693068389038293
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,8,num__v_inf_kms,0.007966271028921865
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,9,cat__spin_axis_z,0.003754967166635208
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,10,num__timestep,0.001139172133513466
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,11,cat__spin_axis_mz,0.0009445010012157717
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,12,num__has_explicit_spin,0.0008549695062245057
full,with_fof_linking_length,fragment_count_min_particles,random_forest,model_feature_importance,13,cat__spin_axis_none,0.0007702975948541277
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,1,mass_log10_kg,637.4135945878573
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,2,fof_linking_length,625.357234952
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,3,periapsis_Rm,128.68549261602914
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,4,spin_axis,78.50625615001971
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,5,particle_log10,33.31454416909624
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,6,spin_period_hr,26.6694956829735
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,7,v_inf_kms,5.487257442208244
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,8,timestep,2.457685067634574
full,with_fof_linking_length,fragment_count_min_particles,random_forest,permutation_importance,9,has_explicit_spin,0.8578883416470348
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,1,cat__spin_axis_y,714.1949572882231
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,2,cat__spin_axis_mz,490.52711813485746
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,3,num__mass_log10_kg,316.80911632981525
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,4,cat__spin_axis_z,309.53817438667886
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,5,num__fof_linking_length,285.7065278460951
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,6,num__periapsis_Rm,202.25877713830334
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,7,num__spin_period_hr,157.41587355032192
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,8,cat__spin_axis_x,136.40741636846033
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,9,num__v_inf_kms,128.67798443666032
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,10,num__has_explicit_spin,101.6909773000923
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,11,cat__spin_axis_none,50.537081135095185
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,12,num__particle_log10,31.090177585203463
full,with_fof_linking_length,fragment_count_min_particles,ridge,absolute_coefficient,13,num__timestep,4.145484402109852
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,1,mass_log10_kg,179.29176197975977
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,2,fof_linking_length,117.7525042160293
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,3,periapsis_Rm,87.09589273990319
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,4,spin_axis,50.00845441934464
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,5,has_explicit_spin,32.77234771222139
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,6,spin_period_hr,31.0896982627897
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,7,v_inf_kms,19.82374642745549
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,8,particle_log10,6.862726491963537
full,with_fof_linking_length,fragment_count_min_particles,ridge,permutation_importance,9,timestep,-0.8169884458360854
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,1,num__mass_log10_kg,0.45932553127975
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,2,num__periapsis_Rm,0.274148374794408
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,3,num__fof_linking_length,0.12807030587262708
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,4,cat__spin_axis_z,0.0699446914041797
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,5,cat__spin_axis_mz,0.03228889986680188
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,6,num__particle_log10,0.01514878934238858
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,7,num__spin_period_hr,0.014255083170418778
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,8,num__timestep,0.0024014875074858883
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,9,num__v_inf_kms,0.0018886401163195454
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,10,cat__spin_axis_none,0.001679002834322771
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,11,num__has_explicit_spin,0.0007463822318080787
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,12,cat__spin_axis_y,0.00010281157948953995
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,model_feature_importance,13,cat__spin_axis_x,0.0
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,1,periapsis_Rm,2.0103605084935234e+19
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,2,fof_linking_length,9.69538805480906e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,3,mass_log10_kg,7.320150494584191e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,4,spin_axis,4.928272556105271e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,5,particle_log10,1.765082327374796e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,6,spin_period_hr,7.08815808022052e+17
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,permutation_importance,7,v_inf_kms,4.921875976029075e+17
