target,model,transform,rows,r2,mae,rmse,fold_r2_mean,fold_r2_std,fold_mae_mean,fold_mae_std,fold_rmse_mean,fold_rmse_std,ablation_name,feature_set,include_physics_features
bound_mass_fraction,random_forest,raw,407,0.8587213640253235,0.026435751209340604,0.03497412414841156,0.8508901439683978,0.01893052032463035,0.02642891496158644,0.0021337958246354836,0.03488371850004396,0.0025300617606672736,original_with_fof,with_fof_linking_length,False
bound_mass_fraction,gradient_boosting,raw,407,0.8840148582812355,0.022750379689608313,0.031689090840589476,0.8792795361418089,0.011720285410810353,0.022741152776785418,0.0017332979004559118,0.03151198411331587,0.003201802957553899,original_with_fof,with_fof_linking_length,False
bound_mass_fraction,random_forest,raw,407,0.9226837694242648,0.017276686220603216,0.025872830123135366,0.9187819773678546,0.023198536777144906,0.017275368730890486,0.002369231958570591,0.025580822071952253,0.003909453370680446,physics_with_fof,with_fof_linking_length,True
bound_mass_fraction,gradient_boosting,raw,407,0.9376975129356768,0.015445907019653085,0.023225297866813745,0.9349836225824586,0.010694474598500946,0.01543985780450243,0.0014674809226084787,0.023062437170002274,0.002717140926411849,physics_with_fof,with_fof_linking_length,True
bound_mass_fraction,random_forest,raw,407,0.7998924578777076,0.03038384912723815,0.04162366614907391,0.7920832124920003,0.030061437039995094,0.030361894832512996,0.004498706863125503,0.04132127533416697,0.004835018346045564,original_without_fof,without_fof_linking_length,False
bound_mass_fraction,gradient_boosting,raw,407,0.8377929321812201,0.024421184872556245,0.03747515929655198,0.8341566588775603,0.03827992100324652,0.024399902332186273,0.003784058849591025,0.036891102376746004,0.006390610553081397,original_without_fof,without_fof_linking_length,False
bound_mass_fraction,random_forest,raw,407,0.907133359329791,0.01856420395531753,0.028355575666337753,0.9035895532205667,0.023053500374500185,0.01855698271964033,0.002789107497886477,0.028016550179675463,0.004336315828283648,physics_without_fof,without_fof_linking_length,True
bound_mass_fraction,gradient_boosting,raw,407,0.9315893797978275,0.016949364314894595,0.02433718618564595,0.9286038515678531,0.011651512344207172,0.01694372177443747,0.0016662767025928777,0.0241667021574068,0.002842607108481295,physics_without_fof,without_fof_linking_length,True
