dataset,feature_set,target,model,group_feature,group_value,count,mean_residual,median_residual,mae_within_group
full,with_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,3.0,1,-12.440594214282031,-12.440594214282031,12.440594214282031
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.1,3,-529.8098505291006,-577.2849272486776,529.8098505291006
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.2,32,98.61249476911973,6.137184283309267,191.07294742815048
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.3,4,-134.595984457672,-6.3731349206349535,138.95279728835976
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.4,3,-17.95323550831885,-14.753338624338483,17.95323550831885
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.5,6,-27.03344625898789,-20.840517020017046,29.35981971577799
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.6,16,-22.405294748076052,-11.368633597883598,65.94482001563254
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.7,2,-23.51742592592592,-23.51742592592592,23.51742592592592
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.8,6,3.182367945326233,3.13135052910048,10.77642394179891
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.0,10,-150.20268119658127,-16.952575295075256,174.65539495319499
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.2,3,-56.70042945326279,-55.513465608465616,56.70042945326279
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.4,8,-75.72317080026454,-11.06115740740741,89.43556663359786
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.6,3,-117.27575396825391,-145.78301455026443,117.27575396825391
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.8,1,-124.3231626984127,-124.3231626984127,124.3231626984127
full,with_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,3.0,1,-124.3231626984127,-124.3231626984127,124.3231626984127
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.1,3,-411.6147973284746,-358.03221167871675,411.6147973284746
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.2,32,-32.77058504123518,-180.22320114734725,436.7202130703393
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.3,4,-512.9985095879846,-360.183492439569,512.9985095879846
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.4,3,-50.81114359501913,-47.59224867740903,50.81114359501913
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.5,6,-267.8070412947521,-267.73893299051844,267.8070412947521
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.6,16,-80.06727095285825,-46.89507395091752,168.43954018365656
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.7,2,42.433415813340275,42.433415813340275,293.58850978906946
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.8,6,-193.22345088391134,-219.1154857855613,224.73495625248952
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,2.0,10,-8.719106361844132,94.06765661732166,305.3889374499768
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,2.2,3,-122.68182362214327,-92.66758257161291,142.38189421377544
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,2.4,8,55.48610478981041,107.33148791707976,299.8875508778688
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,2.6,3,177.08107318384904,141.96078169884618,177.08107318384904
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,2.8,1,190.92277246447702,190.92277246447702,190.92277246447702
full,with_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,3.0,1,310.119557476507,310.119557476507,310.119557476507
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,1.1,3,-2.1527855856754307e+19,-2.278350033112504e+19,2.1527855856754307e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,1.2,32,-1.3166351394376067e+19,-2.032738093069829e+19,2.1284428188397867e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,1.3,4,-1.946618000035817e+19,-1.876091230277687e+19,1.946618000035817e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,1.4,3,-2.032985368374441e+19,-2.2341030119718887e+19,2.032985368374441e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,1.5,6,-1.6886020530281191e+19,-1.9673096608336118e+19,1.6886020530281191e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,1.6,16,6.1220779159237e+18,-1.9728673988982276e+19,3.0441257584653582e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,1.7,2,1.853528721540984e+19,1.853528721540984e+19,1.853528721540984e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,1.8,6,2.837506278766961e+19,4.598994474594934e+19,4.138370912469627e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,2.0,10,6.327729092861982e+18,-4.5233235764413563e+18,2.5301668199497486e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,2.2,3,4.026170005822807e+19,5.782680264643323e+19,4.9263794306137326e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,2.4,8,3.951380798399812e+19,7.360911395208875e+19,5.4636828167173554e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,2.6,3,2.5564185155579466e+19,1.9764500787601433e+19,3.865796302406821e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,2.8,1,7.656872148180936e+19,7.656872148180936e+19,7.656872148180936e+19
full,with_fof_linking_length,largest_fragment_mass_kg,dummy_mean,periapsis_Rm,3.0,1,7.656872148167957e+19,7.656872148167957e+19,7.656872148167957e+19
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,1.1,3,4.6419875700225126e+17,1.4851697870277363e+18,3.392005631380543e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,1.2,32,1.145115752877417e+17,4.000153706080411e+17,3.088726778808855e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,1.3,4,-1.1638831800837404e+18,-1.180268160281792e+18,3.143567370997592e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,1.4,3,-1.3059653699103747e+18,-1.2787682335728684e+18,3.048185361525686e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,1.5,6,2.240079738107743e+18,2.67549639824682e+18,2.554046790865589e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,1.6,16,1.4980835716839383e+18,1.5640038113258808e+18,8.66813386583756e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,1.7,2,2.8872286166645064e+18,2.8872286166645064e+18,2.8872286166645064e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,1.8,6,5.740960877108942e+18,2.6692666271165317e+18,6.053795941683772e+18
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,2.0,10,-7.844723234534255e+18,-1.1173610428797456e+19,1.1170686684518509e+19
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,2.2,3,1.0948358513401809e+19,7.755420332381815e+18,1.7860713669340342e+19
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,2.4,8,4.4193476170553487e+18,4.636734018726101e+18,1.4442677838451972e+19
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,2.6,3,2.5043478164277154e+19,1.387993367726273e+19,2.5043478164277154e+19
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,2.8,1,1.5671527112384987e+19,1.5671527112384987e+19,1.5671527112384987e+19
full,with_fof_linking_length,largest_fragment_mass_kg,gradient_boosting,periapsis_Rm,3.0,1,2.683519829376647e+18,2.683519829376647e+18,2.683519829376647e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,1.1,3,-1.0581472827487451e+18,-2.2625390187839014e+17,1.1031749318779101e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,1.2,32,-1.7695311385661073e+19,-3.651011126316644e+17,1.9189389675446563e+19
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,1.3,4,-9.7541610251977e+16,-9.639268851745536e+16,1.011211456396447e+17
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,1.4,3,-4.8041068234737594e+17,-5.239675112751974e+16,6.325760869533106e+17
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,1.5,6,-1.4283040736435658e+18,9.662217739449434e+16,1.9222270531039498e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,1.6,16,3.529169255902157e+18,-2.0382731360434256e+17,9.798755984224979e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,1.7,2,1.1376999731684024e+18,1.1376999731684024e+18,1.1376999731684024e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,1.8,6,2.9158059771171876e+18,-1.7617352847590195e+17,5.14332939231151e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,2.0,10,-1.8526764227625518e+18,-1.6664683934681457e+18,2.783277360673371e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,2.2,3,1.5361740146494628e+19,2.4608523508842076e+18,1.5361768290231499e+19
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,2.4,8,5.819704035950862e+18,-2794536157184.0,7.393527350772334e+18
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,2.6,3,1.9008407051900547e+19,7.06417547944389e+18,2.0050819225506742e+19
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,2.8,1,3.5903979778220925e+19,3.5903979778220925e+19,3.5903979778220925e+19
full,with_fof_linking_length,largest_fragment_mass_kg,random_forest,periapsis_Rm,3.0,1,3.5903979778091114e+19,3.5903979778091114e+19,3.5903979778091114e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,1.1,3,1.009595151838904e+19,4.733020111571503e+18,1.4470522395987782e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,1.2,32,2.599152186172603e+18,5.288933263168536e+18,1.5369160749082845e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,1.3,4,-1.6364826690536782e+19,-1.4860578265814538e+19,1.7461462470588238e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,1.4,3,-1.0283143492662938e+19,-8.613877684778766e+18,2.27792687709492e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,1.5,6,-7.401906345515101e+18,-9.126992072241192e+18,1.24442696720934e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,1.6,16,5.595019809498593e+18,9.874795435550716e+18,1.713929623489127e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,1.7,2,-2.2268542932615193e+19,-2.2268542932615193e+19,2.2268542932615193e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,1.8,6,1.1776981863842015e+19,1.295025488458546e+19,1.8006025736295614e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,2.0,10,-6.864860364047057e+18,-6.332953602246638e+18,2.1695620005220327e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,2.2,3,1.3797354470728264e+19,3.5892679821998342e+19,3.6874269619016647e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,2.4,8,-4.6073872702762844e+18,1.0804507381273076e+19,3.4585973113133457e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,2.6,3,-1.459395853683365e+18,-1.4832342838725632e+19,2.890839097220178e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,2.8,1,3.2331901442577777e+19,3.2331901442577777e+19,3.2331901442577777e+19
full,with_fof_linking_length,largest_fragment_mass_kg,ridge,periapsis_Rm,3.0,1,2.3490310207308825e+19,2.3490310207308825e+19,2.3490310207308825e+19
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,1.1,3,-660423.8780903666,-674417.5447570332,660423.8780903666
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,1.2,32,-468555.32600703323,-645943.0447570332,643897.5988650895
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,1.3,4,-700049.5447570332,-677637.0447570332,700049.5447570332
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,1.4,3,-584778.2114236999,-570628.5447570332,584778.2114236999
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,1.5,6,-554437.2114236999,-601258.0447570332,554437.2114236999
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,1.6,16,270816.95524296677,-316102.04475703323,982464.6930946292
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,1.7,2,527338.9552429668,527338.9552429668,527338.9552429668
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,1.8,6,1225819.455242967,1455480.4552429668,1451455.970161978
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,2.0,10,662524.0552429669,246947.45524296677,1110741.782097187
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,2.2,3,2178490.455242967,2397714.455242967,2178490.455242967
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,2.4,8,1559711.9552429668,2397714.955242967,1974591.4776214834
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,2.6,3,1088426.4552429668,544950.4552429668,1088426.4552429668
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,2.8,1,2332298.455242967,2332298.455242967,2332298.455242967
full,with_fof_linking_length,largest_fragment_particle_count,dummy_mean,periapsis_Rm,3.0,1,2332298.455242967,2332298.455242967,2332298.455242967
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,1.1,3,-34421.13891221291,-29465.1194544888,81038.66524059365
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,1.2,32,-30042.742875673008,-21642.906450472845,107204.88551360849
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,1.3,4,-9033.566821698874,-22507.04975996729,83483.11643488238
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,1.4,3,-60948.5140955802,-114302.07306193636,94918.40365124587
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,1.5,6,31455.005623550533,27933.55233115569,34876.84771916437
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,1.6,16,139629.0549481054,23271.680134811264,211878.3064016404
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,1.7,2,311645.8231005435,311645.8231005435,311645.8231005435
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,1.8,6,70131.76608122728,-130293.5468424668,332051.1795468938
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,2.0,10,-124234.78110953416,-113050.54684939678,335747.90525680466
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,2.2,3,573493.0357634322,391342.2219714746,573493.0357634322
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,2.4,8,-199272.92409200245,-101786.99136763113,419562.43213043874
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,2.6,3,145174.49597857156,124104.59939567931,225717.7341113422
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,2.8,1,443277.37430697354,443277.37430697354,443277.37430697354
full,with_fof_linking_length,largest_fragment_particle_count,gradient_boosting,periapsis_Rm,3.0,1,376126.9506808524,376126.9506808524,376126.9506808524
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,1.1,3,14014.580185385596,28730.826861111127,32547.020781826188
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,1.2,32,-153844.2484415906,-13676.543595238074,208171.35501889646
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,1.3,4,-6075.149374338586,-1575.1738531745214,7337.144511243393
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,1.4,3,-19414.586370811245,-11681.888667989377,41808.02979938273
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,1.5,6,-23620.688653080015,7185.569169973445,76303.37741377908
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,1.6,16,222035.41969868724,10963.166052248722,275556.87788381975
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,1.7,2,29094.247557539842,29094.247557539842,29094.247557539842
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,1.8,6,71047.47829960285,-18690.110212963773,276504.83462852734
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,2.0,10,-115263.16256997341,-63979.148401454935,221354.73430886288
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,2.2,3,468754.3850273367,456356.4348042323,468754.3850273367
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,2.4,8,-15399.33411292985,5356.271968253888,368506.03112251987
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,2.6,3,-11901.685696648667,-311290.43860052875,526750.429861552
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,2.8,1,614505.9045806895,614505.9045806895,614505.9045806895
full,with_fof_linking_length,largest_fragment_particle_count,random_forest,periapsis_Rm,3.0,1,614505.9045806895,614505.9045806895,614505.9045806895
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,1.1,3,403440.93188285216,197978.78041486233,403440.93188285216
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,1.2,32,170852.47540190723,194668.05844004836,366857.98417048674
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,1.3,4,-152571.14681056084,-188756.6838676092,413021.5547070841
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,1.4,3,-363854.88371157995,-533582.0666301362,565297.103932773
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,1.5,6,-146430.0515604566,-67025.31521096628,264882.2565019109
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,1.6,16,114752.13255066515,-151032.8651650782,538257.8404705403
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,1.7,2,-391303.24067260965,-391303.24067260965,391303.24067260965
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,1.8,6,647332.6134817983,694394.3469425207,795586.8976396254
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,2.0,10,-489.30289545773996,-83196.83670846792,811933.3865162634
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,2.2,3,1063052.1630496806,1044046.3386237407,1063052.1630496806
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,2.4,8,-91746.91826400632,463178.6155162519,999788.9133878462
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,2.6,3,-215602.3835564335,-752913.5170029588,881242.376272265
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,2.8,1,611333.6730262721,611333.6730262721,611333.6730262721
full,with_fof_linking_length,largest_fragment_particle_count,ridge,periapsis_Rm,3.0,1,224207.35697879642,224207.35697879642,224207.35697879642
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,1.1,3,-77.33844842284738,-86.00511508951405,97.33503836317135
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,1.2,32,154.40113491048592,-171.00511508951405,465.28380754475705
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,1.3,4,-169.00511508951405,-93.00511508951405,169.00511508951405
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,1.4,3,-155.3384484228474,-153.00511508951405,155.3384484228474
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,1.5,6,-125.17178175618069,-119.00511508951405,125.17178175618069
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,1.6,16,-177.75511508951405,-156.50511508951405,213.25319693094627
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,1.7,2,-260.00511508951405,-260.00511508951405,260.00511508951405
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,1.8,6,-322.50511508951405,-329.50511508951405,322.50511508951405
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,2.0,10,-164.70511508951404,-249.50511508951405,334.9040920716113
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,2.2,3,-419.3384484228474,-444.00511508951405,419.3384484228474
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,2.4,8,-261.88011508951405,-444.00511508951405,459.37883631713555
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,2.6,3,-360.3384484228474,-356.00511508951405,360.3384484228474
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,2.8,1,-444.00511508951405,-444.00511508951405,444.00511508951405
full,without_fof_linking_length,fragment_count_min_particles,dummy_mean,periapsis_Rm,3.0,1,-444.00511508951405,-444.00511508951405,444.00511508951405
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,1.1,3,-268.06683800051104,-307.18015234910285,326.5143570556843
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,1.2,32,-21.618636365543402,-31.33475748434573,172.1186843567558
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,1.3,4,-483.9970530195779,-440.57191095808435,483.9970530195779
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,1.4,3,-207.69083616743606,-96.0143192302616,207.69083616743606
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,1.5,6,-315.6868140808684,-306.15768211358466,315.6868140808684
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,1.6,16,-46.8332732384757,-14.815328086513286,123.47333503658336
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,1.7,2,-459.7111951831142,-459.7111951831142,459.7111951831142
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,1.8,6,-245.2162811841565,-278.7415613961198,250.80953797579025
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,2.0,10,134.82194614931126,97.87989494683806,250.62416912212257
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,2.2,3,-70.69134079228505,-73.76993940170598,70.69134079228505
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,2.4,8,80.50277081717046,-112.37858149899225,223.58317940708022
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,2.6,3,-67.94043838432133,-54.427041643473075,67.94043838432133
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,2.8,1,-84.13578655991546,-84.13578655991546,84.13578655991546
full,without_fof_linking_length,fragment_count_min_particles,gradient_boosting,periapsis_Rm,3.0,1,-97.13578655991546,-97.13578655991546,97.13578655991546
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.1,3,-439.4816762852256,-500.25464326169515,439.4816762852256
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.2,32,-12.286986933603472,2.8975096408221077,238.06442079621092
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.3,4,-820.9311351033226,-892.3137611555112,820.9311351033226
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.4,3,-194.35445703703874,-22.307400793650743,194.35445703703874
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.5,6,-315.93376293151283,-203.64431886863127,315.93376293151283
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.6,16,-110.30119714211004,-4.8986976310727215,137.71646506400296
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.7,2,-531.3662629222624,-531.3662629222624,531.3662629222624
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,1.8,6,-295.4154574761658,-321.95197696285186,295.4154574761658
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.0,10,40.86498226269772,-0.9229904475540671,252.27819132910435
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.2,3,-85.38941118993569,-77.26121190465305,85.38941118993569
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.4,8,151.62645403670405,-19.19894813519813,181.05861103711104
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.6,3,-76.09061041736037,-92.25579950604946,76.09061041736037
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,2.8,1,-80.67430744255739,-80.67430744255739,80.67430744255739
full,without_fof_linking_length,fragment_count_min_particles,random_forest,periapsis_Rm,3.0,1,-80.67430744255739,-80.67430744255739,80.67430744255739
full,without_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.1,3,-377.88999923228795,-400.38554098501845,377.88999923228795
full,without_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.2,32,-46.24552868328695,-177.61832993530675,431.8260729407783
full,without_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.3,4,-470.4904997562901,-384.4800786861913,470.4904997562901
full,without_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.4,3,-178.14209233626897,-84.66523171191415,178.14209233626897
full,without_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.5,6,-236.0482355796397,-255.98114804389837,236.0482355796397
full,without_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.6,16,-80.08945810683159,-18.17719570065711,186.6571949999786
full,without_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.7,2,-308.72577316571034,-308.72577316571034,308.72577316571034
full,without_fof_linking_length,fragment_count_min_particles,ridge,periapsis_Rm,1.8,6,-227.96327442795345,-292.6144102404652,247.38844916978007
