snapshot,bound_mass_fraction,avg_apoapsis_Rm,particle_count
Ma_xp_A2000_n70_r16_v00_13000.hdf5,0.5070274590363986,492.98516306239577,10099881
Ma_xp_A2000_n70_r16_v00_90000.hdf5,0.4712944637664543,2085.807867182695,10099881
Ma_xp_A2000_n70_r16_v00_90000_fof_0.0020_0000.hdf5,1.0,30.809450255028626,10099881
init_Ma_xp_A2000_n70_r16_v00.hdf5,0.5123844528465237,7734.301612495468,10099881
