dataset,target,model,importance_type,rank,feature,importance
full,largest_fragment_mass_kg,gradient_boosting,permutation_importance,6,spin_period_hr,7.08815808022052e+17
full,largest_fragment_mass_kg,gradient_boosting,permutation_importance,7,v_inf_kms,4.921875976029075e+17
full,largest_fragment_mass_kg,gradient_boosting,permutation_importance,8,timestep,1.1614281617985936e+17
full,largest_fragment_mass_kg,gradient_boosting,permutation_importance,9,has_explicit_spin,4.740544222148352e+16
full,largest_fragment_mass_kg,random_forest,model_feature_importance,1,num__mass_log10_kg,0.42275122165504736
full,largest_fragment_mass_kg,random_forest,model_feature_importance,2,num__periapsis_Rm,0.19516708757557394
full,largest_fragment_mass_kg,random_forest,model_feature_importance,3,num__fof_linking_length,0.16375334987533813
full,largest_fragment_mass_kg,random_forest,model_feature_importance,4,cat__spin_axis_z,0.08519619808813642
full,largest_fragment_mass_kg,random_forest,model_feature_importance,5,num__particle_log10,0.05041264672399509
full,largest_fragment_mass_kg,random_forest,model_feature_importance,6,cat__spin_axis_mz,0.045089722582259566
full,largest_fragment_mass_kg,random_forest,model_feature_importance,7,num__spin_period_hr,0.020171524149096377
full,largest_fragment_mass_kg,random_forest,model_feature_importance,8,num__v_inf_kms,0.009039620466985369
full,largest_fragment_mass_kg,random_forest,model_feature_importance,9,num__timestep,0.004839968168803011
full,largest_fragment_mass_kg,random_forest,model_feature_importance,10,num__has_explicit_spin,0.0012840836176904807
full,largest_fragment_mass_kg,random_forest,model_feature_importance,11,cat__spin_axis_none,0.0010438736232324301
full,largest_fragment_mass_kg,random_forest,model_feature_importance,12,cat__spin_axis_y,0.0008808627713936862
full,largest_fragment_mass_kg,random_forest,model_feature_importance,13,cat__spin_axis_x,0.00036984070244815777
full,largest_fragment_mass_kg,random_forest,permutation_importance,1,periapsis_Rm,1.5729931239163947e+19
full,largest_fragment_mass_kg,random_forest,permutation_importance,2,fof_linking_length,1.0117586778972682e+19
full,largest_fragment_mass_kg,random_forest,permutation_importance,3,spin_axis,5.485428666858643e+18
full,largest_fragment_mass_kg,random_forest,permutation_importance,4,mass_log10_kg,3.7853719543383194e+18
full,largest_fragment_mass_kg,random_forest,permutation_importance,5,spin_period_hr,9.63665923786905e+17
full,largest_fragment_mass_kg,random_forest,permutation_importance,6,particle_log10,7.408074658892588e+17
full,largest_fragment_mass_kg,random_forest,permutation_importance,7,v_inf_kms,4.871806083911533e+17
full,largest_fragment_mass_kg,random_forest,permutation_importance,8,has_explicit_spin,1.4334628335028715e+17
full,largest_fragment_mass_kg,random_forest,permutation_importance,9,timestep,-3.897220242541854e+16
full,largest_fragment_mass_kg,ridge,absolute_coefficient,1,cat__spin_axis_mz,2.9739327813141295e+19
full,largest_fragment_mass_kg,ridge,absolute_coefficient,2,cat__spin_axis_z,2.304741851968954e+19
full,largest_fragment_mass_kg,ridge,absolute_coefficient,3,num__periapsis_Rm,1.500283276092974e+19
full,largest_fragment_mass_kg,ridge,absolute_coefficient,4,num__particle_log10,1.4628259114277345e+19
full,largest_fragment_mass_kg,ridge,absolute_coefficient,5,num__fof_linking_length,1.3834107541699031e+19
full,largest_fragment_mass_kg,ridge,absolute_coefficient,6,cat__spin_axis_y,5.91810741755564e+18
full,largest_fragment_mass_kg,ridge,absolute_coefficient,7,num__mass_log10_kg,4.341814212714158e+18
full,largest_fragment_mass_kg,ridge,absolute_coefficient,8,num__timestep,4.246761074758282e+18
full,largest_fragment_mass_kg,ridge,absolute_coefficient,9,num__has_explicit_spin,1.5427156449391055e+18
full,largest_fragment_mass_kg,ridge,absolute_coefficient,10,cat__spin_axis_x,1.5404809637169518e+18
full,largest_fragment_mass_kg,ridge,absolute_coefficient,11,num__spin_period_hr,1.3548021498641628e+18
full,largest_fragment_mass_kg,ridge,absolute_coefficient,12,num__v_inf_kms,8.869116722201801e+17
full,largest_fragment_mass_kg,ridge,absolute_coefficient,13,cat__spin_axis_none,7.666790878139889e+17
full,largest_fragment_mass_kg,ridge,permutation_importance,1,periapsis_Rm,9.344027250173948e+18
full,largest_fragment_mass_kg,ridge,permutation_importance,2,particle_log10,3.9431122993777475e+18
full,largest_fragment_mass_kg,ridge,permutation_importance,3,fof_linking_length,3.774781815002027e+18
full,largest_fragment_mass_kg,ridge,permutation_importance,4,spin_axis,2.8669431587528264e+18
full,largest_fragment_mass_kg,ridge,permutation_importance,5,timestep,9.355888510772237e+17
full,largest_fragment_mass_kg,ridge,permutation_importance,6,mass_log10_kg,1.0191141085855334e+17
full,largest_fragment_mass_kg,ridge,permutation_importance,7,v_inf_kms,3.5991554757504204e+16
full,largest_fragment_mass_kg,ridge,permutation_importance,8,spin_period_hr,-7193107081623552.0
full,largest_fragment_mass_kg,ridge,permutation_importance,9,has_explicit_spin,-2.51700455659862e+17
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,1,num__periapsis_Rm,0.4235248116129316
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,2,cat__spin_axis_z,0.14818777879955303
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,3,cat__spin_axis_mz,0.09607987535646702
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,4,num__spin_period_hr,0.08735712093156088
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,5,num__fof_linking_length,0.08364924032653509
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,6,num__mass_log10_kg,0.07727118784365276
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,7,num__particle_log10,0.049005363180047265
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,8,num__v_inf_kms,0.021090093154170802
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,9,num__timestep,0.0076289588146838646
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,10,cat__spin_axis_none,0.004475457989896358
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,11,num__has_explicit_spin,0.00108560524923062
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,12,cat__spin_axis_y,0.0006162530847365833
full,largest_fragment_particle_count,gradient_boosting,model_feature_importance,13,cat__spin_axis_x,2.8253656533986734e-05
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,1,periapsis_Rm,766305.925695943
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,2,spin_axis,284746.79152822314
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,3,fof_linking_length,167301.1205325792
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,4,particle_log10,124362.20232256483
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,5,mass_log10_kg,118930.25930089076
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,6,spin_period_hr,82104.43819409977
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,7,v_inf_kms,22448.322944781776
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,8,timestep,11922.921353385836
full,largest_fragment_particle_count,gradient_boosting,permutation_importance,9,has_explicit_spin,926.259110264026
full,largest_fragment_particle_count,random_forest,model_feature_importance,1,num__periapsis_Rm,0.41781226664603344
full,largest_fragment_particle_count,random_forest,model_feature_importance,2,cat__spin_axis_z,0.13113564496292948
full,largest_fragment_particle_count,random_forest,model_feature_importance,3,cat__spin_axis_mz,0.10436369786550981
full,largest_fragment_particle_count,random_forest,model_feature_importance,4,num__mass_log10_kg,0.08942764070949447
full,largest_fragment_particle_count,random_forest,model_feature_importance,5,num__fof_linking_length,0.08664302981890315
full,largest_fragment_particle_count,random_forest,model_feature_importance,6,num__spin_period_hr,0.08129812358255584
full,largest_fragment_particle_count,random_forest,model_feature_importance,7,num__particle_log10,0.03744591950729639
full,largest_fragment_particle_count,random_forest,model_feature_importance,8,num__v_inf_kms,0.035253884973133816
full,largest_fragment_particle_count,random_forest,model_feature_importance,9,num__timestep,0.010885001456669992
full,largest_fragment_particle_count,random_forest,model_feature_importance,10,num__has_explicit_spin,0.0019364915712831196
full,largest_fragment_particle_count,random_forest,model_feature_importance,11,cat__spin_axis_none,0.001866926593816609
full,largest_fragment_particle_count,random_forest,model_feature_importance,12,cat__spin_axis_y,0.0013056267622403904
full,largest_fragment_particle_count,random_forest,model_feature_importance,13,cat__spin_axis_x,0.0006257455501333584
full,largest_fragment_particle_count,random_forest,permutation_importance,1,periapsis_Rm,710380.2967372213
full,largest_fragment_particle_count,random_forest,permutation_importance,2,spin_axis,308113.504344446
full,largest_fragment_particle_count,random_forest,permutation_importance,3,fof_linking_length,130205.24626560386
full,largest_fragment_particle_count,random_forest,permutation_importance,4,particle_log10,77856.34301204907
full,largest_fragment_particle_count,random_forest,permutation_importance,5,mass_log10_kg,71513.04952746659
full,largest_fragment_particle_count,random_forest,permutation_importance,6,spin_period_hr,69302.30458756055
full,largest_fragment_particle_count,random_forest,permutation_importance,7,v_inf_kms,23766.016354104067
full,largest_fragment_particle_count,random_forest,permutation_importance,8,has_explicit_spin,5698.3664329277235
full,largest_fragment_particle_count,random_forest,permutation_importance,9,timestep,-1832.9946583184415
full,largest_fragment_particle_count,ridge,absolute_coefficient,1,cat__spin_axis_mz,1312842.9797090811
full,largest_fragment_particle_count,ridge,absolute_coefficient,2,cat__spin_axis_z,935632.2088160532
full,largest_fragment_particle_count,ridge,absolute_coefficient,3,num__periapsis_Rm,656894.3556146775
full,largest_fragment_particle_count,ridge,absolute_coefficient,4,num__particle_log10,433384.1161096265
full,largest_fragment_particle_count,ridge,absolute_coefficient,5,num__fof_linking_length,329945.04217511555
full,largest_fragment_particle_count,ridge,absolute_coefficient,6,cat__spin_axis_y,242968.4586415026
full,largest_fragment_particle_count,ridge,absolute_coefficient,7,num__mass_log10_kg,187222.05386082683
full,largest_fragment_particle_count,ridge,absolute_coefficient,8,num__v_inf_kms,151052.14202922978
full,largest_fragment_particle_count,ridge,absolute_coefficient,9,num__timestep,136027.0862160099
full,largest_fragment_particle_count,ridge,absolute_coefficient,10,cat__spin_axis_x,125393.33416036457
full,largest_fragment_particle_count,ridge,absolute_coefficient,11,num__spin_period_hr,61046.12543530342
full,largest_fragment_particle_count,ridge,absolute_coefficient,12,num__has_explicit_spin,17805.95970217751
full,largest_fragment_particle_count,ridge,absolute_coefficient,13,cat__spin_axis_none,8848.978091148418
full,largest_fragment_particle_count,ridge,permutation_importance,1,periapsis_Rm,526257.5368706791
full,largest_fragment_particle_count,ridge,permutation_importance,2,spin_axis,221791.45193348554
full,largest_fragment_particle_count,ridge,permutation_importance,3,particle_log10,184879.70077397418
full,largest_fragment_particle_count,ridge,permutation_importance,4,fof_linking_length,81319.05342571616
full,largest_fragment_particle_count,ridge,permutation_importance,5,mass_log10_kg,55210.05245772691
full,largest_fragment_particle_count,ridge,permutation_importance,6,timestep,14899.688079241965
full,largest_fragment_particle_count,ridge,permutation_importance,7,v_inf_kms,8103.14079103996
full,largest_fragment_particle_count,ridge,permutation_importance,8,has_explicit_spin,-162.29023861063177
full,largest_fragment_particle_count,ridge,permutation_importance,9,spin_period_hr,-3792.3168256226927
