mass_code,spin_code,spin_orientation,spin_period_hr,resolution_code,periapsis_code,periapsis_rm,velocity_code,v_inf_kms,v_inf_source,timestep,fof_linking_length,physical_output_type,physical_snapshot_date,physical_file,scenario_name,fof_file,row_count_aggregated,physical_file_count,n_fragments,n_fragments_min,n_fragments_max,total_fragment_mass_kg,total_fragment_mass_kg_min,total_fragment_mass_kg_max,bound_fragment_count,bound_fragment_count_min,bound_fragment_count_max,bound_mass_kg,bound_mass_kg_min,bound_mass_kg_max,bound_mass_fraction,bound_mass_fraction_min,bound_mass_fraction_max,largest_bound_fragment_mass_kg,largest_bound_fragment_mass_kg_min,largest_bound_fragment_mass_kg_max,unbound_fragment_count,unbound_fragment_count_min,unbound_fragment_count_max,unbound_mass_kg,unbound_mass_kg_min,unbound_mass_kg_max,unbound_mass_fraction,unbound_mass_fraction_min,unbound_mass_fraction_max,largest_unbound_fragment_mass_kg,largest_unbound_fragment_mass_kg_min,largest_unbound_fragment_mass_kg_max
A1900,s030z,prograde_z,3.0,n65,r12,1.2,v08,0.8,physical_snapshot_filename,90000,0.002,FullVolume,00:27:46 2022-06-25 BST,Ma_xp_A1900_s030z_n65_r12_v08_90000.hdf5,Ma_xp_A1900_s030z_n65_r12_v08_90000,Ma_xp_A1900_s030z_n65_r12_v08_90000_fof_0.002_0000.hdf5,1,1,350,350,350,1.00003575079e+19,1.00003575079e+19,1.00003575079e+19,0,0,0,0,0,0,0,0,0,0,0,0,350,350,350,1.00003575079e+19,1.00003575079e+19,1.00003575079e+19,1,1,1,3.49777421828e+17,3.49777421828e+17,3.49777421828e+17
A1900,s047z,prograde_z,4.7,n65,r12,1.2,v08,0.8,physical_snapshot_filename,90000,0.002,FullVolume,12:19:31 2022-08-20 BST,Ma_xp_A1900_s047z_n65_r12_v08_90000.hdf5,Ma_xp_A1900_s047z_n65_r12_v08_90000,Ma_xp_A1900_s047z_n65_r12_v08_90000_fof_0.002_0000.hdf5,1,1,314,314,314,9.99140426674e+18,9.99140426674e+18,9.99140426674e+18,0,0,0,0,0,0,0,0,0,0,0,0,314,314,314,9.99140426674e+18,9.99140426674e+18,9.99140426674e+18,1,1,1,3.67205721105e+17,3.67205721105e+17,3.67205721105e+17
A1900,,no_spin,,n65,r12,1.2,v10,1.0,physical_snapshot_filename,90000,0.002,FullVolume,21:30:21 2022-07-10 BST,Ma_xp_A1900_n65_r12_v10_90000.hdf5,Ma_xp_A1900_n65_r12_v10_90000,Ma_xp_A1900_n65_r12_v10_90000_fof_0.002_0000.hdf5,1,1,284,284,284,9.50598306368e+18,9.50598306368e+18,9.50598306368e+18,0,0,0,0,0,0,0,0,0,0,0,0,284,284,284,9.50598306368e+18,9.50598306368e+18,9.50598306368e+18,1,1,1,9.5819180263e+17,9.5819180263e+17,9.5819180263e+17
A1900,s047z,prograde_z,4.7,n65,r12,1.2,v15,1.5,physical_snapshot_filename,90000,0.002,FullVolume,18:20:22 2022-08-23 BST,Ma_xp_A1900_s047z_n65_r12_v15_90000.hdf5,Ma_xp_A1900_s047z_n65_r12_v15_90000,Ma_xp_A1900_s047z_n65_r12_v15_90000_fof_0.002_0000.hdf5,1,1,207,207,207,9.99638049448e+18,9.99638049448e+18,9.99638049448e+18,0,0,0,0,0,0,0,0,0,0,0,0,207,207,207,9.99638049448e+18,9.99638049448e+18,9.99638049448e+18,1,1,1,5.34976136989e+17,5.34976136989e+17,5.34976136989e+17
A1900,s030z,prograde_z,3.0,n65,r12,1.2,v20,2.0,physical_snapshot_filename,90000,0.002,FullVolume,18:43:02 2022-07-07 BST,Ma_xp_A1900_s030z_n65_r12_v20_90000.hdf5,Ma_xp_A1900_s030z_n65_r12_v20_90000,Ma_xp_A1900_s030z_n65_r12_v20_90000_fof_0.002_0000.hdf5,1,1,201,201,201,1.00103323119e+19,1.00103323119e+19,1.00103323119e+19,0,0,0,0,0,0,0,0,0,0,0,0,201,201,201,1.00103323119e+19,1.00103323119e+19,1.00103323119e+19,1,1,1,4.95944592703e+17,4.95944592703e+17,4.95944592703e+17
A1900,s047z,prograde_z,4.7,n65,r12,1.2,v20,2.0,physical_snapshot_filename,90000,0.002,FullVolume,18:57:46 2022-08-28 BST,Ma_xp_A1900_s047z_n65_r12_v20_90000.hdf5,Ma_xp_A1900_s047z_n65_r12_v20_90000,Ma_xp_A1900_s047z_n65_r12_v20_90000_fof_0.002_0000.hdf5,1,1,129,129,129,9.99940358449e+18,9.99940358449e+18,9.99940358449e+18,0,0,0,0,0,0,0,0,0,0,0,0,129,129,129,9.99940358449e+18,9.99940358449e+18,9.99940358449e+18,1,1,1,7.12524903681e+17,7.12524903681e+17,7.12524903681e+17
A1950,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.002,FullVolume,08:21:47 2022-04-27 BST,Ma_xp_A1950_n65_r12_v00_90000.hdf5,Ma_xp_A1950_n65_r12_v00_90000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.002_0000.hdf5,1,1,272,272,272,3.1587886678e+19,3.1587886678e+19,3.1587886678e+19,38,38,38,2.88493191465e+18,2.88493191465e+18,2.88493191465e+18,0.0913303236795,0.0913303236795,0.0913303236795,6.76105103333e+17,6.76105103333e+17,6.76105103333e+17,234,234,234,2.87029547634e+19,2.87029547634e+19,2.87029547634e+19,0.908669676321,0.908669676321,0.908669676321,1.93348506014e+18,1.93348506014e+18,1.93348506014e+18
A1950,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0020,FullVolume,08:21:47 2022-04-27 BST,Ma_xp_A1950_n65_r12_v00_90000.hdf5,Ma_xp_A1950_n65_r12_v00_90000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.0020_0000.hdf5,1,1,273,273,273,3.15770430579e+19,3.15770430579e+19,3.15770430579e+19,38,38,38,2.8838935915e+18,2.8838935915e+18,2.8838935915e+18,0.0913288044802,0.0913288044802,0.0913288044802,6.75723078776e+17,6.75723078776e+17,6.75723078776e+17,235,235,235,2.86931494664e+19,2.86931494664e+19,2.86931494664e+19,0.90867119552,0.90867119552,0.90867119552,1.93328915011e+18,1.93328915011e+18,1.93328915011e+18
A1950,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0027,FullVolume,08:21:47 2022-04-27 BST,Ma_xp_A1950_n65_r12_v00_90000.hdf5,Ma_xp_A1950_n65_r12_v00_90000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.0027_0000.hdf5,1,1,273,273,273,3.15862508293e+19,3.15862508293e+19,3.15862508293e+19,38,38,38,2.88478498213e+18,2.88478498213e+18,2.88478498213e+18,0.0913304018804,0.0913304018804,0.0913304018804,6.76095307832e+17,6.76095307832e+17,6.76095307832e+17,235,235,235,2.87014658472e+19,2.87014658472e+19,2.87014658472e+19,0.90866959812,0.90866959812,0.90866959812,1.93347526464e+18,1.93347526464e+18,1.93347526464e+18
A1950,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.003,FullVolume,08:21:47 2022-04-27 BST,Ma_xp_A1950_n65_r12_v00_90000.hdf5,Ma_xp_A1950_n65_r12_v00_90000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.003_0000.hdf5,1,1,272,272,272,3.1587886678e+19,3.1587886678e+19,3.1587886678e+19,38,38,38,2.88493191465e+18,2.88493191465e+18,2.88493191465e+18,0.0913303236795,0.0913303236795,0.0913303236795,6.76105103333e+17,6.76105103333e+17,6.76105103333e+17,234,234,234,2.87029547634e+19,2.87029547634e+19,2.87029547634e+19,0.908669676321,0.908669676321,0.908669676321,1.93348506014e+18,1.93348506014e+18,1.93348506014e+18
A1950,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0034,FullVolume,08:21:47 2022-04-27 BST,Ma_xp_A1950_n65_r12_v00_90000.hdf5,Ma_xp_A1950_n65_r12_v00_90000,Ma_xp_A1950_n65_r12_v00_90000_fof_0.0034_0000.hdf5,1,1,273,273,273,3.15898457783e+19,3.15898457783e+19,3.15898457783e+19,38,38,38,2.88503966517e+18,2.88503966517e+18,2.88503966517e+18,0.09132807059,0.09132807059,0.09132807059,6.76144285339e+17,6.76144285339e+17,6.76144285339e+17,235,235,235,2.87048061132e+19,2.87048061132e+19,2.87048061132e+19,0.90867192941,0.90867192941,0.90867192941,1.93350465114e+18,1.93350465114e+18,1.93350465114e+18
A1950,,no_spin,,n65,r16,1.6,v00,0.0,physical_snapshot_filename,90000,0.002,FullVolume,05:34:57 2022-05-01 BST,Ma_xp_A1950_n65_r16_v00_90000.hdf5,Ma_xp_A1950_n65_r16_v00_90000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.002_0000.hdf5,1,1,200,200,200,3.15765924648e+19,3.15765924648e+19,3.15765924648e+19,2,2,2,6.44543997556e+15,6.44543997556e+15,6.44543997556e+15,0.000204120820913,0.000204120820913,0.000204120820913,3.50678953078e+15,3.50678953078e+15,3.50678953078e+15,198,198,198,3.15701470249e+19,3.15701470249e+19,3.15701470249e+19,0.999795879179,0.999795879179,0.999795879179,7.59574530575e+18,7.59574530575e+18,7.59574530575e+18
A1950,,no_spin,,n65,r16,1.6,v00,0.0,physical_snapshot_filename,90000,0.0020,FullVolume,05:34:57 2022-05-01 BST,Ma_xp_A1950_n65_r16_v00_90000.hdf5,Ma_xp_A1950_n65_r16_v00_90000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.0020_0000.hdf5,1,1,200,200,200,3.15765924648e+19,3.15765924648e+19,3.15765924648e+19,2,2,2,6.44543997556e+15,6.44543997556e+15,6.44543997556e+15,0.000204120820913,0.000204120820913,0.000204120820913,3.50678953078e+15,3.50678953078e+15,3.50678953078e+15,198,198,198,3.15701470249e+19,3.15701470249e+19,3.15701470249e+19,0.999795879179,0.999795879179,0.999795879179,7.59574530575e+18,7.59574530575e+18,7.59574530575e+18
A1950,,no_spin,,n65,r16,1.6,v00,0.0,physical_snapshot_filename,90000,0.0027,FullVolume,05:34:57 2022-05-01 BST,Ma_xp_A1950_n65_r16_v00_90000.hdf5,Ma_xp_A1950_n65_r16_v00_90000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.0027_0000.hdf5,1,1,204,204,204,3.15872891525e+19,3.15872891525e+19,3.15872891525e+19,2,2,2,6.44543997556e+15,6.44543997556e+15,6.44543997556e+15,0.000204051697645,0.000204051697645,0.000204051697645,3.50678953078e+15,3.50678953078e+15,3.50678953078e+15,202,202,202,3.15808437125e+19,3.15808437125e+19,3.15808437125e+19,0.999795948302,0.999795948302,0.999795948302,7.59762604203e+18,7.59762604203e+18,7.59762604203e+18
A1950,,no_spin,,n65,r16,1.6,v00,0.0,physical_snapshot_filename,90000,0.003,FullVolume,05:34:57 2022-05-01 BST,Ma_xp_A1950_n65_r16_v00_90000.hdf5,Ma_xp_A1950_n65_r16_v00_90000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.003_0000.hdf5,1,1,205,205,205,3.15899535289e+19,3.15899535289e+19,3.15899535289e+19,2,2,2,6.44543997556e+15,6.44543997556e+15,6.44543997556e+15,0.00020403448741,0.00020403448741,0.00020403448741,3.50678953078e+15,3.50678953078e+15,3.50678953078e+15,203,203,203,3.15835080889e+19,3.15835080889e+19,3.15835080889e+19,0.999795965513,0.999795965513,0.999795965513,7.59798847559e+18,7.59798847559e+18,7.59798847559e+18
A1950,,no_spin,,n65,r16,1.6,v00,0.0,physical_snapshot_filename,90000,0.0034,FullVolume,05:34:57 2022-05-01 BST,Ma_xp_A1950_n65_r16_v00_90000.hdf5,Ma_xp_A1950_n65_r16_v00_90000,Ma_xp_A1950_n65_r16_v00_90000_fof_0.0034_0000.hdf5,1,1,204,204,204,3.15916285596e+19,3.15916285596e+19,3.15916285596e+19,2,2,2,6.44543997556e+15,6.44543997556e+15,6.44543997556e+15,0.000204023669226,0.000204023669226,0.000204023669226,3.50678953078e+15,3.50678953078e+15,3.50678953078e+15,202,202,202,3.15851831196e+19,3.15851831196e+19,3.15851831196e+19,0.999795976331,0.999795976331,0.999795976331,7.59837050014e+18,7.59837050014e+18,7.59837050014e+18
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0010,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0010_0000.hdf5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0020,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0020_0000.hdf5,1,1,6441,6441,6441,1.30727566541e+19,1.30727566541e+19,1.30727566541e+19,1650,1650,1650,3.10505301839e+18,3.10505301839e+18,3.10505301839e+18,0.237520907071,0.237520907071,0.237520907071,5.24637171042e+16,5.24637171042e+16,5.24637171042e+16,4791,4791,4791,9.96770363567e+18,9.96770363567e+18,9.96770363567e+18,0.762479092929,0.762479092929,0.762479092929,4.02273448327e+17,4.02273448327e+17,4.02273448327e+17
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0030,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0030_0000.hdf5,1,1,359,359,359,9.9848983557e+19,9.9848983557e+19,9.9848983557e+19,106,106,106,1.99203247269e+19,1.99203247269e+19,1.99203247269e+19,0.199504531917,0.199504531917,0.199504531917,1.88680462641e+18,1.88680462641e+18,1.88680462641e+18,253,253,253,7.99286588301e+19,7.99286588301e+19,7.99286588301e+19,0.800495468083,0.800495468083,0.800495468083,4.8178044629e+18,4.8178044629e+18,4.8178044629e+18
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0035,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0035_0000.hdf5,1,1,360,360,360,9.98671321628e+19,9.98671321628e+19,9.98671321628e+19,106,106,106,1.99245676604e+19,1.99245676604e+19,1.99245676604e+19,0.199510762238,0.199510762238,0.199510762238,1.88686656704e+18,1.88686656704e+18,1.88686656704e+18,254,254,254,7.99425645024e+19,7.99425645024e+19,7.99425645024e+19,0.800489237762,0.800489237762,0.800489237762,4.81826901766e+18,4.81826901766e+18,4.81826901766e+18
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0040,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0040_0000.hdf5,1,1,361,361,361,9.98769497533e+19,9.98769497533e+19,9.98769497533e+19,106,106,106,1.99267665529e+19,1.99267665529e+19,1.99267665529e+19,0.199513166973,0.199513166973,0.199513166973,1.88686656704e+18,1.88686656704e+18,1.88686656704e+18,255,255,255,7.99501832004e+19,7.99501832004e+19,7.99501832004e+19,0.800486833027,0.800486833027,0.800486833027,4.81829998798e+18,4.81829998798e+18,4.81829998798e+18
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0045,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0045_0000.hdf5,1,1,361,361,361,9.98820288853e+19,9.98820288853e+19,9.98820288853e+19,106,106,106,1.99280053656e+19,1.99280053656e+19,1.99280053656e+19,0.199515424226,0.199515424226,0.199515424226,1.88686656704e+18,1.88686656704e+18,1.88686656704e+18,255,255,255,7.99540235197e+19,7.99540235197e+19,7.99540235197e+19,0.800484575774,0.800484575774,0.800484575774,4.81836192861e+18,4.81836192861e+18,4.81836192861e+18
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0050,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0050_0000.hdf5,1,1,362,362,362,9.98863337594e+19,9.98863337594e+19,9.98863337594e+19,107,107,107,1.99295538814e+19,1.99295538814e+19,1.99295538814e+19,0.199522328344,0.199522328344,0.199522328344,1.88686656704e+18,1.88686656704e+18,1.88686656704e+18,255,255,255,7.9956779878e+19,7.9956779878e+19,7.9956779878e+19,0.800477671656,0.800477671656,0.800477671656,4.81839289893e+18,4.81839289893e+18,4.81839289893e+18
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0060,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0060_0000.hdf5,1,1,361,361,361,9.98919703571e+19,9.98919703571e+19,9.98919703571e+19,106,106,106,1.99305449316e+19,1.99305449316e+19,1.99305449316e+19,0.19952099113,0.19952099113,0.19952099113,1.88686656704e+18,1.88686656704e+18,1.88686656704e+18,255,255,255,7.99614254255e+19,7.99614254255e+19,7.99614254255e+19,0.80047900887,0.80047900887,0.80047900887,4.81839289893e+18,4.81839289893e+18,4.81839289893e+18
A2000,,no_spin,,n65,r11,1.1,v00,0.0,physical_snapshot_filename,90000,0.0080,FullVolume,17:35:13 2023-04-09 BST,Ma_xp_A2000_n65_r11_v00_90000.hdf5,Ma_xp_A2000_n65_r11_v00_90000,Ma_xp_A2000_n65_r11_v00_90000_fof_0.0080_0000.hdf5,1,1,361,361,361,9.98994032332e+19,9.98994032332e+19,9.98994032332e+19,105,105,105,1.99317837442e+19,1.99317837442e+19,1.99317837442e+19,0.19951854665,0.19951854665,0.19951854665,1.88686656704e+18,1.88686656704e+18,1.88686656704e+18,256,256,256,7.99676194889e+19,7.99676194889e+19,7.99676194889e+19,0.80048145335,0.80048145335,0.80048145335,4.81839289893e+18,4.81839289893e+18,4.81839289893e+18
A2000,,no_spin,,n50,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0126,FullVolume,20:37:52 2023-03-03 GMT,Ma_xp_A2000_n50_r12_v00_90000.hdf5,Ma_xp_A2000_n50_r12_v00_90000,Ma_xp_A2000_n50_r12_v00_90000_fof_0.0126_0000.hdf5,1,1,57,57,57,9.97955981426e+19,9.97955981426e+19,9.97955981426e+19,19,19,19,2.24043331297e+19,2.24043331297e+19,2.24043331297e+19,0.224502218,0.224502218,0.224502218,3.83238069063e+18,3.83238069063e+18,3.83238069063e+18,38,38,38,7.73912650129e+19,7.73912650129e+19,7.73912650129e+19,0.775497782,0.775497782,0.775497782,9.78343101378e+18,9.78343101378e+18,9.78343101378e+18
A2000,,no_spin,,n55,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0086,FullVolume,14:33:01 2023-03-05 GMT,Ma_xp_A2000_n55_r12_v00_90000.hdf5,Ma_xp_A2000_n55_r12_v00_90000,Ma_xp_A2000_n55_r12_v00_90000_fof_0.0086_0000.hdf5,1,1,89,89,89,9.97750786743e+19,9.97750786743e+19,9.97750786743e+19,26,26,26,2.11212476254e+19,2.11212476254e+19,2.11212476254e+19,0.21168860908,0.21168860908,0.21168860908,3.72166373531e+18,3.72166373531e+18,3.72166373531e+18,63,63,63,7.86538310489e+19,7.86538310489e+19,7.86538310489e+19,0.78831139092,0.78831139092,0.78831139092,9.28553693543e+18,9.28553693543e+18,9.28553693543e+18
A2000,,no_spin,,n60,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0059,FullVolume,18:36:50 2023-03-07 GMT,Ma_xp_A2000_n60_r12_v00_90000.hdf5,Ma_xp_A2000_n60_r12_v00_90000,Ma_xp_A2000_n60_r12_v00_90000_fof_0.0059_0000.hdf5,1,1,153,153,153,9.98655608666e+19,9.98655608666e+19,9.98655608666e+19,57,57,57,2.05632157505e+19,2.05632157505e+19,2.05632157505e+19,0.205908979753,0.205908979753,0.205908979753,3.08618190075e+18,3.08618190075e+18,3.08618190075e+18,96,96,96,7.93023451161e+19,7.93023451161e+19,7.93023451161e+19,0.794091020247,0.794091020247,0.794091020247,7.90559370007e+18,7.90559370007e+18,7.90559370007e+18
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0010,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0010_0000.hdf5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0020,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0020_0000.hdf5,1,1,6136,6136,6136,1.27317734632e+19,1.27317734632e+19,1.27317734632e+19,1632,1632,1632,2.99848415737e+18,2.99848415737e+18,2.99848415737e+18,0.235511899897,0.235511899897,0.235511899897,7.43907015845e+16,7.43907015845e+16,7.43907015845e+16,4504,4504,4504,9.73328930582e+18,9.73328930582e+18,9.73328930582e+18,0.764488100103,0.764488100103,0.764488100103,2.20694479389e+17,2.20694479389e+17,2.20694479389e+17
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0030,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0030_0000.hdf5,1,1,330,330,330,9.98411790371e+19,9.98411790371e+19,9.98411790371e+19,107,107,107,1.87545090817e+19,1.87545090817e+19,1.87545090817e+19,0.187843425554,0.187843425554,0.187843425554,2.43435983208e+18,2.43435983208e+18,2.43435983208e+18,223,223,223,8.10866699554e+19,8.10866699554e+19,8.10866699554e+19,0.812156574446,0.812156574446,0.812156574446,6.54910712737e+18,6.54910712737e+18,6.54910712737e+18
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0035,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0035_0000.hdf5,1,1,332,332,332,9.98618981792e+19,9.98618981792e+19,9.98618981792e+19,106,106,106,1.87593094809e+19,1.87593094809e+19,1.87593094809e+19,0.187852522563,0.187852522563,0.187852522563,2.43445274303e+18,2.43445274303e+18,2.43445274303e+18,226,226,226,8.11025886984e+19,8.11025886984e+19,8.11025886984e+19,0.812147477437,0.812147477437,0.812147477437,6.55034594005e+18,6.55034594005e+18,6.55034594005e+18
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0040,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0040_0000.hdf5,1,1,334,334,334,9.98719015917e+19,9.98719015917e+19,9.98719015917e+19,108,108,108,1.87625303939e+19,1.87625303939e+19,1.87625303939e+19,0.18786595724,0.18786595724,0.18786595724,2.43448371334e+18,2.43448371334e+18,2.43448371334e+18,226,226,226,8.11093711978e+19,8.11093711978e+19,8.11093711978e+19,0.81213404276,0.81213404276,0.81213404276,6.55090340576e+18,6.55090340576e+18,6.55090340576e+18
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0045,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0045_0000.hdf5,1,1,336,336,336,9.98782195363e+19,9.98782195363e+19,9.98782195363e+19,110,110,110,1.87652557818e+19,1.87652557818e+19,1.87652557818e+19,0.18788136061,0.18788136061,0.18788136061,2.43451468366e+18,2.43451468366e+18,2.43451468366e+18,226,226,226,8.11129637546e+19,8.11129637546e+19,8.11129637546e+19,0.81211863939,0.81211863939,0.81211863939,6.55130601988e+18,6.55130601988e+18,6.55130601988e+18
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0050,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0050_0000.hdf5,1,1,335,335,335,9.98819669447e+19,9.98819669447e+19,9.98819669447e+19,110,110,110,1.87667113867e+19,1.87667113867e+19,1.87667113867e+19,0.187888884858,0.187888884858,0.187888884858,2.43451468366e+18,2.43451468366e+18,2.43451468366e+18,225,225,225,8.11152555581e+19,8.11152555581e+19,8.11152555581e+19,0.812111115142,0.812111115142,0.812111115142,6.55139893083e+18,6.55139893083e+18,6.55139893083e+18
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0060,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0060_0000.hdf5,1,1,335,335,335,9.98888733254e+19,9.98888733254e+19,9.98888733254e+19,110,110,110,1.87682908728e+19,1.87682908728e+19,1.87682908728e+19,0.187891706534,0.187891706534,0.187891706534,2.43454565398e+18,2.43454565398e+18,2.43454565398e+18,225,225,225,8.11205824526e+19,8.11205824526e+19,8.11205824526e+19,0.812108293466,0.812108293466,0.812108293466,6.55167766369e+18,6.55167766369e+18,6.55167766369e+18
A2000,,no_spin,,n65,r12,1.2,v00,0.0,physical_snapshot_filename,90000,0.0080,FullVolume,01:22:00 2023-03-29 BST,Ma_xp_A2000_n65_r12_v00_90000.hdf5,Ma_xp_A2000_n65_r12_v00_90000,Ma_xp_A2000_n65_r12_v00_90000_fof_0.0080_0000.hdf5,1,1,335,335,335,9.98963371718e+19,9.98963371718e+19,9.98963371718e+19,110,110,110,1.87699013293e+19,1.87699013293e+19,1.87699013293e+19,0.187893789309,0.187893789309,0.187893789309,2.43454565398e+18,2.43454565398e+18,2.43454565398e+18,225,225,225,8.11264358425e+19,8.11264358425e+19,8.11264358425e+19,0.812106210691,0.812106210691,0.812106210691,6.55214221844e+18,6.55214221844e+18,6.55214221844e+18
A2000,,no_spin,,n65,r13,1.3,v00,0.0,physical_snapshot_filename,90000,0.0010,FullVolume,05:28:22 2023-04-10 BST,Ma_xp_A2000_n65_r13_v00_90000.hdf5,Ma_xp_A2000_n65_r13_v00_90000,Ma_xp_A2000_n65_r13_v00_90000_fof_0.0010_0000.hdf5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
