fof_file,physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,n_fragments,total_fragment_mass_kg,bound_fragment_count,bound_mass_kg,bound_mass_fraction,largest_bound_fragment_mass_kg,unbound_fragment_count,unbound_mass_kg,unbound_mass_fraction,largest_unbound_fragment_mass_kg,physical_path,physical_exists,fof_filename_exists_in_source,metadata_status,metadata_conflicts,spin_orientation,spin_period_hr,periapsis_rm,v_inf_kms,v_inf_source,physical_snapshot_date,physical_output_type,physical_run_name,physical_particle_count,scenario_name
Ma_xp_A1950_n65_r16_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.002,200,3.157659246483861e+19,2,6445439975561000.0,0.00020412082091309162,3506789530776349.5,198,3.157014702486305e+19,0.999795879179087,7.595745305745701e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,True,False,mapped,,no_spin,,1.6,0.0,physical_snapshot_filename,05:34:57 2022-05-01 BST,FullVolume,Untitled SWIFT simulation,3227694,Ma_xp_A1950_n65_r16_v00_90000
Ma_xp_A1950_n65_r16_v00_90000_fof_0.0034_0000.hdf5,Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.0034,204,3.159162855961451e+19,2,6445439975561000.0,0.00020402366922611252,3506789530776349.5,202,3.1585183119638946e+19,0.9997959763307738,7.598370500143147e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,True,False,mapped,,no_spin,,1.6,0.0,physical_snapshot_filename,05:34:57 2022-05-01 BST,FullVolume,Untitled SWIFT simulation,3227694,Ma_xp_A1950_n65_r16_v00_90000
Ma_xp_A1950_n65_r16_v00_90000_fof_0.003_0000.hdf5,Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.003,205,3.1589953528860967e+19,2,6445439975561000.0,0.00020403448740981424,3506789530776349.5,203,3.1583508088885404e+19,0.9997959655125901,7.59798847558531e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,True,False,mapped,,no_spin,,1.6,0.0,physical_snapshot_filename,05:34:57 2022-05-01 BST,FullVolume,Untitled SWIFT simulation,3227694,Ma_xp_A1950_n65_r16_v00_90000
Ma_xp_A2000_n50_r12_v00_90000_fof_0.0126_0000.hdf5,Ma_xp_A2000_n50_r12_v00_90000.hdf5,A2000,n50,r12,v00,,90000,0.0126,57,9.979559814256088e+19,19,2.240433312968013e+19,0.2245022180003861,3.8323806906292884e+18,38,7.739126501288074e+19,0.7754977819996137,9.78343101378231e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n50_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,20:37:52 2023-03-03 GMT,FullVolume,Untitled SWIFT simulation,108605,Ma_xp_A2000_n50_r12_v00_90000
Ma_xp_A2000_n50_r14_v00_90000_fof_0.0126_0000.hdf5,Ma_xp_A2000_n50_r14_v00_90000.hdf5,A2000,n50,r14,v00,,90000,0.0126,52,9.96777920118212e+19,20,1.7557715282212858e+19,0.17614470513282052,5.963935368702657e+18,32,8.212007672960837e+19,0.8238552948671798,1.386799045302653e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n50_r14_v00_90000.hdf5,True,False,mapped,,no_spin,,1.4,0.0,physical_snapshot_filename,20:58:22 2023-03-03 GMT,FullVolume,Untitled SWIFT simulation,108605,Ma_xp_A2000_n50_r14_v00_90000
Ma_xp_A2000_n50_r16_v00_90000_fof_0.0126_0000.hdf5,Ma_xp_A2000_n50_r16_v00_90000.hdf5,A2000,n50,r16,v00,,90000,0.0126,29,9.98268903960046e+19,6,1.5954447471675965e+19,0.1598211404601111,6.450806018400762e+18,23,8.387244292432862e+19,0.8401788595398888,3.3945652500561355e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n50_r16_v00_90000.hdf5,True,False,mapped,,no_spin,,1.6,0.0,physical_snapshot_filename,21:40:18 2023-03-03 GMT,FullVolume,Untitled SWIFT simulation,108605,Ma_xp_A2000_n50_r16_v00_90000
Ma_xp_A2000_n55_r12_v00_90000_fof_0.0086_0000.hdf5,Ma_xp_A2000_n55_r12_v00_90000.hdf5,A2000,n55,r12,v00,,90000,0.0086,89,9.977507867427522e+19,26,2.1121247625399984e+19,0.21168860907995082,3.7216637353099955e+18,63,7.865383104887525e+19,0.7883113909200493,9.285536935430296e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n55_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,14:33:01 2023-03-05 GMT,FullVolume,Untitled SWIFT simulation,319379,Ma_xp_A2000_n55_r12_v00_90000
Ma_xp_A2000_n55_r14_v00_90000_fof_0.0086_0000.hdf5,Ma_xp_A2000_n55_r14_v00_90000.hdf5,A2000,n55,r14,v00,,90000,0.0086,73,9.980168210690485e+19,24,1.9531614279874535e+19,0.19570425936261074,4.024629885825642e+18,49,8.027006782703033e+19,0.8042957406373893,1.252959080948443e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n55_r14_v00_90000.hdf5,True,False,mapped,,no_spin,,1.4,0.0,physical_snapshot_filename,15:43:06 2023-03-05 GMT,FullVolume,Untitled SWIFT simulation,319377,Ma_xp_A2000_n55_r14_v00_90000
Ma_xp_A2000_n55_r16_v00_90000_fof_0.0086_0000.hdf5,Ma_xp_A2000_n55_r16_v00_90000.hdf5,A2000,n55,r16,v00,,90000,0.0086,60,9.987836258922732e+19,11,1.411046067132353e+19,0.14127645173115258,4.3811158831782467e+18,49,8.576790191790378e+19,0.8587235482688473,3.246745515486035e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n55_r16_v00_90000.hdf5,True,False,mapped,,no_spin,,1.6,0.0,physical_snapshot_filename,19:58:40 2023-03-05 GMT,FullVolume,Untitled SWIFT simulation,319379,Ma_xp_A2000_n55_r16_v00_90000
Ma_xp_A2000_n60_r12_v00_90000_fof_0.0059_0000.hdf5,Ma_xp_A2000_n60_r12_v00_90000.hdf5,A2000,n60,r12,v00,,90000,0.0059,153,9.98655608665633e+19,57,2.056321575047569e+19,0.20590897975280492,3.0861819007456276e+18,96,7.930234511608758e+19,0.7940910202471949,7.905593700068805e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n60_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,18:36:50 2023-03-07 GMT,FullVolume,Untitled SWIFT simulation,1002827,Ma_xp_A2000_n60_r12_v00_90000
Ma_xp_A2000_n60_r14_v00_90000_fof_0.0059_0000.hdf5,Ma_xp_A2000_n60_r14_v00_90000.hdf5,A2000,n60,r14,v00,,90000,0.0059,131,9.986356727338226e+19,47,1.778843310226949e+19,0.1781273550300144,2.5799089162196116e+18,84,8.207513417111278e+19,0.8218726449699857,1.0563352429414705e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n60_r14_v00_90000.hdf5,True,False,mapped,,no_spin,,1.4,0.0,physical_snapshot_filename,22:03:03 2023-03-07 GMT,FullVolume,Untitled SWIFT simulation,1002823,Ma_xp_A2000_n60_r14_v00_90000
Ma_xp_A2000_n60_r16_v00_90000_fof_0.0059_0000.hdf5,Ma_xp_A2000_n60_r16_v00_90000.hdf5,A2000,n60,r16,v00,,90000,0.0059,87,9.988838750824151e+19,24,1.4231464175359402e+19,0.1424736601557934,4.1370048585863956e+18,63,8.56569233328821e+19,0.8575263398442065,2.7592824613299204e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n60_r16_v00_90000.hdf5,True,False,mapped,,no_spin,,1.6,0.0,physical_snapshot_filename,07:47:33 2023-03-08 GMT,FullVolume,Untitled SWIFT simulation,1002827,Ma_xp_A2000_n60_r16_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0010,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0020,6441,1.3072756654055838e+19,1650,3.1050530183864156e+18,0.2375209070707416,5.2463717104166344e+16,4791,9.967703635669422e+18,0.7624790929292584,4.022734483269132e+17,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0030,359,9.984898355698947e+19,106,1.9920324726922043e+19,0.19950453191696624,1.886804626408266e+18,253,7.992865883006743e+19,0.8004954680830338,4.817804462904375e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0035_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0035,360,9.986713216278823e+19,106,1.992456766035963e+19,0.19951076223838718,1.8868665670423913e+18,254,7.99425645024286e+19,0.8004892377616128,4.818269017660323e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0040,361,9.98769497532971e+19,106,1.992676655287108e+19,0.19951316697287572,1.8868665670423913e+18,255,7.9950183200426e+19,0.8004868330271242,4.818299987977386e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0045_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0045,361,9.988202888529537e+19,106,1.9928005365553586e+19,0.19951542422550236,1.8868665670423913e+18,255,7.99540235197418e+19,0.8004845757744978,4.818361928611512e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0050_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0050,362,9.988633375936709e+19,107,1.9929553881406722e+19,0.199522328343919,1.8868665670423913e+18,255,7.995677987796037e+19,0.8004776716560811,4.818392898928575e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0060_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0060,361,9.989197035707246e+19,106,1.9930544931552723e+19,0.19952099112981025,1.8868665670423913e+18,255,7.996142542551974e+19,0.8004790088701897,4.818392898928575e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0080_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0080,361,9.98994032331675e+19,105,1.993178374423522e+19,0.1995185466495128,1.8868665670423913e+18,256,7.996761948893227e+19,0.800481453350487,4.818392898928575e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,True,False,mapped,,no_spin,,1.1,0.0,physical_snapshot_filename,17:35:13 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r11_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0010,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0020,6136,1.2731773463196019e+19,1632,2.998484157373762e+18,0.23551189989686336,7.439070158453811e+16,4504,9.733289305822257e+18,0.7644881001031367,2.206944793885611e+17,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0030,330,9.984117903713447e+19,107,1.8754509081732338e+19,0.18784342555446856,2.4343598320760243e+18,223,8.108666995540212e+19,0.8121565744455314,6.549107127369593e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0035_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0035,332,9.986189817924942e+19,106,1.8759309480877048e+19,0.18785252256275553,2.4344527430272123e+18,226,8.110258869837236e+19,0.8121474774372442,6.55034594005212e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0040,334,9.987190159166066e+19,108,1.876253039385157e+19,0.18786595723955102,2.434483713344275e+18,226,8.11093711978091e+19,0.8121340427604491,6.550903405759257e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0045_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0045,336,9.987821953634145e+19,110,1.876525578175309e+19,0.18788136060960928,2.4345146836613376e+18,226,8.111296375458839e+19,0.812118639390391,6.551306019881078e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0050_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0050,335,9.988196694470604e+19,110,1.876671138665503e+19,0.18788888485790586,2.4345146836613376e+18,225,8.1115255558051e+19,0.8121111151420941,6.551398930832267e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0060_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0060,335,9.988887332541102e+19,110,1.876829087282523e+19,0.1878917065335515,2.4345456539784003e+18,225,8.112058245258579e+19,0.8121082934664484,6.551677663685836e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v00_90000_fof_0.0080_0000.hdf5,Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.0080,335,9.989633717182312e+19,110,1.876990132931249e+19,0.18789378930909142,2.4345456539784003e+18,225,8.112643584251064e+19,0.8121062106909087,6.552142218441783e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.0,physical_snapshot_filename,01:22:00 2023-03-29 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v00_90000
Ma_xp_A2000_n65_r12_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v02_90000.hdf5,A2000,n65,r12,v02,,90000,0.0040,356,9.986186720891919e+19,99,1.7347155933770906e+19,0.1737115118975218,2.3802546881675643e+18,257,8.251471127514828e+19,0.8262884881024782,5.494134246929838e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v02_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.2,physical_snapshot_filename,15:36:55 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227690,Ma_xp_A2000_n65_r12_v02_90000
Ma_xp_A2000_n65_r12_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v04_90000.hdf5,A2000,n65,r12,v04,,90000,0.0040,328,9.987567997038164e+19,70,1.4377505141583843e+19,0.14395401509003516,2.1626882108024056e+18,258,8.54981748287978e+19,0.8560459849099649,7.90461596459033e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v04_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.4,physical_snapshot_filename,23:56:03 2023-04-09 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v04_90000
Ma_xp_A2000_n65_r12_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v06_90000.hdf5,A2000,n65,r12,v06,,90000,0.0040,294,9.98761445252154e+19,43,7.387442639907464e+18,0.07396603738585825,1.8590552223201262e+18,251,9.248870188530791e+19,0.9260339626141415,8.296916970829479e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v06_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.6,physical_snapshot_filename,10:26:43 2023-04-10 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v06_90000
Ma_xp_A2000_n65_r12_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v08_90000.hdf5,A2000,n65,r12,v08,,90000,0.0040,314,9.9879334467943e+19,4,8.907682593562328e+17,0.008918444081564553,8.008304586062333e+17,310,9.898856620858678e+19,0.9910815559184355,8.636382616158863e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v08_90000.hdf5,True,False,mapped,,no_spin,,1.2,0.8,physical_snapshot_filename,22:07:51 2023-04-10 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v08_90000
Ma_xp_A2000_n65_r12_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v10_90000.hdf5,A2000,n65,r12,v10,,90000,0.0040,274,9.989258976366952e+19,0,0.0,0.0,0.0,274,9.989258976366952e+19,1.0,1.06859672290339e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v10_90000.hdf5,True,False,mapped,,no_spin,,1.2,1.0,physical_snapshot_filename,08:25:06 2023-04-13 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v10_90000
Ma_xp_A2000_n65_r12_v12_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v12_90000.hdf5,A2000,n65,r12,v12,,90000,0.0040,225,9.989934129274384e+19,0,0.0,0.0,0.0,225,9.989934129274384e+19,1.0,1.0940264502431164e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v12_90000.hdf5,True,False,mapped,,no_spin,,1.2,1.2,physical_snapshot_filename,19:48:31 2023-04-11 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v12_90000
Ma_xp_A2000_n65_r12_v14_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v14_90000.hdf5,A2000,n65,r12,v14,,90000,0.0040,211,9.98869531656673e+19,0,0.0,0.0,0.0,211,9.98869531656673e+19,1.0,2.3438614685712937e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v14_90000.hdf5,True,False,mapped,,no_spin,,1.2,1.4,physical_snapshot_filename,08:56:17 2023-04-14 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v14_90000
Ma_xp_A2000_n65_r12_v16_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r12_v16_90000.hdf5,A2000,n65,r12,v16,,90000,0.0040,165,9.990875626883205e+19,0,0.0,0.0,0.0,165,9.990875626883205e+19,1.0,2.1712855708059087e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r12_v16_90000.hdf5,True,False,mapped,,no_spin,,1.2,1.6,physical_snapshot_filename,17:17:59 2023-04-15 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r12_v16_90000
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,,90000,0.0010,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000.hdf5,True,False,mapped,,no_spin,,1.3,0.0,physical_snapshot_filename,05:28:22 2023-04-10 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r13_v00_90000
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A2000_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,,90000,0.0020,6178,1.235951025210257e+19,1496,2.8933709012630467e+18,0.23410077278513794,1.517855239241515e+17,4682,9.466139350839521e+18,0.7658992272148619,3.58357538732067e+17,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000.hdf5,True,False,mapped,,no_spin,,1.3,0.0,physical_snapshot_filename,05:28:22 2023-04-10 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r13_v00_90000
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2000_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,,90000,0.0030,354,9.98419532950584e+19,110,2.027196170685139e+19,0.20304051591361177,3.4376432533207654e+18,244,7.9569991588207e+19,0.7969594840863881,6.65954727801685e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000.hdf5,True,False,mapped,,no_spin,,1.3,0.0,physical_snapshot_filename,05:28:22 2023-04-10 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r13_v00_90000
Ma_xp_A2000_n65_r13_v00_90000_fof_0.0035_0000.hdf5,Ma_xp_A2000_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,,90000,0.0035,350,9.985901793975994e+19,109,2.0276452402825466e+19,0.20305078921422257,3.4376432533207654e+18,241,7.958256553693446e+19,0.7969492107857773,6.659640188968039e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r13_v00_90000.hdf5,True,False,mapped,,no_spin,,1.3,0.0,physical_snapshot_filename,05:28:22 2023-04-10 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r13_v00_90000
