fof_file,physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,n_fragments,total_fragment_mass_kg,bound_fragment_count,bound_mass_kg,bound_mass_fraction,largest_bound_fragment_mass_kg,unbound_fragment_count,unbound_mass_kg,unbound_mass_fraction,largest_unbound_fragment_mass_kg,physical_path,physical_exists,fof_filename_exists_in_source,metadata_status,metadata_conflicts,spin_orientation,spin_period_hr,periapsis_rm,v_inf_kms,v_inf_source,physical_snapshot_date,physical_output_type,physical_run_name,physical_particle_count,scenario_name
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0045_0000.hdf5,Ma_xp_A2000_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,,90000,0.0045,2,9.996273753035448e+19,0,0.0,0.0,0.0,2,9.996273753035448e+19,1.0,8.184250054213822e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000.hdf5,True,False,mapped,,no_spin,,1.9,0.0,physical_snapshot_filename,08:27:32 2023-04-23 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r19_v00_90000
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0050_0000.hdf5,Ma_xp_A2000_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,,90000,0.0050,2,9.996273753035448e+19,0,0.0,0.0,0.0,2,9.996273753035448e+19,1.0,8.184250054213822e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000.hdf5,True,False,mapped,,no_spin,,1.9,0.0,physical_snapshot_filename,08:27:32 2023-04-23 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r19_v00_90000
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0060_0000.hdf5,Ma_xp_A2000_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,,90000,0.0060,2,9.996273753035448e+19,0,0.0,0.0,0.0,2,9.996273753035448e+19,1.0,8.184250054213822e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000.hdf5,True,False,mapped,,no_spin,,1.9,0.0,physical_snapshot_filename,08:27:32 2023-04-23 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r19_v00_90000
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0080_0000.hdf5,Ma_xp_A2000_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,,90000,0.0080,2,9.996273753035448e+19,0,0.0,0.0,0.0,2,9.996273753035448e+19,1.0,8.184250054213822e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000.hdf5,True,False,mapped,,no_spin,,1.9,0.0,physical_snapshot_filename,08:27:32 2023-04-23 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r19_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0010,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0020,1296,3.1313777878896886e+18,0,0.0,0.0,0.0,1296,3.1313777878896886e+18,1.0,1.0406026533057789e+17,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0030,5,9.996078640038029e+19,0,0.0,0.0,0.0,5,9.996078640038029e+19,1.0,8.724437421443444e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0035_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0035,5,9.996109610355091e+19,0,0.0,0.0,0.0,5,9.996109610355091e+19,1.0,8.724437421443444e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0040,5,9.996112707386797e+19,0,0.0,0.0,0.0,5,9.996112707386797e+19,1.0,8.72444051847515e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0045_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0045,5,9.996121998481916e+19,0,0.0,0.0,0.0,5,9.996121998481916e+19,1.0,8.72444051847515e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0050_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0050,5,9.996125095513622e+19,0,0.0,0.0,0.0,5,9.996125095513622e+19,1.0,8.72444051847515e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0060_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0060,5,9.996131289577035e+19,0,0.0,0.0,0.0,5,9.996131289577035e+19,1.0,8.72444051847515e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0080_0000.hdf5,Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,0.0080,5,9.99613438660874e+19,0,0.0,0.0,0.0,5,9.99613438660874e+19,1.0,8.724443615506856e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.0,physical_snapshot_filename,06:18:01 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v00_90000
Ma_xp_A2000_n65_r20_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r20_v02_90000.hdf5,A2000,n65,r20,v02,,90000,0.0040,5,9.996131289576997e+19,0,0.0,0.0,0.0,5,9.996131289576997e+19,1.0,8.786734214213947e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v02_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.2,physical_snapshot_filename,11:20:47 2023-04-24 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v02_90000
Ma_xp_A2000_n65_r20_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r20_v04_90000.hdf5,A2000,n65,r20,v04,,90000,0.0040,2,9.995750354677098e+19,0,0.0,0.0,0.0,2,9.995750354677098e+19,1.0,8.941111953673616e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v04_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.4,physical_snapshot_filename,17:52:29 2023-04-27 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v04_90000
Ma_xp_A2000_n65_r20_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r20_v06_90000.hdf5,A2000,n65,r20,v06,,90000,0.0040,82,9.955687152523441e+19,0,0.0,0.0,0.0,82,9.955687152523441e+19,1.0,9.012628609833519e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v06_90000.hdf5,True,False,mapped,,no_spin,,2.0,0.6,physical_snapshot_filename,05:34:06 2023-04-28 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r20_v06_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0010,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0020,1015,2.7785949062284805e+18,0,0.0,0.0,0.0,1015,2.7785949062284805e+18,1.0,4.9664000441682605e+17,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0030,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0035_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0035,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0040,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0045_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0045,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0050_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0050,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0060_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0060,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0080_0000.hdf5,Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,0.0080,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,True,False,mapped,,no_spin,,2.2,0.0,physical_snapshot_filename,13:44:38 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r22_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0010,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0020,1235,1.796092567732588e+18,0,0.0,0.0,0.0,1235,1.796092567732588e+18,1.0,1.3657909824638334e+16,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0030,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0035_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0035,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0040,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0045_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0045,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0050_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0050,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0060_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0060,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_n65_r24_v00_90000_fof_0.0080_0000.hdf5,Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,0.0080,1,9.996273753012568e+19,0,0.0,0.0,0.0,1,9.996273753012568e+19,1.0,9.996273753012568e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,True,False,mapped,,no_spin,,2.4,0.0,physical_snapshot_filename,10:03:43 2023-04-22 BST,FullVolume,Untitled SWIFT simulation,3227695,Ma_xp_A2000_n65_r24_v00_90000
Ma_xp_A2000_s030mz_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030mz,90000,0.0040,1,9.950936691983581e+19,0,0.0,0.0,0.0,1,9.950936691983581e+19,1.0,9.950936691983581e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030mz_n65_r12_v00_90000.hdf5,True,False,mapped,,retrograde_z,3.0,1.2,0.0,physical_snapshot_filename,15:25:45 2023-05-30 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030mz_n65_r12_v00_90000
Ma_xp_A2000_s030x_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030x,90000,0.0040,4145,9.454978501317503e+19,1950,1.9942548445460296e+19,0.21092114003941315,3.075960966415753e+17,2195,7.460723656771474e+19,0.789078859960587,1.3714223103666243e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030x_n65_r12_v00_90000.hdf5,True,False,mapped,,equatorial,3.0,1.2,0.0,physical_snapshot_filename,13:33:34 2023-03-28 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030x_n65_r12_v00_90000
Ma_xp_A2000_s030x_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s030x,90000,0.0040,522,9.803526573456933e+19,66,6.127723324294966e+18,0.06250529621540261,3.933579791760219e+18,456,9.190754241027437e+19,0.9374947037845975,2.3073923910854517e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030x_n65_r16_v00_90000.hdf5,True,False,mapped,,equatorial,3.0,1.6,0.0,physical_snapshot_filename,04:46:33 2023-06-17 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030x_n65_r16_v00_90000
Ma_xp_A2000_s030x_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s030x,90000,0.0040,432,9.811531938882947e+19,0,0.0,0.0,0.0,432,9.811531938882947e+19,1.0,2.3564284010496967e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030x_n65_r16_v06_90000.hdf5,True,False,mapped,,equatorial,3.0,1.6,0.6,physical_snapshot_filename,09:34:36 2023-06-19 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030x_n65_r16_v06_90000
Ma_xp_A2000_s030x_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s030x,90000,0.0040,3,9.949083249159877e+19,0,0.0,0.0,0.0,3,9.949083249159877e+19,1.0,6.910704074870025e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030x_n65_r20_v00_90000.hdf5,True,False,mapped,,equatorial,3.0,2.0,0.0,physical_snapshot_filename,21:45:04 2023-07-03 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030x_n65_r20_v00_90000
Ma_xp_A2000_s030y_n65_r12_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030y,90000,0.0040,820,9.734278903818165e+19,208,2.365434437133895e+19,0.2430004790807955,2.676510853802325e+18,612,7.368844466684271e+19,0.7569995209192046,6.311368420978631e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030y_n65_r12_v00_90000.hdf5,True,False,mapped,,equatorial,3.0,1.2,0.0,physical_snapshot_filename,21:42:02 2023-04-02 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030y_n65_r12_v00_90000
Ma_xp_A2000_s030y_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s030y,90000,0.0040,4583,9.19492370214666e+19,1755,1.9517609551441097e+19,0.212265051714181,1.2589255282189315e+18,2828,7.24316274700255e+19,0.7877349482858188,5.537044415851135e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030y_n65_r16_v00_90000.hdf5,True,False,mapped,,equatorial,3.0,1.6,0.0,physical_snapshot_filename,17:09:32 2023-06-09 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030y_n65_r16_v00_90000
Ma_xp_A2000_s030y_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s030y,90000,0.0040,3754,9.320089352688273e+19,586,7.594744298775898e+18,0.08148789149307116,1.5320016332476526e+18,3168,8.560614922810684e+19,0.918512108506929,1.1829249049381585e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030y_n65_r16_v06_90000.hdf5,True,False,mapped,,equatorial,3.0,1.6,0.6,physical_snapshot_filename,22:43:50 2023-06-12 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030y_n65_r16_v06_90000
Ma_xp_A2000_s030y_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s030y,90000,0.0040,60,9.940747473520905e+19,0,0.0,0.0,0.0,60,9.940747473520905e+19,1.0,7.697977010223256e+19,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030y_n65_r20_v00_90000.hdf5,True,False,mapped,,equatorial,3.0,2.0,0.0,physical_snapshot_filename,12:33:14 2023-06-30 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030y_n65_r20_v00_90000
Ma_xp_A2000_s030z_n65_r11_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_s030z_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,s030z,90000,0.0040,424,9.931665915126353e+19,179,2.72080469172164e+19,0.2739524985005524,2.221425968932632e+18,245,7.210861223404713e+19,0.7260475014994475,2.442611949831137e+18,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_s030z_n65_r11_v00_90000.hdf5,True,False,mapped,,prograde_z,3.0,1.1,0.0,physical_snapshot_filename,02:05:58 2023-04-08 BST,FullVolume,Untitled SWIFT simulation,3162277,Ma_xp_A2000_s030z_n65_r11_v00_90000
