simulation_id,filename,file_path,file_size_bytes,mass_code,mass_value,special_case_code,spin_code,spin_value,spin_axis,has_explicit_spin,resolution_code,resolution_value,periapsis_code,periapsis_value,velocity_code,velocity_value,timestep,fof_linking_length,chunk_index,parttype_group,particle_count_total,n_fof_groups,fragment_count_min_particles,largest_fragment_particle_count,mass_metrics_available,mass_unit,total_particle_mass_kg,largest_fragment_mass_kg,total_fragment_mass_kg,fragment_mass_fraction,particle_count_metrics_are_proxies,excluded_group_ids,min_particles
Ma_xp_A2000_n65_r16_v00_96000_fof_0.0040_0000,Ma_xp_A2000_n65_r16_v00_96000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r16_v00_96000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r16,16,v00,0,96000,0.004,0,PartType0,3227695,208,208,774886,True,kg,9.990578310481841e+19,2.3998465623876153e+19,9.990578310481841e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r16_v02_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r16_v02_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r16_v02_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r16,16,v02,2,90000,0.004,0,PartType0,3227695,253,253,823009,True,kg,9.988240050853542e+19,2.5488850336325874e+19,9.988240050853542e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r16_v04_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r16_v04_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r16_v04_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r16,16,v04,4,90000,0.004,0,PartType0,3227695,209,209,924840,True,kg,9.988320578988466e+19,2.8642588553269113e+19,9.988320578988466e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r16_v06_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r16_v06_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r16_v06_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r16,16,v06,6,90000,0.004,0,PartType0,3227695,191,191,1035800,True,kg,9.988927592022812e+19,3.207905509638647e+19,9.988927592022812e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r16_v08_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r16_v08_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r16_v08_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r16,16,v08,8,90000,0.004,0,PartType0,3227695,152,152,1251650,True,kg,9.989413828113265e+19,3.876399865711665e+19,9.989413828113265e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r16_v10_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r16_v10_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r16_v10_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r16,16,v10,10,90000,0.004,0,PartType0,3227695,232,232,1828576,True,kg,9.944596701774202e+19,5.663157789974288e+19,9.944596701774202e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.001,0,PartType0,3227695,0,0,0,True,kg,0,0.0,0,nan,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0020_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0020_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.002,0,PartType0,3227695,4140,4140,18999,True,kg,9.501540958432715e+18,5.884050910605989e+17,9.501540958432715e+18,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0030_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0030_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0030_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.003,0,PartType0,3227695,190,190,1357274,True,kg,9.986911424215661e+19,4.203520767088335e+19,9.986911424215661e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0035_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0035_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0035_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.0035,0,PartType0,3227695,189,189,1357294,True,kg,9.988196691642176e+19,4.20358270743459e+19,9.988196691642176e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.004,0,PartType0,3227695,187,187,1357307,True,kg,9.98886565119937e+19,4.203622968891605e+19,9.98886565119937e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0045_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0045_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0045_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.0045,0,PartType0,3227695,185,185,1357313,True,kg,9.989246586056984e+19,4.203641551090578e+19,9.989246586056984e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0050_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0050_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0050_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.005,0,PartType0,3227695,186,186,1357319,True,kg,9.989646103312374e+19,4.203660133303778e+19,9.989646103312374e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0060_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0060_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0060_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.006,0,PartType0,3227695,186,186,1357321,True,kg,9.989983679525885e+19,4.203666327349054e+19,9.989983679525885e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r17_v00_90000_fof_0.0080_0000,Ma_xp_A2000_n65_r17_v00_90000_fof_0.0080_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r17_v00_90000_fof_0.0080_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r17,17,v00,0,90000,0.008,0,PartType0,3227695,185,185,1357324,True,kg,9.990479204495553e+19,4.203675618451317e+19,9.990479204495553e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.001,0,PartType0,3227695,0,0,0,True,kg,0,0.0,0,nan,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0020_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0020_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.002,0,PartType0,3227695,3714,3714,20867,True,kg,6.648801113655938e+18,6.462578878463791e+17,6.648801113655938e+18,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0030_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0030_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0030_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.003,0,PartType0,3227695,114,114,2243087,True,kg,9.984854991572181e+19,6.9469115039041044e+19,9.984854991572181e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0035_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0035_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0035_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.0035,0,PartType0,3227695,115,115,2243329,True,kg,9.986338470536164e+19,6.947660987040429e+19,9.986338470536164e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.004,0,PartType0,3227695,117,117,2243563,True,kg,9.987602059622305e+19,6.948385693363157e+19,9.987602059622305e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0045_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0045_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0045_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.0045,0,PartType0,3227695,115,115,2243717,True,kg,9.988323668913029e+19,6.9488626379115954e+19,9.988323668913029e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0050_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0050_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0050_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.005,0,PartType0,3227695,116,116,2243886,True,kg,9.988967853063496e+19,6.9493860377381994e+19,9.988967853063496e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0060_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0060_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0060_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.006,0,PartType0,3227695,114,114,2244071,True,kg,9.989875280740246e+19,6.949958986109239e+19,9.989875280740246e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v00_90000_fof_0.0080_0000,Ma_xp_A2000_n65_r18_v00_90000_fof_0.0080_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v00_90000_fof_0.0080_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v00,0,90000,0.008,0,PartType0,3227695,110,110,2244283,True,kg,9.990931371446105e+19,6.950615558551488e+19,9.990931371446105e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v02_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r18_v02_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v02_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v02,2,90000,0.004,0,PartType0,3227695,97,97,2327034,True,kg,9.988116170897632e+19,7.2068980228806525e+19,9.988116170897632e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v04_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r18_v04_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v04_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v04,4,90000,0.004,0,PartType0,3227695,85,85,2413599,True,kg,9.992832950516351e+19,7.474992570662914e+19,9.992832950516351e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v06_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r18_v06_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v06_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v06,6,90000,0.004,0,PartType0,3227695,111,111,2624570,True,kg,9.98488286756013e+19,8.128376525725855e+19,9.98488286756013e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v08_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r18_v08_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v08_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v08,8,90000,0.004,0,PartType0,3227695,107,107,2665776,True,kg,9.950716409517148e+19,8.255992842152944e+19,9.950716409517148e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r18_v10_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r18_v10_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r18_v10_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r18,18,v10,10,90000,0.004,0,PartType0,3227695,8,8,2604691,True,kg,9.99000226254968e+19,8.06681062186211e+19,9.99000226254968e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.001,0,PartType0,3227695,0,0,0,True,kg,0,0.0,0,nan,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0020_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0020_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.002,0,PartType0,3227695,1388,1388,5197,True,kg,3.46031454521306e+18,1.6095282634117914e+17,3.46031454521306e+18,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0030_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0030_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0030_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.003,0,PartType0,3227695,2,2,2642611,True,kg,9.996273753185249e+19,8.184250098740077e+19,9.996273753185249e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0035_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0035_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0035_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.0035,0,PartType0,3227695,2,2,2642611,True,kg,9.996273753185249e+19,8.184250098740077e+19,9.996273753185249e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.004,0,PartType0,3227695,2,2,2642611,True,kg,9.996273753185249e+19,8.184250098740077e+19,9.996273753185249e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0045_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0045_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0045_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.0045,0,PartType0,3227695,2,2,2642611,True,kg,9.996273753185249e+19,8.184250098740077e+19,9.996273753185249e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0050_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0050_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0050_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.005,0,PartType0,3227695,2,2,2642611,True,kg,9.996273753185249e+19,8.184250098740077e+19,9.996273753185249e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0060_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0060_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0060_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.006,0,PartType0,3227695,2,2,2642611,True,kg,9.996273753185249e+19,8.184250098740077e+19,9.996273753185249e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r19_v00_90000_fof_0.0080_0000,Ma_xp_A2000_n65_r19_v00_90000_fof_0.0080_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r19_v00_90000_fof_0.0080_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r19,19,v00,0,90000,0.008,0,PartType0,3227695,2,2,2642611,True,kg,9.996273753185249e+19,8.184250098740077e+19,9.996273753185249e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.001,0,PartType0,3227695,0,0,0,True,kg,0,0.0,0,nan,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0020_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0020_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.002,0,PartType0,3227695,1296,1296,3360,True,kg,3.1313782614360305e+18,1.0406025918729867e+17,3.1313782614360305e+18,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0030_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0030_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0030_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.003,0,PartType0,3227695,5,5,2817032,True,kg,9.996078640347587e+19,8.72443726858744e+19,9.996078640347587e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0035_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0035_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0035_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.0035,0,PartType0,3227695,5,5,2817032,True,kg,9.99610961067042e+19,8.72443726858744e+19,9.99610961067042e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.004,0,PartType0,3227695,5,5,2817033,True,kg,9.996112707712141e+19,8.72444036562916e+19,9.996112707712141e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0045_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0045_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0045_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.0045,0,PartType0,3227695,5,5,2817033,True,kg,9.99612199881024e+19,8.72444036562916e+19,9.99612199881024e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0050_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0050_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0050_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.005,0,PartType0,3227695,5,5,2817033,True,kg,9.99612509585647e+19,8.72444036562916e+19,9.99612509585647e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0060_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0060_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0060_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.006,0,PartType0,3227695,5,5,2817033,True,kg,9.996131289877114e+19,8.72444036562916e+19,9.996131289877114e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v00_90000_fof_0.0080_0000,Ma_xp_A2000_n65_r20_v00_90000_fof_0.0080_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v00_90000_fof_0.0080_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v00,0,90000,0.008,0,PartType0,3227695,5,5,2817034,True,kg,9.996134386900446e+19,8.724443462652492e+19,9.996134386900446e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v02_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r20_v02_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v02_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v02,2,90000,0.004,0,PartType0,3227695,5,5,2837147,True,kg,9.996131289769266e+19,8.786734020585986e+19,9.996131289769266e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v04_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r20_v04_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v04_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v04,4,90000,0.004,0,PartType0,3227695,2,2,2886994,True,kg,9.995750354964603e+19,8.941111671752804e+19,9.995750354964603e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r20_v06_90000_fof_0.0040_0000,Ma_xp_A2000_n65_r20_v06_90000_fof_0.0040_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r20_v06_90000_fof_0.0040_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r20,20,v06,6,90000,0.004,0,PartType0,3227695,82,82,2910086,True,kg,9.955687158258047e+19,9.012628385822256e+19,9.955687158258047e+19,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0010_0000,Ma_xp_A2000_n65_r22_v00_90000_fof_0.0010_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000_fof_0.0010_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r22,22,v00,0,90000,0.001,0,PartType0,3227695,0,0,0,True,kg,0,0.0,0,nan,True,"-1,2147483647",20
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0020_0000,Ma_xp_A2000_n65_r22_v00_90000_fof_0.0020_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000_fof_0.0020_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r22,22,v00,0,90000,0.002,0,PartType0,3227695,1015,1015,16036,True,kg,2.7785948361404575e+18,4.9664023592931386e+17,2.7785948361404575e+18,1.0,True,"-1,2147483647",20
Ma_xp_A2000_n65_r22_v00_90000_fof_0.0030_0000,Ma_xp_A2000_n65_r22_v00_90000_fof_0.0030_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A2000_n65_r22_v00_90000_fof_0.0030_0000.hdf5,462775088,A2000,2000,,,,,False,n65,65,r22,22,v00,0,90000,0.003,0,PartType0,3227695,1,1,3227695,True,kg,9.996273753241453e+19,9.996273753241453e+19,9.996273753241453e+19,1.0,True,"-1,2147483647",20
