simulation_id,filename,file_path,file_size_bytes,mass_code,mass_value,special_case_code,spin_code,spin_value,spin_axis,has_explicit_spin,resolution_code,resolution_value,periapsis_code,periapsis_value,velocity_code,velocity_value,timestep,fof_linking_length,chunk_index,parttype_group,particle_count_total,n_fof_groups,fragment_count_min_particles,largest_fragment_particle_count,mass_metrics_available,mass_unit,total_particle_mass_kg,largest_fragment_mass_kg,total_fragment_mass_kg,fragment_mass_fraction,particle_count_metrics_are_proxies,excluded_group_ids,min_particles
Ma_xp_A1800_n60_r12_v00_90000_fof_0.0001_0000,Ma_xp_A1800_n60_r12_v00_90000_fof_0.0001_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r12_v00_90000_fof_0.0001_0000.hdf5,140435643,A1800,1800,,,,,False,n60,60,r12,12,v00,0,90000,0.0001,0,PartType0,1002827,0,0,0,True,kg,0,0.0,0,nan,True,"-1,2147483647",20
Ma_xp_A1800_n60_r12_v00_90000_fof_0.0013_0000,Ma_xp_A1800_n60_r12_v00_90000_fof_0.0013_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r12_v00_90000_fof_0.0013_0000.hdf5,140435643,A1800,1800,,,,,False,n60,60,r12,12,v00,0,90000,0.0013,0,PartType0,1002827,265,265,69353,True,kg,9.907059800543278e+17,6.9126724252498056e+16,9.907059800543278e+17,1.0,True,"-1,2147483647",20
Ma_xp_A1800_n60_r12_v00_90000_fof_0.0014_0000,Ma_xp_A1800_n60_r12_v00_90000_fof_0.0014_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r12_v00_90000_fof_0.0014_0000.hdf5,140435651,A1800,1800,,,,,False,n60,60,r12,12,v00,0,90000,0.0014,0,PartType0,1002827,265,265,69353,True,kg,9.908983502255526e+17,6.9126724252498056e+16,9.908983502255526e+17,1.0,True,"-1,2147483647",20
Ma_xp_A1800_n60_r12_v00_90000_fof_0.0016_0000,Ma_xp_A1800_n60_r12_v00_90000_fof_0.0016_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r12_v00_90000_fof_0.0016_0000.hdf5,140435643,A1800,1800,,,,,False,n60,60,r12,12,v00,0,90000,0.0016,0,PartType0,1002827,264,264,69353,True,kg,9.912163097477622e+17,6.9126724252498056e+16,9.912163097477622e+17,1.0,True,"-1,2147483647",20
Ma_xp_A1800_n60_r12_v00_90000_fof_0.002_0000,Ma_xp_A1800_n60_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r12_v00_90000_fof_0.002_0000.hdf5,140435651,A1800,1800,,,,,False,n60,60,r12,12,v00,0,90000,0.002,0,PartType0,1002827,265,265,69353,True,kg,9.908983502255526e+17,6.9126724252498056e+16,9.908983502255526e+17,1.0,True,"-1,2147483647",20
Ma_xp_A1800_n60_r16_v00_90000_fof_0.0001_0000,Ma_xp_A1800_n60_r16_v00_90000_fof_0.0001_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r16_v00_90000_fof_0.0001_0000.hdf5,140435643,A1800,1800,,,,,False,n60,60,r16,16,v00,0,90000,0.0001,0,PartType0,1002827,0,0,0,True,kg,0,0.0,0,nan,True,"-1,2147483647",20
Ma_xp_A1800_n60_r16_v00_90000_fof_0.0013_0000,Ma_xp_A1800_n60_r16_v00_90000_fof_0.0013_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r16_v00_90000_fof_0.0013_0000.hdf5,140435643,A1800,1800,,,,,False,n60,60,r16,16,v00,0,90000,0.0013,0,PartType0,1002827,88,88,278913,True,kg,9.971349396998381e+17,2.780033845824071e+17,9.971349396998381e+17,1.0,True,"-1,2147483647",20
Ma_xp_A1800_n60_r16_v00_90000_fof_0.0014_0000,Ma_xp_A1800_n60_r16_v00_90000_fof_0.0014_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r16_v00_90000_fof_0.0014_0000.hdf5,140435651,A1800,1800,,,,,False,n60,60,r16,16,v00,0,90000,0.0014,0,PartType0,1002827,88,88,278913,True,kg,9.972346132906166e+17,2.780033845824071e+17,9.972346132906166e+17,1.0,True,"-1,2147483647",20
Ma_xp_A1800_n60_r16_v00_90000_fof_0.0016_0000,Ma_xp_A1800_n60_r16_v00_90000_fof_0.0016_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r16_v00_90000_fof_0.0016_0000.hdf5,140435643,A1800,1800,,,,,False,n60,60,r16,16,v00,0,90000,0.0016,0,PartType0,1002827,88,88,278913,True,kg,9.973442540741564e+17,2.780033845824071e+17,9.973442540741564e+17,1.0,True,"-1,2147483647",20
Ma_xp_A1800_n60_r16_v00_90000_fof_0.002_0000,Ma_xp_A1800_n60_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1800_n60_r16_v00_90000_fof_0.002_0000.hdf5,140435651,A1800,1800,,,,,False,n60,60,r16,16,v00,0,90000,0.002,0,PartType0,1002827,88,88,278913,True,kg,9.974967552631337e+17,2.780033845824071e+17,9.974967552631337e+17,1.0,True,"-1,2147483647",20
Ma_xp_A1850_n60_r12_v00_90000_fof_0.0014_0000,Ma_xp_A1850_n60_r12_v00_90000_fof_0.0014_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1850_n60_r12_v00_90000_fof_0.0014_0000.hdf5,140435643,A1850,1850,,,,,False,n60,60,r12,12,v00,0,90000,0.0014,0,PartType0,1002827,132,132,55215,True,kg,3.152599302709076e+18,1.7405377670784746e+17,3.152599302709076e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1850_n60_r12_v00_90000_fof_0.0019_0000,Ma_xp_A1850_n60_r12_v00_90000_fof_0.0019_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1850_n60_r12_v00_90000_fof_0.0019_0000.hdf5,140435643,A1850,1850,,,,,False,n60,60,r12,12,v00,0,90000,0.0019,0,PartType0,1002827,135,135,55222,True,kg,3.1545883930372864e+18,1.7407584262963686e+17,3.1545883930372864e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1850_n60_r12_v00_90000_fof_0.0024_0000,Ma_xp_A1850_n60_r12_v00_90000_fof_0.0024_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1850_n60_r12_v00_90000_fof_0.0024_0000.hdf5,140435643,A1850,1850,,,,,False,n60,60,r12,12,v00,0,90000,0.0024,0,PartType0,1002827,135,135,55225,True,kg,3.155209392619339e+18,1.74085299561836e+17,3.155209392619339e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1850_n60_r12_v00_90000_fof_0.002_0000,Ma_xp_A1850_n60_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1850_n60_r12_v00_90000_fof_0.002_0000.hdf5,140435651,A1850,1850,,,,,False,n60,60,r12,12,v00,0,90000,0.002,0,PartType0,1002827,135,135,55222,True,kg,3.154749158940264e+18,1.7407584262963686e+17,3.154749158940264e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1850_n60_r16_v00_90000_fof_0.0014_0000,Ma_xp_A1850_n60_r16_v00_90000_fof_0.0014_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1850_n60_r16_v00_90000_fof_0.0014_0000.hdf5,140435643,A1850,1850,,,,,False,n60,60,r16,16,v00,0,90000,0.0014,0,PartType0,1002827,61,61,210426,True,kg,3.157220554545605e+18,6.63321932741246e+17,3.157220554545605e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1850_n60_r16_v00_90000_fof_0.0019_0000,Ma_xp_A1850_n60_r16_v00_90000_fof_0.0019_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1850_n60_r16_v00_90000_fof_0.0019_0000.hdf5,140435643,A1850,1850,,,,,False,n60,60,r16,16,v00,0,90000,0.0019,0,PartType0,1002827,61,61,210429,True,kg,3.158059061563548e+18,6.633313896170666e+17,3.158059061563548e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1850_n60_r16_v00_90000_fof_0.0024_0000,Ma_xp_A1850_n60_r16_v00_90000_fof_0.0024_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1850_n60_r16_v00_90000_fof_0.0024_0000.hdf5,140435643,A1850,1850,,,,,False,n60,60,r16,16,v00,0,90000,0.0024,0,PartType0,1002827,61,61,210429,True,kg,3.158172543988177e+18,6.633313896170666e+17,3.158172543988177e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1850_n60_r16_v00_90000_fof_0.002_0000,Ma_xp_A1850_n60_r16_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1850_n60_r16_v00_90000_fof_0.002_0000.hdf5,140435651,A1850,1850,,,,,False,n60,60,r16,16,v00,0,90000,0.002,0,PartType0,1002827,61,61,210429,True,kg,3.1581000415555174e+18,6.633313896170666e+17,3.1581000415555174e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_54000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_54000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_54000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,54000,0.006,0,PartType0,108605,92,92,6829,True,kg,9.916082532868033e+18,6.28633889061813e+17,9.916082532868033e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_56000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_56000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_56000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,56000,0.006,0,PartType0,108605,87,87,6909,True,kg,9.924643464845242e+18,6.360011882769449e+17,9.924643464845242e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_58000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_58000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_58000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,58000,0.006,0,PartType0,108605,84,84,7064,True,kg,9.93808314295176e+18,6.502694938348407e+17,9.93808314295176e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_60000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_60000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_60000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,60000,0.006,0,PartType0,108605,80,80,8493,True,kg,9.94415865999262e+18,7.818145918853169e+17,9.94415865999262e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_62000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_62000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_62000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,62000,0.006,0,PartType0,108605,76,76,8491,True,kg,9.949957991382735e+18,7.816304689739533e+17,9.949957991382735e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_64000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_64000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_64000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,64000,0.006,0,PartType0,108605,71,71,8495,True,kg,9.954560680792881e+18,7.819987021054381e+17,9.954560680792881e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_66000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_66000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_66000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,66000,0.006,0,PartType0,108605,67,67,8497,True,kg,9.957782605471326e+18,7.821827988432955e+17,9.957782605471326e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_68000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_68000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_68000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,68000,0.006,0,PartType0,108605,64,64,8703,True,kg,9.9599919206327e+18,8.011457168291612e+17,9.9599919206327e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_70000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_70000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_70000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,70000,0.006,0,PartType0,108605,64,64,8703,True,kg,9.96229325049548e+18,8.011457168291593e+17,9.96229325049548e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_72000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_72000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_72000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,72000,0.006,0,PartType0,108605,61,61,8703,True,kg,9.96781639561036e+18,8.011457168291612e+17,9.96781639561036e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r12_v00_90000_fof_0.006_0000,Ma_xp_A1900_n50_r12_v00_90000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r12_v00_90000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r12,12,v00,0,90000,0.006,0,PartType0,108605,47,47,10370,True,kg,9.977113687907529e+18,9.545948509298706e+17,9.977113687907529e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r16_v00_72000_fof_0.006_0000,Ma_xp_A1900_n50_r16_v00_72000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r16_v00_72000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r16,16,v00,0,72000,0.006,0,PartType0,108605,18,18,38061,True,kg,9.984938231407104e+18,3.503641645141961e+18,9.984938231407104e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n50_r16_v00_90000_fof_0.006_0000,Ma_xp_A1900_n50_r16_v00_90000_fof_0.006_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n50_r16_v00_90000_fof_0.006_0000.hdf5,50119229,A1900,1900,,,,,False,n50,50,r16,16,v00,0,90000,0.006,0,PartType0,108605,17,17,45734,True,kg,9.990185320066548e+18,4.2099659632313564e+18,9.990185320066548e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n55_r12_v00_72000_fof_0.004_0000,Ma_xp_A1900_n55_r12_v00_72000_fof_0.004_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n55_r12_v00_72000_fof_0.004_0000.hdf5,71407403,A1900,1900,,,,,False,n55,55,r12,12,v00,0,72000,0.004,0,PartType0,319379,97,97,19062,True,kg,9.972751113310925e+18,5.967149749250502e+17,9.972751113310925e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n55_r12_v00_90000_fof_0.004_0000,Ma_xp_A1900_n55_r12_v00_90000_fof_0.004_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n55_r12_v00_90000_fof_0.004_0000.hdf5,71407403,A1900,1900,,,,,False,n55,55,r12,12,v00,0,90000,0.004,0,PartType0,319379,72,72,28826,True,kg,9.983864024145564e+18,9.023763927266004e+17,9.983864024145564e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n55_r16_v00_72000_fof_0.004_0000,Ma_xp_A1900_n55_r16_v00_72000_fof_0.004_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n55_r16_v00_72000_fof_0.004_0000.hdf5,71407403,A1900,1900,,,,,False,n55,55,r16,16,v00,0,72000,0.004,0,PartType0,319379,58,58,89819,True,kg,9.980232782581297e+18,2.811689506800592e+18,9.980232782581297e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n55_r16_v00_90000_fof_0.004_0000,Ma_xp_A1900_n55_r16_v00_90000_fof_0.004_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n55_r16_v00_90000_fof_0.004_0000.hdf5,71407403,A1900,1900,,,,,False,n55,55,r16,16,v00,0,90000,0.004,0,PartType0,319379,36,36,90645,True,kg,9.990375288430428e+18,2.837546514758993e+18,9.990375288430428e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n60_r12_v00_72000_fof_0.003_0000,Ma_xp_A1900_n60_r12_v00_72000_fof_0.003_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n60_r12_v00_72000_fof_0.003_0000.hdf5,140435651,A1900,1900,,,,,False,n60,60,r12,12,v00,0,72000,0.003,0,PartType0,1002827,168,168,63886,True,kg,9.975785986035202e+18,6.36937087117975e+17,9.975785986035202e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n60_r12_v00_90000_fof_0.003_0000,Ma_xp_A1900_n60_r12_v00_90000_fof_0.003_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n60_r12_v00_90000_fof_0.003_0000.hdf5,140435651,A1900,1900,,,,,False,n60,60,r12,12,v00,0,90000,0.003,0,PartType0,1002827,123,123,64224,True,kg,9.988487570590872e+18,6.403069017605837e+17,9.988487570590872e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n60_r16_v00_72000_fof_0.003_0000,Ma_xp_A1900_n60_r16_v00_72000_fof_0.003_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n60_r16_v00_72000_fof_0.003_0000.hdf5,140435651,A1900,1900,,,,,False,n60,60,r16,16,v00,0,72000,0.003,0,PartType0,1002827,125,125,263006,True,kg,9.979953367695475e+18,2.622126938692686e+18,9.979953367695475e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n60_r16_v00_90000_fof_0.003_0000,Ma_xp_A1900_n60_r16_v00_90000_fof_0.003_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n60_r16_v00_90000_fof_0.003_0000.hdf5,140435651,A1900,1900,,,,,False,n60,60,r16,16,v00,0,90000,0.003,0,PartType0,1002827,63,63,264980,True,kg,9.990750707229274e+18,2.6418074321516247e+18,9.990750707229274e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r11_v00_89000_fof_0.002_0000,Ma_xp_A1900_n65_r11_v00_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r11_v00_89000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r11,11,v00,0,89000,0.002,0,PartType0,3227694,269,269,231726,True,kg,9.983998047823696e+18,7.177983011745935e+17,9.983998047823696e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v00_90000_fof_0.0019_0000,Ma_xp_A1900_n65_r12_v00_90000_fof_0.0019_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v00_90000_fof_0.0019_0000.hdf5,462775088,A1900,1900,,,,,False,n65,65,r12,12,v00,0,90000,0.0019,0,PartType0,3227694,219,219,230085,True,kg,9.988508184959394e+18,7.12715585391183e+17,9.988508184959394e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v00_90000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v00_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v00,0,90000,0.002,0,PartType0,3227694,219,219,230085,True,kg,9.988783872833184e+18,7.12715585391183e+17,9.988783872833184e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v02_90000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v02_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v02_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v02,2,90000,0.002,0,PartType0,3227685,268,268,202858,True,kg,9.655880211816493e+18,6.2837651003148e+17,9.655880211816493e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v04_90000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v04_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v04_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v04,4,90000,0.002,0,PartType0,3227694,255,255,233489,True,kg,9.98417772412788e+18,7.232600172130327e+17,9.98417772412788e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v06_89000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v06_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v06_89000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v06,6,89000,0.002,0,PartType0,3227694,256,256,263211,True,kg,9.982306767430496e+18,8.153269647811967e+17,9.982306767430496e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v08_90000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v08_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v08_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v08,8,90000,0.002,0,PartType0,3227694,241,241,250293,True,kg,9.981185415857541e+18,7.753113647699859e+17,9.981185415857541e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v10_90000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v10_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v10_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v10,10,90000,0.002,0,PartType0,3227688,284,284,309332,True,kg,9.505983118719537e+18,9.58191919157856e+17,9.505983118719537e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v15_89000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v15_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v15_89000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v15,15,89000,0.002,0,PartType0,3227694,142,142,626417,True,kg,9.987272239373132e+18,1.9403994380303967e+18,9.987272239373132e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v20_89000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v20_89000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v20_89000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v20,20,89000,0.002,0,PartType0,3227689,100,100,1517782,True,kg,9.958213488067598e+18,4.701506889502671e+18,9.958213488067598e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v25_75000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v25_75000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v25_75000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v25,25,75000,0.002,0,PartType0,3227694,244,244,1964741,True,kg,9.938280333658276e+18,6.086013743236382e+18,9.938280333658276e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r12_v30_65000_fof_0.002_0000,Ma_xp_A1900_n65_r12_v30_65000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r12_v30_65000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r12,12,v30,30,65000,0.002,0,PartType0,3227694,82,82,2195315,True,kg,9.982703251757138e+18,6.800243628473971e+18,9.982703251757138e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r13_v00_90000_fof_0.002_0000,Ma_xp_A1900_n65_r13_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r13_v00_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r13,13,v00,0,90000,0.002,0,PartType0,3227694,252,252,231952,True,kg,9.985571635012112e+18,7.184983628052302e+17,9.985571635012112e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r14_v00_90000_fof_0.002_0000,Ma_xp_A1900_n65_r14_v00_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r14_v00_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r14,14,v00,0,90000,0.002,0,PartType0,3227694,248,248,258552,True,kg,9.98832853157599e+18,8.008955381307922e+17,9.98832853157599e+18,1.0,True,"-1,2147483647",20
Ma_xp_A1900_n65_r14_v02_90000_fof_0.002_0000,Ma_xp_A1900_n65_r14_v02_90000_fof_0.002_0000.hdf5,/rds/general/ephemeral/user/nny124/ephemeral/martian_moons_data/Ma_xp_A1900_n65_r14_v02_90000_fof_0.002_0000.hdf5,462775096,A1900,1900,,,,,False,n65,65,r14,14,v02,2,90000,0.002,0,PartType0,3227693,245,245,352051,True,kg,9.985720332073077e+18,1.09051925587775e+18,9.985720332073077e+18,1.0,True,"-1,2147483647",20
