relative_path,filename,suffix,size_bytes,contains_fof_in_name
Ma_xp_A2000_s036z_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s036z_n65_r16_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s036z_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s036z_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s036z_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s036z_n65_r20_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s047mz_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s047mz_n65_r12_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047mz_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s047mz_n65_r16_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s047mz_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s047mz_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s047x_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s047x_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s047x_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s047x_n65_r16_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s047x_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s047x_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s047x_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s047x_n65_r20_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s047y_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s047y_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s047y_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s047y_n65_r16_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s047y_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s047y_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s047y_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s047y_n65_r20_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s047z_n65_r11_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r11_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s047z_n65_r12_v02_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v02_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r12_v04_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v04_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r12_v06_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v06_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r12_v08_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v08_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r12_v10_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v10_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r12_v12_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v12_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r12_v14_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v14_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r12_v16_90000.hdf5,Ma_xp_A2000_s047z_n65_r12_v16_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r13_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r13_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r14_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r14_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r15_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r15_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r16_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s047z_n65_r16_v02_90000.hdf5,Ma_xp_A2000_s047z_n65_r16_v02_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r16_v04_90000.hdf5,Ma_xp_A2000_s047z_n65_r16_v04_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s047z_n65_r16_v06_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r16_v08_90000.hdf5,Ma_xp_A2000_s047z_n65_r16_v08_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r16_v10_90000.hdf5,Ma_xp_A2000_s047z_n65_r16_v10_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r17_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r17_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r18_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r18_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r19_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r19_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r20_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s047z_n65_r20_v02_90000.hdf5,Ma_xp_A2000_s047z_n65_r20_v02_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r20_v04_90000.hdf5,Ma_xp_A2000_s047z_n65_r20_v04_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r20_v06_90000.hdf5,Ma_xp_A2000_s047z_n65_r20_v06_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r20_v08_90000.hdf5,Ma_xp_A2000_s047z_n65_r20_v08_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r20_v10_90000.hdf5,Ma_xp_A2000_s047z_n65_r20_v10_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r22_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r22_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r24_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r24_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r26_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r26_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r28_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r28_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s047z_n65_r30_v00_90000.hdf5,Ma_xp_A2000_s047z_n65_r30_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s086mz_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s086mz_n65_r12_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s086mz_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s086mz_n65_r16_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s086mz_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s086mz_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s086x_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s086x_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s086x_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s086x_n65_r16_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s086x_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s086x_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s086x_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s086x_n65_r20_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s086y_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s086y_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s086y_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s086y_n65_r16_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s086y_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s086y_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s086y_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s086y_n65_r20_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s086z_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s086z_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s086z_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s086z_n65_r16_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s086z_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s086z_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s086z_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s086z_n65_r20_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s170mz_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s170mz_n65_r12_v00_90000.hdf5,.hdf5,307564488,False
Ma_xp_A2000_s170mz_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s170mz_n65_r16_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s170mz_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s170mz_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s170x_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s170x_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s170x_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s170x_n65_r16_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s170x_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s170x_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s170x_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s170x_n65_r20_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s170y_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s170y_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s170y_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s170y_n65_r16_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s170y_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s170y_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s170y_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s170y_n65_r20_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s170z_n65_r12_v00_90000.hdf5,Ma_xp_A2000_s170z_n65_r12_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s170z_n65_r16_v00_90000.hdf5,Ma_xp_A2000_s170z_n65_r16_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000_s170z_n65_r16_v06_90000.hdf5,Ma_xp_A2000_s170z_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000_s170z_n65_r20_v00_90000.hdf5,Ma_xp_A2000_s170z_n65_r20_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000c30_n65_r12_v00_90000.hdf5,Ma_xp_A2000c30_n65_r12_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000c30_n65_r12_v02_90000.hdf5,Ma_xp_A2000c30_n65_r12_v02_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000c30_n65_r12_v04_90000.hdf5,Ma_xp_A2000c30_n65_r12_v04_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000c30_n65_r12_v06_90000.hdf5,Ma_xp_A2000c30_n65_r12_v06_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000c30_n65_r12_v08_90000.hdf5,Ma_xp_A2000c30_n65_r12_v08_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000c30_n65_r12_v10_90000.hdf5,Ma_xp_A2000c30_n65_r12_v10_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000c30_n65_r14_v00_90000.hdf5,Ma_xp_A2000c30_n65_r14_v00_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000c30_n65_r16_v00_90000.hdf5,Ma_xp_A2000c30_n65_r16_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000c30_n65_r16_v02_90000.hdf5,Ma_xp_A2000c30_n65_r16_v02_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000c30_n65_r16_v04_90000.hdf5,Ma_xp_A2000c30_n65_r16_v04_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000c30_n65_r16_v06_90000.hdf5,Ma_xp_A2000c30_n65_r16_v06_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000c30_n65_r16_v08_90000.hdf5,Ma_xp_A2000c30_n65_r16_v08_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000c30_n65_r16_v10_90000.hdf5,Ma_xp_A2000c30_n65_r16_v10_90000.hdf5,.hdf5,307564512,False
Ma_xp_A2000c30_n65_r18_v00_90000.hdf5,Ma_xp_A2000c30_n65_r18_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000c30_n65_r20_v00_90000.hdf5,Ma_xp_A2000c30_n65_r20_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2000c30_n65_r22_v00_90000.hdf5,Ma_xp_A2000c30_n65_r22_v00_90000.hdf5,.hdf5,307564504,False
Ma_xp_A2050_n70_r12_v00_90000.hdf5,Ma_xp_A2050_n70_r12_v00_90000.hdf5,.hdf5,710217848,False
Ma_xp_A2050_n70_r16_v00_90000.hdf5,Ma_xp_A2050_n70_r16_v00_90000.hdf5,.hdf5,710217848,False
Ma_xp_A2100_n70_r12_v00_90000.hdf5,Ma_xp_A2100_n70_r12_v00_90000.hdf5,.hdf5,710217848,False
Ma_xp_A2100_n70_r16_v00_90000.hdf5,Ma_xp_A2100_n70_r16_v00_90000.hdf5,.hdf5,710217848,False
index.html,index.html,.html,197231,False
index.html.1,index.html.1,.1,197231,False
wget_kegerreis.log,wget_kegerreis.log,.log,322656,False
