physical_file,raw_hdf5_path,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,target_mass_kg,bound_mass_kg,captured_mass_kg,f_bnd_parent,f_capt_parent,particle_count,bound_particle_count,captured_particle_count,mars_mass_kg,mars_hill_radius_m,method,unresolved_handling,notes
Ma_xp_A1900_s047z_n65_r16_v06_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r16_v06_90000.hdf5,A1900,n65,r16,v06,s047z,90000,0.002,1.0010321529422236e+19,1.8121097907826678e+18,1.1960262065651996e+18,0.18102413448524435,0.11947929974575257,3162280,572449,377827,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s047z_n65_r17_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r17_v00_90000.hdf5,A1900,n65,r17,v00,s047z,90000,0.002,1.0010321529422236e+19,5.129639265508473e+18,4.198059044196441e+18,0.5124350152421667,0.4193730472949893,3162280,1620463,1326175,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s047z_n65_r20_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r20_v00_90000.hdf5,A1900,n65,r20,v00,s047z,90000,0.002,1.0010321529422236e+19,5.096511897025794e+18,3.789204322888677e+18,0.5091256941194324,0.3785297317125615,3162280,1609998,1197017,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s047z_n65_r20_v02_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r20_v02_90000.hdf5,A1900,n65,r20,v02,s047z,90000,0.002,1.0010321529422236e+19,4.1554034025046984e+18,3.0397249137443036e+18,0.4151118813008332,0.3036590687731633,3162280,1312700,960255,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s047z_n65_r20_v04_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r20_v04_90000.hdf5,A1900,n65,r20,v04,s047z,90000,0.002,1.0010321529422236e+19,2.6083283872798116e+18,1.7474631477675453e+18,0.26056389693512233,0.17456613582604907,3162280,823976,552027,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s047z_n65_r20_v06_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r20_v06_90000.hdf5,A1900,n65,r20,v06,s047z,90000,0.002,1.0010321529422236e+19,6.391318756577308e+17,0.0,0.06384728740022994,0.0,3162280,201903,0,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s047z_n65_r22_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r22_v00_90000.hdf5,A1900,n65,r22,v00,s047z,90000,0.002,1.0010321529422236e+19,5.754238150367929e+18,0.0,0.5748305020428296,0.0,3162280,1817775,0,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s047z_n65_r24_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s047z_n65_r24_v00_90000.hdf5,A1900,n65,r24,v00,s047z,90000,0.002,1.0010321529422236e+19,5.122959977644312e+18,3.853632543694011e+17,0.5117677751495753,0.038496591067204516,3162280,1618353,121737,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s086mz_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086mz_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s086mz,90000,0.002,1.0002453723261028e+19,4.286821008914614e+18,3.163326278590156e+18,0.4285769399707867,0.31625502762724494,3162277,1355279,1000086,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s086x_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086x_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s086x,90000,0.002,1.0002453723261028e+19,5.219102783359947e+18,4.161760169743886e+18,0.521782247412228,0.41607392394783876,3162277,1650020,1315741,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s086y_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086y_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s086y,90000,,,,,,,,,,,1080000000.0,particle_level_raw_snapshot_parent_normalized_failed,Raw particle-level extraction failed before classification.,"Particle-level extraction failed: ""Unable to open object (object 'Velocities' doesn't exist)"""
Ma_xp_A1900_s086z_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086z_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s086z,90000,0.002,1.0002453723261028e+19,5.068864032312062e+18,4.2743079662781783e+18,0.5067620578462918,0.4273259426672615,3162277,1602522,1351323,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s086z_n65_r16_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086z_n65_r16_v00_90000.hdf5,A1900,n65,r16,v00,s086z,90000,0.002,1.0002450560206772e+19,4.857318963675857e+18,4.357784131146272e+18,0.4856128940041915,0.4356716491539636,3162276,1535642,1377714,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s170mz_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170mz_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s170mz,90000,0.002,9.987006332101372e+18,5.244782196098499e+18,3.5969930727200614e+18,0.5251605958474386,0.36016729669612774,3162286,1660708,1138952,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s170x_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170x_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s170x,90000,0.002,9.987006332101372e+18,5.208453877332213e+18,4.152178717265004e+18,0.5215230374482299,0.41575809398644303,3162286,1649205,1314746,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s170y_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170y_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s170y,90000,0.002,9.987006332101372e+18,5.140439735547399e+18,3.945682401301029e+18,0.5147127742399054,0.3950815960352771,3162286,1627669,1249361,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s170z_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170z_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s170z,90000,0.002,9.987006332101372e+18,4.998161452600349e+18,4.276597603304872e+18,0.5004664347247573,0.4282161702009285,3162286,1582618,1354142,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1900_s170z_n65_r16_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170z_n65_r16_v00_90000.hdf5,A1900,n65,r16,v00,s170z,90000,0.002,9.987006332101372e+18,5.179054562423463e+18,4.069084359700912e+18,0.518579280937908,0.40743784717764703,3162286,1639896,1288435,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1950_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r12_v00_90000.hdf5,A1950,n65,r12,v00,,90000,0.0034,3.1616881362429153e+19,1.5694969592039959e+19,1.3930270817940847e+19,0.49641106003233265,0.4405959796684568,3227694,1602263,1422109,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A1950_n65_r16_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.0034,3.1616881362429153e+19,1.3492225787139764e+19,1.2261685504389157e+19,0.42674119665618865,0.387820840513382,3227694,1377390,1251767,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n50_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n50_r12_v00_90000.hdf5,A2000,n50,r12,v00,,90000,0.0126,9.995574085153178e+19,5.145182760060799e+19,4.641193406989589e+19,0.514746098245937,0.4643248469223331,108605,55904,50428,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n50_r14_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n50_r14_v00_90000.hdf5,A2000,n50,r14,v00,,90000,0.0126,9.995574085153178e+19,4.862263974205996e+19,4.315753970820889e+19,0.48644169237143764,0.43176649325537486,108605,52830,46892,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n50_r16_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n50_r16_v00_90000.hdf5,A2000,n50,r16,v00,,90000,0.0126,9.995574085153178e+19,4.25896773436272e+19,3.978533921578209e+19,0.4260853551862252,0.3980295566502462,108605,46275,43228,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n55_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n55_r12_v00_90000.hdf5,A2000,n55,r12,v00,,90000,0.0086,9.995973779491906e+19,5.11671644470261e+19,4.648809011830055e+19,0.5118777377347915,0.4650681478744689,319379,163483,148533,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n55_r14_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n55_r14_v00_90000.hdf5,A2000,n55,r14,v00,,90000,0.0086,9.995911183179815e+19,4.934811561769146e+19,4.701953280794443e+19,0.49368301411811116,0.4703876609774655,319377,157671,150231,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n55_r16_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n55_r16_v00_90000.hdf5,A2000,n55,r16,v00,,90000,0.0086,9.995973779491906e+19,4.152827132985146e+19,3.929546087760209e+19,0.4154499826225268,0.3931128846918551,319379,132686,125552,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n60_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n60_r12_v00_90000.hdf5,A2000,n60,r12,v00,,90000,0.0059,9.996145269787494e+19,5.011125686148634e+19,4.710930427200759e+19,0.5013058084794285,0.47127470640499286,1002827,502723,472607,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n60_r14_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n60_r14_v00_90000.hdf5,A2000,n60,r14,v00,,90000,0.0059,9.996105397924173e+19,4.900311810012244e+19,4.476234671724345e+19,0.4902221030032217,0.4477978666225244,1002823,491606,449062,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n60_r16_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n60_r16_v00_90000.hdf5,A2000,n60,r16,v00,,90000,0.0059,9.996145269787494e+19,4.617410971780088e+19,3.828296956817659e+19,0.46191915455008675,0.3829773231075746,1002827,463225,384060,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r11_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.004,9.996273753160096e+19,5.257220612483676e+19,4.7865058604798304e+19,0.5259180312885813,0.47882900955635443,3227695,1697503,1545514,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v00_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,,90000,0.004,9.996273753160096e+19,5.154696474879407e+19,4.437216430583603e+19,0.5156617958016472,0.443887046328726,3227695,1664399,1432732,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v02_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v02_90000.hdf5,A2000,n65,r12,v02,,90000,0.004,9.996258268001563e+19,4.696828210393158e+19,4.421108768679308e+19,0.4698586295462072,0.44227636483057464,3227690,1516558,1427531,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v04_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v04_90000.hdf5,A2000,n65,r12,v04,,90000,0.004,9.996273753160096e+19,4.1624632627621085e+19,3.6461447188834783e+19,0.41640148774899644,0.3647503868859966,3227695,1344017,1177303,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v06_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v06_90000.hdf5,A2000,n65,r12,v06,,90000,0.004,9.996273753160096e+19,3.2022285822339633e+19,2.4943895976397697e+19,0.3203422256439957,0.24953194152483316,3227695,1033967,805413,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v08_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v08_90000.hdf5,A2000,n65,r12,v08,,90000,0.004,9.996273753160096e+19,1.6898024395734962e+19,1.389526633460656e+19,0.169043233638865,0.13900445983898635,3227695,545620,448664,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v10_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v10_90000.hdf5,A2000,n65,r12,v10,,90000,0.004,9.996273753160096e+19,4.066340689694676e+18,2.62182316125754e+18,0.04067856473427605,0.02622800481458113,3227695,131298,84656,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v12_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v12_90000.hdf5,A2000,n65,r12,v12,,90000,0.004,9.996273753160096e+19,0.0,0.0,0.0,0.0,3227695,0,0,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v14_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v14_90000.hdf5,A2000,n65,r12,v14,,90000,0.004,9.996273753160096e+19,0.0,0.0,0.0,0.0,3227695,0,0,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
Ma_xp_A2000_n65_r12_v16_90000.hdf5,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r12_v16_90000.hdf5,A2000,n65,r12,v16,,90000,0.004,9.996273753160096e+19,0.0,0.0,0.0,0.0,3227695,0,0,6.414e+23,1080000000.0,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Particle-level Mars-centric energy and apoapsis classification from raw SPH snapshot. FoF-group diagnostics are preserved from existing CSV outputs only because FoF HDF5 catalogues are not available locally.
