fof_file,physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,n_fragments,largest_fragment_particle_count,total_fragment_mass_kg,bound_fragment_count,bound_mass_kg,bound_mass_fraction,largest_bound_fragment_mass_kg,unbound_fragment_count,unbound_mass_kg,unbound_mass_fraction,largest_unbound_fragment_mass_kg,target_mass_kg,captured_mass_kg,captured_mass_fraction,raw_hdf5_path,method,unresolved_handling,normalization_notes
Ma_xp_A1900_s086x_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s086x_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s086x,90000,0.002,750,280253,9.74725217978432e+18,0,5.21910278336e+18,0.521782247412,0.0,750,4.7833509399e+18,0.478217752588,8.864554443819674e+17,1.00024537233e+19,4.16176016974e+18,0.416073923948,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086x_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1900_s086z_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s086z_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s086z,90000,0.002,349,160362,9.98360508296e+18,21,5.06886403231e+18,0.506762057846,6.5269624571028856e+16,328,4.93358969095e+18,0.493237942154,5.0723370658981664e+17,1.00024537233e+19,4.27430796628e+18,0.427325942667,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086z_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1900_s086z_n65_r16_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s086z_n65_r16_v00_90000.hdf5,A1900,n65,r16,v00,s086z,90000,0.002,253,190988,9.987492476643766e+18,0,4.85731896368e+18,0.485612894004,0.0,253,5.14513159653e+18,0.514387105996,6.041054062315533e+17,1.00024505602e+19,4.35778413115e+18,0.435671649154,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s086z_n65_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1900_s170mz_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s170mz_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s170mz,90000,0.002,228,347874,9.97517586331924e+18,0,5.2447821961e+18,0.525160595847,0.0,228,4.742224136e+18,0.474839404153,1.0986418814613632e+18,9.9870063321e+18,3.59699307272e+18,0.360167296696,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170mz_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1900_s170x_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s170x_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s170x,90000,0.002,119,275516,9.935585164889352e+18,0,5.20845387733e+18,0.521523037448,0.0,119,4.77855245477e+18,0.478476962552,8.701237132201935e+17,9.9870063321e+18,4.15217871727e+18,0.415758093986,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170x_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1900_s170y_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s170y_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s170y,90000,0.002,122,202829,9.901726527537396e+18,1,5.14043973555e+18,0.51471277424,1.4347522572828524e+16,121,4.84656659655e+18,0.48528722576,6.405665102164358e+17,9.9870063321e+18,3.9456824013e+18,0.395081596035,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170y_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1900_s170z_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s170z_n65_r12_v00_90000.hdf5,A1900,n65,r12,v00,s170z,90000,0.002,304,156851,9.968540568387428e+18,12,4.9981614526e+18,0.500466434725,8.990019316711246e+16,292,4.9888448795e+18,0.499533565275,4.953606126046652e+17,9.9870063321e+18,4.2765976033e+18,0.428216170201,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170z_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1900_s170z_n65_r16_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1900_s170z_n65_r16_v00_90000.hdf5,A1900,n65,r16,v00,s170z,90000,0.002,228,294286,9.97716234619345e+18,0,5.17905456242e+18,0.518579280938,0.0,228,4.80795176968e+18,0.481420719062,9.294023834140456e+17,9.9870063321e+18,4.0690843597e+18,0.407437847178,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1900_s170z_n65_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r12_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A1950_n65_r12_v00_90000.hdf5,A1950,n65,r12,v00,,90000,0.002,273,197365,3.1577043057890193e+19,38,1.5694969592e+19,0.496411060032,6.757230787756746e+17,235,1.59219117704e+19,0.503588939968,1.9332891501077115e+18,3.16168813624e+19,1.39302708179e+19,0.440595979668,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r12_v00_90000_fof_0.0027_0000.hdf5,Ma_xp_A1950_n65_r12_v00_90000.hdf5,A1950,n65,r12,v00,,90000,0.0027,273,197384,3.158625082928384e+19,38,1.5694969592e+19,0.496411060032,6.760953078320143e+17,235,1.59219117704e+19,0.503588939968,1.9334752646358792e+18,3.16168813624e+19,1.39302708179e+19,0.440595979668,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r12_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1950_n65_r12_v00_90000.hdf5,A1950,n65,r12,v00,,90000,0.002,272,197385,3.1587886678031434e+19,38,1.5694969592e+19,0.496411060032,6.76105103333497e+17,234,1.59219117704e+19,0.503588939968,1.9334850601373617e+18,3.16168813624e+19,1.39302708179e+19,0.440595979668,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r12_v00_90000_fof_0.0034_0000.hdf5,Ma_xp_A1950_n65_r12_v00_90000.hdf5,A1950,n65,r12,v00,,90000,0.0034,273,197387,3.158984577832796e+19,38,1.5694969592e+19,0.496411060032,6.761442853394275e+17,235,1.59219117704e+19,0.503588939968,1.933504651140327e+18,3.16168813624e+19,1.39302708179e+19,0.440595979668,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r12_v00_90000_fof_0.003_0000.hdf5,Ma_xp_A1950_n65_r12_v00_90000.hdf5,A1950,n65,r12,v00,,90000,0.003,272,197385,3.1587886678031434e+19,38,1.5694969592e+19,0.496411060032,6.76105103333497e+17,234,1.59219117704e+19,0.503588939968,1.9334850601373617e+18,3.16168813624e+19,1.39302708179e+19,0.440595979668,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r16_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.002,200,775432,3.157659246483861e+19,2,1.34922257871e+19,0.426741196656,3506789530776349.5,198,1.81246555753e+19,0.573258803344,7.595745305745701e+18,3.16168813624e+19,1.22616855044e+19,0.387820840513,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r16_v00_90000_fof_0.0027_0000.hdf5,Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.0027,204,775624,3.158728915245769e+19,2,1.34922257871e+19,0.426741196656,3506789530776349.5,202,1.81246555753e+19,0.573258803344,7.597626042030438e+18,3.16168813624e+19,1.22616855044e+19,0.387820840513,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r16_v00_90000_fof_0.002_0000.hdf5,Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.002,200,775432,3.157659246483861e+19,2,1.34922257871e+19,0.426741196656,3506789530776349.5,198,1.81246555753e+19,0.573258803344,7.595745305745701e+18,3.16168813624e+19,1.22616855044e+19,0.387820840513,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r16_v00_90000_fof_0.0034_0000.hdf5,Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.0034,204,775700,3.159162855961451e+19,2,1.34922257871e+19,0.426741196656,3506789530776349.5,202,1.81246555753e+19,0.573258803344,7.598370500143147e+18,3.16168813624e+19,1.22616855044e+19,0.387820840513,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A1950_n65_r16_v00_90000_fof_0.003_0000.hdf5,Ma_xp_A1950_n65_r16_v00_90000.hdf5,A1950,n65,r16,v00,,90000,0.003,205,775661,3.1589953528860967e+19,2,1.34922257871e+19,0.426741196656,3506789530776349.5,203,1.81246555753e+19,0.573258803344,7.59798847558531e+18,3.16168813624e+19,1.22616855044e+19,0.387820840513,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A1950_n65_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n50_r12_v00_90000_fof_0.0126_0000.hdf5,Ma_xp_A2000_n50_r12_v00_90000.hdf5,A2000,n50,r12,v00,,90000,0.0126,57,10630,9.979559814256088e+19,19,5.14518276006e+19,0.514746098246,3.832380690629288e+18,38,4.85039132509e+19,0.485253901754,9.78343101378231e+18,9.99557408515e+19,4.64119340699e+19,0.464324846922,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n50_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n50_r14_v00_90000_fof_0.0126_0000.hdf5,Ma_xp_A2000_n50_r14_v00_90000.hdf5,A2000,n50,r14,v00,,90000,0.0126,52,15068,9.96777920118212e+19,20,4.86226397421e+19,0.486441692371,5.963935368702657e+18,32,5.13331011095e+19,0.513558307629,1.386799045302653e+19,9.99557408515e+19,4.31575397082e+19,0.431766493255,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n50_r14_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n50_r16_v00_90000_fof_0.0126_0000.hdf5,Ma_xp_A2000_n50_r16_v00_90000.hdf5,A2000,n50,r16,v00,,90000,0.0126,29,36883,9.98268903960046e+19,6,4.25896773436e+19,0.426085355186,6.450806018400762e+18,23,5.73660635079e+19,0.573914644814,3.3945652500561355e+19,9.99557408515e+19,3.97853392158e+19,0.39802955665,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n50_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n55_r12_v00_90000_fof_0.0086_0000.hdf5,Ma_xp_A2000_n55_r12_v00_90000.hdf5,A2000,n55,r12,v00,,90000,0.0086,89,29668,9.977507867427522e+19,26,5.1167164447e+19,0.511877737735,3.721663735309995e+18,63,4.87925733479e+19,0.488122262265,9.285536935430296e+18,9.99597377949e+19,4.64880901183e+19,0.465068147874,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n55_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n55_r14_v00_90000_fof_0.0086_0000.hdf5,Ma_xp_A2000_n55_r14_v00_90000.hdf5,A2000,n55,r14,v00,,90000,0.0086,73,40033,9.980168210690484e+19,24,4.93481156177e+19,0.493683014118,4.024629885825642e+18,49,5.06109962141e+19,0.506316985882,1.252959080948443e+19,9.99591118318e+19,4.70195328079e+19,0.470387660977,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n55_r14_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n55_r16_v00_90000_fof_0.0086_0000.hdf5,Ma_xp_A2000_n55_r16_v00_90000.hdf5,A2000,n55,r16,v00,,90000,0.0086,60,103736,9.987836258922732e+19,11,4.15282713299e+19,0.415449982623,4.381115883178246e+18,49,5.84314664651e+19,0.584550017377,3.246745515486035e+19,9.99597377949e+19,3.92954608776e+19,0.393112884692,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n55_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n60_r12_v00_90000_fof_0.0059_0000.hdf5,Ma_xp_A2000_n60_r12_v00_90000.hdf5,A2000,n60,r12,v00,,90000,0.0059,153,79310,9.98655608665633e+19,57,5.01112568615e+19,0.501305808479,3.0861819007456276e+18,96,4.98501958364e+19,0.498694191521,7.905593700068805e+18,9.99614526979e+19,4.7109304272e+19,0.471274706405,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n60_r12_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n60_r14_v00_90000_fof_0.0059_0000.hdf5,Ma_xp_A2000_n60_r14_v00_90000.hdf5,A2000,n60,r14,v00,,90000,0.0059,131,105973,9.986356727338226e+19,47,4.90031181001e+19,0.490222103003,2.5799089162196116e+18,84,5.09579358791e+19,0.509777896997,1.0563352429414703e+19,9.99610539792e+19,4.47623467172e+19,0.447797866623,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n60_r14_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n60_r16_v00_90000_fof_0.0059_0000.hdf5,Ma_xp_A2000_n60_r16_v00_90000.hdf5,A2000,n60,r16,v00,,90000,0.0059,87,276815,9.988838750824151e+19,24,4.61741097178e+19,0.46191915455,4.137004858586395e+18,63,5.37873429801e+19,0.53808084545,2.7592824613299204e+19,9.99614526979e+19,3.82829695682e+19,0.382977323108,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n60_r16_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0010_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.001,0,0,0.0,0,5.25722061248e+19,0.525918031289,0.0,0,4.73905314068e+19,0.474081968711,0.0,9.99627375316e+19,4.78650586048e+19,0.478829009556,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0020_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.002,6441,12989,1.3072756654055838e+19,1650,5.25722061248e+19,0.525918031289,5.2463717104166344e+16,4791,4.73905314068e+19,0.474081968711,4.022734483269132e+17,9.99627375316e+19,4.78650586048e+19,0.478829009556,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.003,359,155562,9.984898355698949e+19,106,5.25722061248e+19,0.525918031289,1.886804626408266e+18,253,4.73905314068e+19,0.474081968711,4.817804462904375e+18,9.99627375316e+19,4.78650586048e+19,0.478829009556,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0035_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0035,360,155577,9.986713216278825e+19,106,5.25722061248e+19,0.525918031289,1.8868665670423913e+18,254,4.73905314068e+19,0.474081968711,4.818269017660323e+18,9.99627375316e+19,4.78650586048e+19,0.478829009556,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.004,361,155578,9.98769497532971e+19,106,5.25722061248e+19,0.525918031289,1.8868665670423913e+18,255,4.73905314068e+19,0.474081968711,4.818299987977386e+18,9.99627375316e+19,4.78650586048e+19,0.478829009556,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0045_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.0045,361,155580,9.988202888529537e+19,106,5.25722061248e+19,0.525918031289,1.8868665670423913e+18,255,4.73905314068e+19,0.474081968711,4.818361928611512e+18,9.99627375316e+19,4.78650586048e+19,0.478829009556,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
Ma_xp_A2000_n65_r11_v00_90000_fof_0.0050_0000.hdf5,Ma_xp_A2000_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,,90000,0.005,362,155581,9.988633375936709e+19,107,5.25722061248e+19,0.525918031289,1.8868665670423913e+18,255,4.73905314068e+19,0.474081968711,4.818392898928575e+18,9.99627375316e+19,4.78650586048e+19,0.478829009556,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r11_v00_90000.hdf5,particle_level_raw_snapshot_parent_normalized,All raw asteroid particles in the physical snapshot are included in the denominator; all raw bound/captured asteroid particles are included in the numerator. No FoF background or unresolved material is discarded for the particle-level metrics.,Corrected bound_mass_fraction uses bound_mass_kg / target_mass_kg from raw particle-level Mars-centric orbit tests.
